rl_prob,brute_prob,traj,len_traj,len_traj_list_in_m,rl_actions_to_crash_lists,wall_discards
"[(0.3333, 8), (0.0476, 5)]",0.2121,"[[ 32 121], [ 43 105], [62 89], [64 85], [68 77], [79 58], [86 45], [88 40], [96 21]]","[[ 32 121], [ 43 105], [62 89], [64 85], [68 77], [79 58], [86 45], [88 40], [96 21]]",120.3924,"[[7, 3, 0, 3, 4, 6, 6, 5], [5, 3, 3, 1, 0]]",790
"[(0.2308, 3), (0.1176, 4)]",0.2941,"[[72 83], [73 77], [79 58], [91 62], [119  75]]","[[72 83], [73 77], [79 58], [91 62], [119  75]]",69.5274,"[[4, 4, 6], [8, 5, 5, 1]]",790
"[(0.381, 5), (0.1176, 4)]",0.381,"[[ 28 138], [ 50 133], [ 72 130], [ 89 125], [117 115], [138  93]]","[[ 28 138], [ 50 133], [ 72 130], [ 89 125], [117 115], [138  93]]",122.6306,"[[5, 5, 7, 5, 1], [2, 6, 4, 8]]",790
[],0.0,"[[ 84 149], [ 72 130], [ 66 125], [ 56 113], [ 47 109]]","[[ 84 149], [ 72 130], [ 66 125], [ 56 113], [ 47 109]]",55.7518,[],790
[],0.0,"[[64 85], [65 86]]","[[64 85], [65 86]]",1.4142,[],790
"[(0.1429, 7)]",0.1892,"[[ 34 151], [ 37 144], [ 45 126], [ 58 109], [ 62 100], [68 77], [79 58], [97 62], [106  73], [99 77]]","[[ 34 151], [ 37 144], [ 45 126], [ 58 109], [ 62 100], [68 77], [79 58], [97 62], [106  73], [99 77]]",145.0015,"[[2, 3, 5, 0, 5, 2, 5]]",790
"[(0.2222, 2), (0.0476, 5)]",0.4242,"[[ 86 131], [ 83 121], [ 73 100], [72 83], [73 77], [79 58], [86 45], [89 36], [91  9]]","[[ 86 131], [ 83 121], [ 73 100], [72 83], [73 77], [79 58], [86 45], [89 36], [91  9]]",128.0623,"[[4, 5], [5, 2, 2, 4, 5]]",790
"[(0.3333, 5), (0.2308, 3), (0.1111, 2)]",0.4828,"[[138  93], [136  94], [120 118], [109 132], [ 84 143], [ 84 165], [102 174], [132 164]]","[[138  93], [136  94], [120 118], [109 132], [ 84 143], [ 84 165], [102 174], [132 164]]",149.9454,"[[4, 5, 6, 3, 3], [0, 6, 4], [1, 4]]",790
"[(0.6, 1)]",0.7778,"[[160  96], [168 112], [164 119]]","[[160  96], [168 112], [164 119]]",25.9508,[[5]],790
"[(0.3333, 2), (0.8095, 7), (0.2, 1), (0.0952, 5)]",0.7561,"[[119  28], [139  33], [155  44], [167  54], [170  59], [171  85], [168  92], [160 118], [158 124], [154 132], [152 134]]","[[119  28], [139  33], [155  44], [167  54], [170  59], [171  85], [168  92], [160 118], [158 124], [154 132], [152 134]]",140.4187,"[[3, 5], [7, 5, 7, 4, 4, 3, 1], [5], [3, 6, 1, 5, 5]]",790
"[(0.3077, 3), (0.2222, 2)]",0.381,"[[129 104], [120 118], [109 132], [ 84 143], [ 82 151], [ 90 164]]","[[129 104], [120 118], [109 132], [ 84 143], [ 82 151], [ 90 164]]",85.2714,"[[4, 2, 4], [5, 3]]",790
"[(0.0, 5)]",0.0,"[[38 92], [54 85], [64 77], [67 72], [79 58], [95 56]]","[[38 92], [54 85], [64 77], [67 72], [79 58], [95 56]]",70.6651,"[[3, 8, 4, 5, 5]]",790
"[(0.2857, 6), (0.1176, 4)]",0.303,"[[ 58 140], [ 60 136], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [81 49], [87 35]]","[[ 58 140], [ 60 136], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [81 49], [87 35]]",109.4621,"[[2, 2, 3, 4, 4, 0], [5, 1, 0, 5]]",790
"[(0.3333, 2), (0.2222, 2)]",0.3846,"[[ 65 153], [ 84 143], [109 132], [115 129]]","[[ 65 153], [ 84 143], [109 132], [115 129]]",55.4921,"[[2, 1], [5, 6]]",790
"[(0.2381, 8), (0.0476, 6)]",0.1892,"[[ 85 171], [ 82 166], [ 78 155], [ 72 130], [ 70 125], [ 69 103], [72 83], [73 77], [79 58], [96 58]]","[[ 85 171], [ 82 166], [ 78 155], [ 72 130], [ 70 125], [ 69 103], [72 83], [73 77], [79 58], [96 58]]",133.8848,"[[3, 8, 6, 7, 4, 7, 3, 0], [3, 5, 4, 4, 5, 5]]",790
[],0.0,"[[ 47 113], [ 41 118], [ 29 122]]","[[ 47 113], [ 41 118], [ 29 122]]",20.4594,[],790
"[(0.3333, 6), (0.0476, 7)]",0.3448,"[[45 76], [54 85], [62 93], [ 78 109], [ 91 115], [100 119], [117 115], [129 105]]","[[45 76], [54 85], [62 93], [ 78 109], [ 91 115], [100 119], [117 115], [129 105]]",103.9205,"[[3, 0, 3, 3, 5, 4], [3, 4, 8, 4, 2, 5, 5]]",790
[],0.0,"[[59 93], [50 91], [37 94]]","[[59 93], [50 91], [37 94]]",22.5612,[],790
"[(0.1429, 6)]",0.1724,"[[ 41 118], [ 47 109], [62 93], [65 86], [68 77], [79 58], [86 60], [105  59]]","[[ 41 118], [ 47 109], [62 93], [65 86], [68 77], [79 58], [86 60], [105  59]]",98.1119,"[[4, 3, 2, 4, 4, 5]]",790
[],0.0,"[[ 41 150], [ 45 145], [ 49 137], [ 50 133], [ 56 113], [ 58 109], [59 81]]","[[ 41 150], [ 45 145], [ 49 137], [ 50 133], [ 56 113], [ 58 109], [59 81]]",72.8411,[],790
[],0.0,"[[112 129], [ 89 126]]","[[112 129], [ 89 126]]",23.1948,[],790
"[(0.3333, 5), (0.3333, 5), (0.2353, 4)]",0.3333,"[[ 60 107], [ 62 100], [68 77], [79 58], [86 60], [116  65]]","[[ 60 107], [ 62 100], [68 77], [79 58], [86 60], [116  65]]",90.6983,"[[4, 6, 6, 4, 4], [6, 8, 6, 6, 4], [8, 4, 4, 5]]",790
[],0.0588,"[[ 61 149], [ 63 144], [ 64 126], [ 69 103], [68 77]]","[[ 61 149], [ 63 144], [ 64 126], [ 69 103], [68 77]]",72.9693,[],790
[],0.0,"[[62 93], [ 62 100], [ 62 112]]","[[62 93], [ 62 100], [ 62 112]]",19.0,[],790
"[(0.2941, 4), (0.1111, 2), (0.0476, 7)]",0.3793,"[[ 64 126], [ 69 103], [72 83], [73 77], [79 58], [86 45], [88 40], [96 21]]","[[ 64 126], [ 69 103], [72 83], [73 77], [79 58], [86 45], [88 40], [96 21]]",110.5341,"[[4, 7, 4, 0], [5, 5], [5, 7, 0, 6, 6, 4, 5]]",790
"[(0.2857, 6), (0.1176, 4)]",0.24,"[[ 61 149], [ 63 144], [ 64 126], [ 69 103], [72 83], [73 77], [79 58]]","[[ 61 149], [ 63 144], [ 64 126], [ 69 103], [72 83], [73 77], [79 58]]",93.1815,"[[2, 5, 8, 3, 3, 5], [4, 5, 5, 1]]",790
[],0.0,"[[ 36 108], [45 95], [57 77], [72 56], [79 38]]","[[ 36 108], [45 95], [57 77], [72 56], [79 38]]",82.5649,[],790
"[(0.2222, 2)]",0.381,"[[ 98 119], [ 85 115], [ 73 100], [72 83], [71 69], [68 46]]","[[ 98 119], [ 85 115], [ 73 100], [72 83], [71 69], [68 46]]",87.0707,"[[6, 1]]",790
[],0.0,"[[37 94], [ 43 105], [ 47 113]]","[[37 94], [ 43 105], [ 47 113]]",21.4742,[],790
"[(0.3333, 5), (0.1111, 2)]",0.4,"[[80 82], [73 77], [79 58], [86 45], [90 33], [105  18], [119  28]]","[[80 82], [73 77], [79 58], [86 45], [90 33], [105  18], [119  28]]",94.359,"[[3, 3, 6, 5, 6], [1, 5]]",790
"[(0.3333, 2)]",0.4286,"[[116  66], [97 62], [79 58], [71 69], [59 81], [ 47 102]]","[[116  66], [97 62], [79 58], [71 69], [59 81], [ 47 102]]",92.6144,"[[6, 4]]",790
"[(0.2222, 2)]",0.2222,"[[60 37], [68 46], [86 60]]","[[60 37], [68 46], [86 60]]",34.8451,"[[1, 5]]",790
"[(0.1176, 4)]",0.2759,"[[95 23], [90 33], [86 45], [79 58], [73 77], [72 83], [ 69 103], [ 64 120]]","[[95 23], [90 33], [86 45], [79 58], [73 77], [72 83], [ 69 103], [ 64 120]]",102.5457,"[[7, 6, 3, 4]]",790
[],0.0,"[[142 170], [136 173]]","[[142 170], [136 173]]",6.7082,[],790
"[(0.3333, 6), (0.1765, 4)]",0.28,"[[86  4], [82 14], [79 38], [79 58], [73 77], [72 83], [ 73 100]]","[[86  4], [82 14], [79 38], [79 58], [73 77], [72 83], [ 73 100]]",97.9941,"[[4, 5, 5, 5, 7, 4], [5, 0, 3, 3]]",790
"[(0.3333, 2)]",0.3333,"[[96 53], [106  73], [99 77]]","[[96 53], [106  73], [99 77]]",30.4229,"[[2, 5]]",790
"[(0.0, 5), (0.0476, 6), (0.0476, 6)]",0.04,"[[37 90], [44 85], [57 77], [67 72], [79 58], [86 60], [116  65]]","[[37 90], [44 85], [57 77], [67 72], [79 58], [86 60], [116  65]]",91.18,"[[3, 3, 3, 4, 0], [8, 6, 6, 4, 4, 4], [4, 1, 2, 3, 3, 4]]",790
"[(0.3846, 3), (0.2, 1)]",0.4286,"[[126  70], [124  89], [117 115], [100 119], [ 91 115], [ 78 109]]","[[126  70], [124  89], [117 115], [100 119], [ 91 115], [ 78 109]]",87.6617,"[[2, 5, 4], [6]]",790
[],0.0,"[[ 89 125], [ 86 131], [ 79 139]]","[[ 89 125], [ 86 131], [ 79 139]]",17.3383,[],790
[],0.04,"[[71 69], [68 77], [64 85], [ 58 109], [ 45 126], [ 37 144], [ 34 151]]","[[71 69], [68 77], [64 85], [ 58 109], [ 45 126], [ 37 144], [ 34 151]]",90.9413,[],790
[],0.0,"[[ 64 149], [ 69 148]]","[[ 64 149], [ 69 148]]",5.099,[],790
"[(0.2222, 2)]",0.4,"[[63 47], [68 77], [ 73 100], [ 78 109], [ 91 115], [100 119], [112 129]]","[[63 47], [68 77], [ 73 100], [ 78 109], [ 91 115], [100 119], [112 129]]",104.0338,"[[6, 4]]",790
"[(0.1765, 4)]",0.28,"[[ 47 102], [57 88], [68 77], [79 58], [91 62], [113  67], [134  76]]","[[ 47 102], [57 88], [68 77], [79 58], [91 62], [113  67], [134  76]]",112.773,"[[4, 5, 7, 1]]",790
[],0.0,"[[ 44 157], [ 54 148], [ 58 140], [ 60 136], [ 64 126], [ 69 103]]","[[ 44 157], [ 54 148], [ 58 140], [ 60 136], [ 64 126], [ 69 103]]",61.1776,[],790
[],0.0,"[[48 70], [72 56]]","[[48 70], [72 56]]",27.7849,[],790
"[(0.2308, 3), (0.0952, 5), (0.0476, 7), (0.0, 7)]",0.4138,"[[82 14], [79 38], [79 58], [73 77], [72 83], [ 73 100], [ 85 115], [109 132]]","[[82 14], [79 38], [79 58], [73 77], [72 83], [ 73 100], [ 85 115], [109 132]]",135.844,"[[6, 5, 4], [5, 5, 1, 0, 3], [3, 8, 2, 4, 5, 6, 5], [5, 5, 8, 3, 5, 1, 6]]",790
[],0.0,"[[85 25], [79 38], [72 56], [67 72], [64 77], [54 85], [ 43 105], [ 32 121], [ 28 138]]","[[85 25], [79 38], [72 56], [67 72], [64 77], [54 85], [ 43 105], [ 32 121], [ 28 138]]",128.7374,[],790
"[(0.1111, 2)]",0.2308,"[[ 66 125], [ 69 103], [72 83], [71 75]]","[[ 66 125], [ 69 103], [72 83], [71 75]]",50.4896,"[[5, 5]]",790
"[(0.2, 1), (0.0, 2)]",0.76,"[[99 77], [106  73], [97 62], [79 58], [73 77], [72 83], [ 69 103]]","[[99 77], [106  73], [97 62], [79 58], [73 77], [72 83], [ 69 103]]",86.9454,"[[5], [5, 4]]",790
"[(0.2381, 7)]",0.1724,"[[ 82 166], [ 78 155], [ 72 130], [ 70 125], [ 69 103], [72 83], [73 77], [79 58]]","[[ 82 166], [ 78 155], [ 72 130], [ 70 125], [ 69 103], [72 83], [73 77], [79 58]]",111.0539,"[[7, 4, 6, 4, 3, 4, 5]]",790
"[(0.1111, 2)]",0.3939,"[[130  82], [124  97], [111 119], [ 89 125], [ 67 134], [ 58 140], [ 45 145], [ 38 152], [ 36 155]]","[[130  82], [124  97], [111 119], [ 89 125], [ 67 134], [ 58 140], [ 45 145], [ 38 152], [ 36 155]]",126.5327,"[[5, 5]]",790
[],0.36,"[[86 45], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 45 117]]","[[86 45], [79 58], [71 75], [66 81], [62 93], [ 47 109], [ 45 117]]",84.1904,[],790
[],0.0,"[[57 77], [72 56], [81 49]]","[[57 77], [72 56], [81 49]]",37.2087,[],790
[],0.0,"[[71 69], [68 46]]","[[71 69], [68 46]]",23.1948,[],790
[],0.0,"[[87 35], [72 56], [67 72], [64 77], [55 87]]","[[87 35], [72 56], [67 72], [64 77], [55 87]]",61.8546,[],790
"[(0.1765, 4), (0.0476, 5), (0.0476, 5)]",0.2857,"[[62 89], [64 85], [68 77], [79 58], [86 60], [116  65]]","[[62 89], [64 85], [68 77], [79 58], [86 60], [116  65]]",73.0648,"[[5, 2, 4, 5], [7, 5, 4, 1, 4], [4, 7, 3, 4, 4]]",790
"[(0.1765, 4)]",0.3514,"[[86  4], [82 14], [79 38], [79 58], [73 77], [72 83], [ 69 103], [ 70 125], [ 72 130], [ 78 155]]","[[86  4], [82 14], [79 38], [79 58], [73 77], [72 83], [ 69 103], [ 70 125], [ 72 130], [ 78 155]]",154.3063,"[[2, 8, 7, 4]]",790
[],0.0,"[[ 90 123], [ 82 133], [ 63 144], [ 54 148]]","[[ 90 123], [ 82 133], [ 63 144], [ 54 148]]",44.6096,[],790
[],0.0,"[[ 63 144], [ 61 143], [ 50 133], [ 41 129], [ 29 122]]","[[ 63 144], [ 61 143], [ 50 133], [ 41 129], [ 29 122]]",40.8434,[],790
"[(0.1538, 3)]",0.2857,"[[100 119], [ 91 115], [ 78 109], [ 73 100], [72 83], [73 77]]","[[100 119], [ 91 115], [ 78 109], [ 73 100], [72 83], [73 77]]",57.5745,"[[8, 0, 0]]",790
"[(0.5556, 2)]",0.5294,"[[104  55], [96 53], [88 40], [89 36], [82  8]]","[[104  55], [96 53], [88 40], [89 36], [82  8]]",56.4954,"[[6, 2]]",790
[],0.0,"[[59 93], [ 62 100], [ 65 108], [ 70 125]]","[[59 93], [ 62 100], [ 65 108], [ 70 125]]",33.8798,[],790
"[(0.0476, 7)]",0.0909,"[[ 28 138], [ 28 135], [ 41 118], [ 47 109], [62 93], [65 86], [68 77], [79 58], [87 47]]","[[ 28 138], [ 28 135], [ 41 118], [ 47 109], [62 93], [65 86], [68 77], [79 58], [87 47]]",109.8079,"[[7, 3, 2, 7, 5, 4, 5]]",790
[],0.0,"[[ 45 126], [ 56 113], [62 93], [66 81], [72 56], [74 38], [80 24], [86  4]]","[[ 45 126], [ 56 113], [62 93], [66 81], [72 56], [74 38], [80 24], [86  4]]",130.492,[],790
[],0.0,"[[79 58], [68 77], [ 62 100], [ 62 112]]","[[79 58], [68 77], [ 62 100], [ 62 112]]",57.7242,[],790
"[(0.4, 1)]",0.4444,"[[133 154], [153 142], [148 141]]","[[133 154], [153 142], [148 141]]",28.4228,[[4]],790
"[(0.1538, 3), (0.0, 2)]",0.2353,"[[79 38], [86 45], [96 53], [119  75], [134  91]]","[[79 38], [86 45], [96 53], [119  75], [134  91]]",76.4651,"[[7, 0, 5], [4, 4]]",790
"[(0.2222, 2), (0.0476, 5)]",0.4,"[[ 79 139], [ 77 118], [ 73 100], [72 83], [73 77], [79 58], [96 53]]","[[ 79 139], [ 77 118], [ 73 100], [72 83], [73 77], [79 58], [96 53]]",100.2912,"[[6, 6], [1, 6, 5, 6, 5]]",790
"[(0.2, 1)]",0.44,"[[79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 67 134], [ 61 155]]","[[79 58], [73 77], [72 83], [ 69 103], [ 65 113], [ 67 134], [ 61 155]]",99.9371,[[4]],790
"[(0.3077, 3)]",0.3077,"[[68 77], [79 58], [97 62], [102  70]]","[[68 77], [79 58], [97 62], [102  70]]",49.8276,"[[6, 7, 5]]",790
[],0.0,"[[ 65 153], [ 61 143], [ 50 121], [ 47 109]]","[[ 65 153], [ 61 143], [ 50 121], [ 47 109]]",47.7364,[],790
"[(0.1111, 2)]",0.2308,"[[ 64 120], [ 69 103], [72 83], [72 56]]","[[ 64 120], [ 69 103], [72 83], [72 56]]",64.9438,"[[5, 5]]",790
"[(0.2, 1)]",0.3846,"[[ 90 164], [ 82 151], [ 64 126], [ 47 113]]","[[ 90 164], [ 82 151], [ 64 126], [ 47 113]]",67.4711,[[0]],790
"[(0.1538, 3)]",0.3333,"[[ 60 107], [ 78 109], [ 91 115], [111 119], [124  97], [134  76]]","[[ 60 107], [ 78 109], [ 91 115], [111 119], [124  97], [134  76]]",101.6379,"[[4, 4, 4]]",790
[],0.0,"[[57 77], [44 85]]","[[57 77], [44 85]]",15.2643,[],790
"[(0.0769, 3)]",0.1765,"[[45 75], [54 85], [62 93], [ 78 109], [ 90 123]]","[[45 75], [54 85], [62 93], [ 78 109], [ 90 123]]",65.8338,"[[3, 8, 4]]",790
[],0.0,"[[71 69], [68 77], [66 81], [62 89], [ 62 111]]","[[71 69], [68 77], [66 81], [62 89], [ 62 111]]",43.9604,[],790
"[(0.2, 1)]",0.4118,"[[91 62], [79 58], [71 69], [64 77], [44 85]]","[[91 62], [79 58], [71 69], [64 77], [44 85]]",58.4214,[[4]],790
[],0.0,"[[ 49 137], [ 50 133], [ 56 113], [62 93], [66 81], [72 56], [74 38], [80 23]]","[[ 49 137], [ 50 133], [ 56 113], [62 93], [66 81], [72 56], [74 38], [80 23]]",118.5096,[],790
"[(0.2941, 4), (0.1111, 2)]",0.3333,"[[86 60], [79 58], [73 77], [72 83], [ 73 100], [ 85 115]]","[[86 60], [79 58], [73 77], [72 83], [ 73 100], [ 85 115]]",69.5265,"[[3, 3, 8, 4], [6, 3]]",790
"[(0.0, 2)]",0.0,"[[95 56], [79 58], [71 75], [69 83], [ 60 107]]","[[95 56], [79 58], [71 75], [69 83], [ 60 107]]",68.791,"[[0, 4]]",790
"[(0.1111, 2), (0.1905, 5), (0.0476, 6)]",0.64,"[[82  8], [82 14], [88 40], [96 53], [114  70], [132  90], [129 105]]","[[82  8], [82 14], [88 40], [96 53], [114  70], [132  90], [129 105]]",114.9108,"[[4, 4], [7, 1, 0, 4, 0], [7, 1, 0, 6, 2, 4]]",790
"[(0.4444, 2), (0.1111, 2)]",0.4762,"[[125 176], [140 160], [152 134], [154 132], [158 124], [160 118]]","[[125 176], [140 160], [152 134], [154 132], [158 124], [160 118]]",68.6646,"[[4, 7], [3, 4]]",790
"[(0.1111, 2), (0.0, 5)]",0.381,"[[77  6], [82 14], [88 40], [96 53], [105  59], [126  70]]","[[77  6], [82 14], [88 40], [96 53], [105  59], [126  70]]",85.9048,"[[6, 4], [4, 8, 5, 4, 4]]",790
"[(0.2, 1)]",0.4286,"[[124  97], [111 119], [ 89 125], [ 67 134], [ 58 140], [ 46 146]]","[[124  97], [111 119], [ 89 125], [ 67 134], [ 58 140], [ 46 146]]",96.3602,[[0]],790
"[(0.1538, 3), (0.1538, 3)]",0.1538,"[[ 56 113], [ 77 118], [ 90 123], [112 129]]","[[ 56 113], [ 77 118], [ 90 123], [112 129]]",58.3189,"[[4, 5, 5], [7, 0, 5]]",790
"[(0.3077, 3)]",0.3529,"[[63 47], [68 77], [ 73 100], [ 78 109], [ 91 115]]","[[63 47], [68 77], [ 73 100], [ 78 109], [ 91 115]]",78.5645,"[[5, 3, 3]]",790
"[(0.2857, 6)]",0.2727,"[[ 65 153], [ 63 144], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [79 38], [82 14]]","[[ 65 153], [ 63 144], [ 64 126], [ 69 103], [72 83], [73 77], [79 58], [79 38], [82 14]]",141.2026,"[[2, 3, 1, 8, 7, 0]]",790
[],0.0,"[[96 58], [106  73]]","[[96 58], [106  73]]",18.0278,[],790
"[(0.0, 2)]",0.36,"[[126  70], [116  66], [97 62], [79 58], [71 69], [59 81], [ 47 102]]","[[126  70], [116  66], [97 62], [79 58], [71 69], [59 81], [ 47 102]]",103.3847,"[[3, 4]]",790
[],0.0,"[[ 58 109], [ 47 113], [ 41 118], [ 32 121]]","[[ 58 109], [ 47 113], [ 41 118], [ 32 121]]",29.0018,[],790
"[(0.3333, 5), (0.1111, 2)]",0.3333,"[[84 87], [80 84], [ 69 103], [ 77 118], [ 81 128], [ 84 149]]","[[84 87], [80 84], [ 69 103], [ 77 118], [ 81 128], [ 84 149]]",75.938,"[[5, 7, 6, 4, 4], [6, 4]]",790
"[(0.1176, 4)]",0.1176,"[[ 58 140], [ 60 136], [ 64 126], [ 69 103], [72 83]]","[[ 58 140], [ 60 136], [ 64 126], [ 69 103], [72 83]]",59.0034,"[[5, 4, 5, 5]]",790
"[(0.4, 1), (0.2222, 2)]",0.8571,"[[124  89], [122  65], [104  55], [86 45], [79 38], [71 26]]","[[124  89], [122  65], [104  55], [86 45], [79 38], [71 26]]",89.5874,"[[4], [2, 6]]",790
[],0.0,"[[82 14], [79 38], [72 56], [67 72], [64 77], [59 93], [ 56 113], [ 50 133], [ 49 137], [ 45 145], [ 41 150]]","[[82 14], [79 38], [72 56], [67 72], [64 77], [59 93], [ 56 113], [ 50 133], [ 49 137], [ 45 145], [ 41 150]]",143.4319,[],790
"[(0.381, 5), (0.3077, 3), (0.0476, 8), (0.0952, 9)]",0.4865,"[[102 174], [ 96 176], [ 90 164], [ 79 139], [ 77 118], [ 73 100], [72 83], [73 77], [79 58], [103  53]]","[[102 174], [ 96 176], [ 90 164], [ 79 139], [ 77 118], [ 73 100], [72 83], [73 77], [79 58], [103  53]]",154.1404,"[[6, 4, 7, 2, 1], [1, 6, 5], [7, 6, 4, 7, 5, 7, 1, 5], [3, 5, 6, 3, 6, 5, 3, 4, 4]]",790
"[(0.3333, 6), (0.0588, 4), (0.0476, 6)]",0.28,"[[ 43 105], [62 89], [64 85], [68 77], [79 58], [91 62], [122  65]]","[[ 43 105], [62 89], [64 85], [68 77], [79 58], [91 62], [122  65]]",104.0043,"[[6, 8, 2, 1, 4, 3], [7, 3, 4, 5], [4, 7, 2, 6, 0, 4]]",790
[],0.0,"[[80 23], [80 24], [81 49]]","[[80 23], [80 24], [81 49]]",26.02,[],790
[],0.0,"[[ 65 153], [ 60 136], [ 58 109], [55 87]]","[[ 65 153], [ 60 136], [ 58 109], [55 87]]",66.9976,[],790
[],0.0,"[[54 85], [ 60 107], [ 62 111], [ 67 134], [ 61 155]]","[[54 85], [ 60 107], [ 62 111], [ 67 134], [ 61 155]]",72.6532,[],790
"[(0.3333, 8), (0.0476, 5)]",0.2703,"[[ 37 144], [ 45 126], [ 58 109], [ 62 100], [68 77], [79 58], [86 45], [90 33], [105  18], [119  28]]","[[ 37 144], [ 45 126], [ 58 109], [ 62 100], [68 77], [79 58], [86 45], [90 33], [105  18], [119  28]]",162.5035,"[[2, 3, 2, 7, 2, 1, 8, 5], [1, 3, 2, 1, 5]]",790
[],0.0,"[[ 35 153], [ 45 145], [ 49 137], [ 50 133], [ 56 113], [62 93], [66 81], [72 56], [74 38], [80 24], [85  2]]","[[ 35 153], [ 45 145], [ 49 137], [ 50 133], [ 56 113], [62 93], [66 81], [72 56], [74 38], [80 24], [85  2]]",161.8972,[],790
[],0.0,"[[ 64 126], [ 56 113], [ 47 109]]","[[ 64 126], [ 56 113], [ 47 109]]",25.1132,[],790
"[(0.4118, 4), (0.2, 1)]",0.44,"[[134  76], [114  70], [97 62], [79 58], [73 77], [80 84], [82 87]]","[[134  76], [114  70], [97 62], [79 58], [73 77], [80 84], [82 87]]",91.5379,"[[5, 6, 5, 4], [4]]",790
"[(0.3077, 3)]",0.381,"[[82  8], [82 14], [88 40], [96 53], [105  59], [126  70]]","[[82  8], [82 14], [88 40], [96 53], [105  59], [126  70]]",82.4709,"[[2, 2, 4]]",790
[],0.12,"[[ 54 148], [ 58 140], [ 60 136], [ 64 126], [ 69 103], [68 77], [65 49]]","[[ 54 148], [ 58 140], [ 60 136], [ 64 126], [ 69 103], [68 77], [65 49]]",101.9034,[],790
"[(0.5556, 2), (0.4706, 4)]",0.7647,"[[ 79 139], [ 84 165], [102 174], [129 160], [142 151]]","[[ 79 139], [ 84 165], [102 174], [129 160], [142 151]]",92.8262,"[[4, 6], [5, 7, 5, 4]]",790
"[(0.2941, 4)]",0.3333,"[[82 87], [80 84], [73 77], [79 58], [91 62], [113  67]]","[[82 87], [80 84], [73 77], [79 58], [91 62], [113  67]]",68.64,"[[7, 4, 4, 5]]",790
"[(0.0588, 4)]",0.24,"[[ 32 121], [ 45 126], [ 64 126], [ 89 125], [111 119], [124  97], [134  76]]","[[ 32 121], [ 45 126], [ 64 126], [ 89 125], [111 119], [124  97], [134  76]]",129.5652,"[[2, 7, 3, 4]]",790
"[(0.3333, 2)]",0.4286,"[[112 130], [109 132], [ 84 138], [ 63 144], [ 54 148], [ 38 152]]","[[112 130], [109 132], [ 84 138], [ 63 144], [ 54 148], [ 38 152]]",77.4971,"[[3, 4]]",790
[],0.0,"[[91  9], [91 17], [87 35], [81 49]]","[[91  9], [91 17], [87 35], [81 49]]",41.6706,[],790
[],0.0,"[[71 69], [79 58], [86 60]]","[[71 69], [79 58], [86 60]]",20.8816,[],790
"[(0.1111, 2)]",0.3333,"[[65 86], [68 77], [79 58], [86 45], [88 40], [91 17]]","[[65 86], [68 77], [79 58], [86 45], [88 40], [91 17]]",74.7861,"[[4, 5]]",790
"[(0.1538, 3)]",0.3333,"[[ 58 109], [ 62 100], [68 77], [79 58], [86 60], [116  66]]","[[ 58 109], [ 62 100], [68 77], [79 58], [86 60], [116  66]]",93.4473,"[[1, 6, 5]]",790
[],0.0,"[[ 45 117], [ 47 109], [62 93], [77 80]]","[[ 45 117], [ 47 109], [62 93], [77 80]]",50.0274,[],790
[],0.0,"[[ 62 111], [62 93], [66 81], [72 56], [74 38], [81 19]]","[[ 62 111], [62 93], [66 81], [72 56], [74 38], [81 19]]",94.7183,[],790
"[(0.2857, 5), (0.1538, 3)]",0.2857,"[[ 44 157], [ 61 149], [ 79 139], [109 132], [112 130], [125 121]]","[[ 44 157], [ 61 149], [ 79 139], [109 132], [112 130], [125 121]]",89.6023,"[[2, 3, 2, 1, 5], [6, 2, 6]]",790
[],0.0,"[[ 86 131], [ 81 128], [ 64 126], [ 42 126]]","[[ 86 131], [ 81 128], [ 64 126], [ 42 126]]",44.9482,[],790
"[(0.4, 1)]",0.4,"[[120 118], [136  94]]","[[120 118], [136  94]]",28.8444,[[5]],790
[],0.0,"[[ 41 129], [ 39 110], [45 88]]","[[ 41 129], [ 39 110], [45 88]]",41.9085,[],790
"[(0.1176, 4), (0.0, 4)]",0.1176,"[[55 87], [64 77], [67 72], [79 58], [103  53]]","[[55 87], [64 77], [67 72], [79 58], [103  53]]",62.239,"[[5, 8, 7, 3], [8, 4, 0, 5]]",790
[],0.0,"[[ 83 121], [ 69 103], [57 88], [45 76]]","[[ 83 121], [ 69 103], [57 88], [45 76]]",58.9834,[],790
[],0.0,"[[ 40 161], [ 45 145], [ 49 137], [ 50 133], [ 56 113], [62 93], [66 81], [72 56], [74 38], [80 24], [86  4]]","[[ 40 161], [ 45 145], [ 49 137], [ 50 133], [ 56 113], [62 93], [66 81], [72 56], [74 38], [80 24], [86  4]]",164.1736,[],790
[],0.0,"[[ 89 125], [ 77 118], [ 62 111], [ 58 109], [39 98]]","[[ 89 125], [ 77 118], [ 62 111], [ 58 109], [39 98]]",56.872,[],790
[],0.0,"[[ 28 138], [ 45 145], [ 64 149]]","[[ 28 138], [ 45 145], [ 64 149]]",37.8013,[],790
[],0.0,"[[125  89], [124  89]]","[[125  89], [124  89]]",1.0,[],790
