rl_prob,brute_prob,traj,len_traj,len_traj_list_in_m,rl_actions_to_crash_lists,wall_discards,collided_obs
[],0,"[[78 99], [72 93], [65 79], [58 73]]",4,33.3573,[],0,[]
"[(0.5556, 4), (0.4444, 4)]",0,"[[78 99], [88 90], [99 80], [121  80], [125 102]]",5,72.6804,"[[4, 3, 4, 4], [6, 5, 2, 1]]",0,"[ws5: corners: [(147.33336925812984, 126.96675511333302), (157.40079913679526, 105.01523225868455), (142.13017454225718, 98.01180277787381), (132.06274466359176, 119.96332563252228)]
borders: [[(147.33336925812984, 126.96675511333302), (157.40079913679526, 105.01523225868455)], [(147.33336925812984, 126.96675511333302), (132.06274466359176, 119.96332563252228)], [(157.40079913679526, 105.01523225868455), (142.13017454225718, 98.01180277787381)], [(142.13017454225718, 98.01180277787381), (132.06274466359176, 119.96332563252228)]], geofenced: corners: [(97.0, 103.5), (105.5, 92.0), (116.0, 96.0), (107.5, 109.5)]
borders: [[(97.0, 103.5), (105.5, 92.0)], [(97.0, 103.5), (107.5, 109.5)], [(105.5, 92.0), (116.0, 96.0)], [(116.0, 96.0), (107.5, 109.5)]]]"
"[(1.0, 2)]",0,"[[78 99], [100  81], [125 102]]",3,61.075,"[[7, 3]]",0,"[geofenced: corners: [(97.0, 103.5), (105.5, 92.0), (116.0, 96.0), (107.5, 109.5)]
borders: [[(97.0, 103.5), (105.5, 92.0)], [(97.0, 103.5), (107.5, 109.5)], [(105.5, 92.0), (116.0, 96.0)], [(116.0, 96.0), (107.5, 109.5)]]]"
"[(0.1111, 4)]",0,"[[78 99], [91 95], [103  88], [114  88], [125 102]]",5,56.2984,"[[4, 5, 1, 5]]",0,"[geofenced: corners: [(107.0, 107.5), (112.0, 100.5), (107.0, 99.0), (104.5, 106.5)]
borders: [[(107.0, 107.5), (112.0, 100.5)], [(107.0, 107.5), (104.5, 106.5)], [(112.0, 100.5), (107.0, 99.0)], [(107.0, 99.0), (104.5, 106.5)]]]"
[],0,"[[78 99], [70 94], [63 81], [58 73]]",4,33.6328,[],0,[]
"[(0.6667, 2)]",0,"[[78 99], [91 88], [114  84], [125 102]]",4,61.4696,"[[4, 1]]",0,"[geofenced: corners: [(106.0, 105.5), (110.0, 94.0), (101.5, 93.5), (96.5, 103.0)]
borders: [[(106.0, 105.5), (110.0, 94.0)], [(106.0, 105.5), (96.5, 103.0)], [(110.0, 94.0), (101.5, 93.5)], [(101.5, 93.5), (96.5, 103.0)]]]"
"[(1.0, 2)]",0,"[[78 99], [96 82], [125 102]]",3,59.9867,"[[3, 4]]",0,"[geofenced: corners: [(106.0, 105.5), (110.0, 94.0), (101.5, 93.5), (96.5, 103.0)]
borders: [[(106.0, 105.5), (110.0, 94.0)], [(106.0, 105.5), (96.5, 103.0)], [(110.0, 94.0), (101.5, 93.5)], [(101.5, 93.5), (96.5, 103.0)]]]"
"[(1.0, 2)]",0,"[[78 99], [88 82], [125 102]]",3,61.7826,"[[2, 2]]",0,"[geofenced: corners: [(106.0, 105.5), (110.0, 94.0), (101.5, 93.5), (96.5, 103.0)]
borders: [[(106.0, 105.5), (110.0, 94.0)], [(106.0, 105.5), (96.5, 103.0)], [(110.0, 94.0), (101.5, 93.5)], [(101.5, 93.5), (96.5, 103.0)]]]"
"[(1.0, 2)]",0,"[[78 99], [84 79], [125 102]]",3,67.8913,"[[4, 4]]",0,"[geofenced: corners: [(106.0, 105.5), (110.0, 94.0), (101.5, 93.5), (96.5, 103.0)]
borders: [[(106.0, 105.5), (110.0, 94.0)], [(106.0, 105.5), (96.5, 103.0)], [(110.0, 94.0), (101.5, 93.5)], [(101.5, 93.5), (96.5, 103.0)]]]"
"[(1.0, 1), (1.0, 1), (0.2, 1), (0.1111, 2)]",0,"[[78 99], [116 122], [125 102]]",3,66.3502,"[[5], [4], [5], [5, 0]]",0,"[ws2: corners: [(120.00175159141445, 152.54295486910223), (141.52440933689812, 141.58860853667454), (133.9039944969484, 126.61632488764243), (112.38133675146474, 137.57067122007012)]
borders: [[(120.00175159141445, 152.54295486910223), (141.52440933689812, 141.58860853667454)], [(120.00175159141445, 152.54295486910223), (112.38133675146474, 137.57067122007012)], [(141.52440933689812, 141.58860853667454), (133.9039944969484, 126.61632488764243)], [(133.9039944969484, 126.61632488764243), (112.38133675146474, 137.57067122007012)]], geofenced: corners: [(106.0, 105.5), (110.0, 94.0), (101.5, 93.5), (96.5, 103.0)]
borders: [[(106.0, 105.5), (110.0, 94.0)], [(106.0, 105.5), (96.5, 103.0)], [(110.0, 94.0), (101.5, 93.5)], [(101.5, 93.5), (96.5, 103.0)]], ws1: corners: [(98.07841028819942, 164.09542673025584), (119.60106803368308, 153.14108039782815), (111.98065319373336, 138.16879674879604), (90.4579954482497, 149.12314308122373)]
borders: [[(98.07841028819942, 164.09542673025584), (119.60106803368308, 153.14108039782815)], [(98.07841028819942, 164.09542673025584), (90.4579954482497, 149.12314308122373)], [(119.60106803368308, 153.14108039782815), (111.98065319373336, 138.16879674879604)], [(111.98065319373336, 138.16879674879604), (90.4579954482497, 149.12314308122373)]], ws5: corners: [(147.33336925812984, 126.96675511333302), (157.40079913679526, 105.01523225868455), (142.13017454225718, 98.01180277787381), (132.06274466359176, 119.96332563252228)]
borders: [[(147.33336925812984, 126.96675511333302), (157.40079913679526, 105.01523225868455)], [(147.33336925812984, 126.96675511333302), (132.06274466359176, 119.96332563252228)], [(157.40079913679526, 105.01523225868455), (142.13017454225718, 98.01180277787381)], [(142.13017454225718, 98.01180277787381), (132.06274466359176, 119.96332563252228)]]]"
"[(0.4444, 2)]",0,"[[78 99], [92 89], [112  89], [125 102]]",4,55.5894,"[[6, 2]]",0,"[geofenced: corners: [(104.5, 107.5), (108.0, 99.5), (100.0, 97.0), (98.0, 104.0)]
borders: [[(104.5, 107.5), (108.0, 99.5)], [(104.5, 107.5), (98.0, 104.0)], [(108.0, 99.5), (100.0, 97.0)], [(100.0, 97.0), (98.0, 104.0)]]]"
"[(0.4444, 2)]",0,"[[78 99], [100  86], [113  89], [125  98]]",4,53.8955,"[[4, 6]]",0,"[geofenced: corners: [(106.5, 110.0), (110.0, 97.0), (100.0, 96.5), (101.5, 106.0)]
borders: [[(106.5, 110.0), (110.0, 97.0)], [(106.5, 110.0), (101.5, 106.0)], [(110.0, 97.0), (100.0, 96.5)], [(100.0, 96.5), (101.5, 106.0)]]]"
[],0,"[[78 99], [73 82], [58 73]]",3,35.2129,[],0,[]
"[(0.3333, 2)]",0,"[[78 99], [89 95], [116  90], [125 102]]",4,54.1638,"[[4, 0]]",0,"[geofenced: corners: [(109.5, 111.5), (113.0, 103.0), (104.5, 101.5), (101.0, 106.0)]
borders: [[(109.5, 111.5), (113.0, 103.0)], [(109.5, 111.5), (101.0, 106.0)], [(113.0, 103.0), (104.5, 101.5)], [(104.5, 101.5), (101.0, 106.0)]]]"
[],0,"[[78 99], [72 87], [63 78]]",3,26.1443,[],0,[]
[],0,"[[78 99], [72 92], [58 73]]",3,32.8204,[],0,[]
[],0,"[[78 99], [100  95], [125 102]]",3,48.3222,[],0,[]
"[(0.4444, 2)]",0,"[[78 99], [102  93], [125 102]]",3,49.4368,"[[6, 6]]",0,"[geofenced: corners: [(106.0, 112.5), (110.5, 105.5), (116.0, 107.5), (113.5, 115.0)]
borders: [[(106.0, 112.5), (110.5, 105.5)], [(106.0, 112.5), (113.5, 115.0)], [(110.5, 105.5), (116.0, 107.5)], [(116.0, 107.5), (113.5, 115.0)]]]"
[],0,"[[78 99], [70 88], [58 73]]",3,32.8108,[],0,[]
[],0,"[[78 99], [ 91 101], [109 101], [125 102]]",4,47.1842,[],0,[]
[],0,"[[78 99], [100 102], [125 102]]",3,47.2036,[],0,[]
"[(0.4444, 4)]",0,"[[78 99], [91 91], [106  78], [126  89], [125 102]]",5,70.9776,"[[4, 6, 4, 1]]",0,"[geofenced: corners: [(108.0, 109.5), (117.0, 96.5), (110.0, 92.5), (102.0, 104.5)]
borders: [[(108.0, 109.5), (117.0, 96.5)], [(108.0, 109.5), (102.0, 104.5)], [(117.0, 96.5), (110.0, 92.5)], [(110.0, 92.5), (102.0, 104.5)]]]"
"[(1.0, 2)]",0,"[[78 99], [98 86], [125 102]]",3,55.2384,"[[4, 6]]",0,"[geofenced: corners: [(108.0, 109.5), (117.0, 96.5), (110.0, 92.5), (102.0, 104.5)]
borders: [[(108.0, 109.5), (117.0, 96.5)], [(108.0, 109.5), (102.0, 104.5)], [(117.0, 96.5), (110.0, 92.5)], [(110.0, 92.5), (102.0, 104.5)]]]"
"[(1.0, 3)]",0,"[[78 99], [87 89], [100  75], [125 102]]",4,69.3553,"[[2, 3, 0]]",0,"[geofenced: corners: [(108.0, 109.5), (117.0, 96.5), (110.0, 92.5), (102.0, 104.5)]
borders: [[(108.0, 109.5), (117.0, 96.5)], [(108.0, 109.5), (102.0, 104.5)], [(117.0, 96.5), (110.0, 92.5)], [(110.0, 92.5), (102.0, 104.5)]]]"
"[(1.0, 3)]",0,"[[78 99], [89 83], [97 73], [125 102]]",4,72.534,"[[5, 6, 0]]",0,"[geofenced: corners: [(108.0, 109.5), (117.0, 96.5), (110.0, 92.5), (102.0, 104.5)]
borders: [[(108.0, 109.5), (117.0, 96.5)], [(108.0, 109.5), (102.0, 104.5)], [(117.0, 96.5), (110.0, 92.5)], [(110.0, 92.5), (102.0, 104.5)]]]"
"[(1.0, 3)]",0,"[[78 99], [79 89], [90 75], [125 102]]",4,72.0584,"[[3, 7, 1]]",0,"[geofenced: corners: [(108.0, 109.5), (117.0, 96.5), (110.0, 92.5), (102.0, 104.5)]
borders: [[(108.0, 109.5), (117.0, 96.5)], [(108.0, 109.5), (102.0, 104.5)], [(117.0, 96.5), (110.0, 92.5)], [(110.0, 92.5), (102.0, 104.5)]]]"
"[(0.4, 1)]",0,"[[78 99], [104  93], [125 102]]",3,49.5306,[[5]],0,"[geofenced: corners: [(98.5, 109.5), (101.5, 104.0), (97.5, 103.0), (95.0, 106.5)]
borders: [[(98.5, 109.5), (101.5, 104.0)], [(98.5, 109.5), (95.0, 106.5)], [(101.5, 104.0), (97.5, 103.0)], [(97.5, 103.0), (95.0, 106.5)]]]"
"[(0.3333, 2), (0.0, 3)]",0,"[[78 99], [106  90], [111 102], [116 122]]",4,63.0264,"[[3, 5], [2, 3, 4]]",0,"[geofenced: corners: [(98.5, 109.5), (101.5, 104.0), (97.5, 103.0), (95.0, 106.5)]
borders: [[(98.5, 109.5), (101.5, 104.0)], [(98.5, 109.5), (95.0, 106.5)], [(101.5, 104.0), (97.5, 103.0)], [(97.5, 103.0), (95.0, 106.5)]], ws2: corners: [(120.00175159141445, 152.54295486910223), (141.52440933689812, 141.58860853667454), (133.9039944969484, 126.61632488764243), (112.38133675146474, 137.57067122007012)]
borders: [[(120.00175159141445, 152.54295486910223), (141.52440933689812, 141.58860853667454)], [(120.00175159141445, 152.54295486910223), (112.38133675146474, 137.57067122007012)], [(141.52440933689812, 141.58860853667454), (133.9039944969484, 126.61632488764243)], [(133.9039944969484, 126.61632488764243), (112.38133675146474, 137.57067122007012)]]]"
"[(0.5556, 2)]",0,"[[78 99], [87 93], [103  84], [116  93], [125 102]]",5,57.7135,"[[6, 5]]",0,"[geofenced: corners: [(102.5, 102.5), (106.0, 97.0), (98.5, 95.5), (98.0, 100.0)]
borders: [[(102.5, 102.5), (106.0, 97.0)], [(102.5, 102.5), (98.0, 100.0)], [(106.0, 97.0), (98.5, 95.5)], [(98.5, 95.5), (98.0, 100.0)]]]"
"[(0.2222, 2)]",0,"[[78 99], [88 85], [121  88], [125 102]]",4,64.901,"[[3, 5]]",0,"[geofenced: corners: [(102.5, 102.5), (106.0, 97.0), (98.5, 95.5), (98.0, 100.0)]
borders: [[(102.5, 102.5), (106.0, 97.0)], [(102.5, 102.5), (98.0, 100.0)], [(106.0, 97.0), (98.5, 95.5)], [(98.5, 95.5), (98.0, 100.0)]]]"
"[(0.1111, 2)]",0,"[[64 91], [73 90], [93 89], [119  95], [125 102]]",5,64.9832,"[[1, 0]]",0,"[klapp: corners: [(97.3666245748562, 111.29493580841289), (100.5773060927975, 101.73994096452272), (93.61012235246092, 99.3988190243572), (90.39944083451962, 108.95381386824737)]
borders: [[(97.3666245748562, 111.29493580841289), (100.5773060927975, 101.73994096452272)], [(97.3666245748562, 111.29493580841289), (90.39944083451962, 108.95381386824737)], [(100.5773060927975, 101.73994096452272), (93.61012235246092, 99.3988190243572)], [(93.61012235246092, 99.3988190243572), (90.39944083451962, 108.95381386824737)]]]"
[],0,"[[88 88], [61 75]]",2,29.9666,[],0,[]
[],0,"[[106  90], [95 87], [76 81], [58 73]]",4,51.0243,[],0,[]
[],0,"[[71 92], [66 76]]",2,16.7631,[],0,[]
[],0,"[[71 91], [82 87], [101  81], [113  83], [116  96], [125 102]]",6,67.9534,[],0,[]
"[(0.3333, 2)]",0,"[[71 91], [84 89], [111  92], [125 102]]",4,57.5238,"[[0, 5]]",0,"[klapp: corners: [(101.44403215226257, 110.72098488342962), (103.1570312129769, 100.78760501129898), (95.91394172288165, 99.53854319619478), (94.20094266216731, 109.47192306832542)]
borders: [[(101.44403215226257, 110.72098488342962), (103.1570312129769, 100.78760501129898)], [(101.44403215226257, 110.72098488342962), (94.20094266216731, 109.47192306832542)], [(103.1570312129769, 100.78760501129898), (95.91394172288165, 99.53854319619478)], [(95.91394172288165, 99.53854319619478), (94.20094266216731, 109.47192306832542)]]]"
[],0,"[[78 99], [67 82], [60 74]]",3,30.8786,[],0,[]
[],0,"[[71 87], [79 83], [96 86], [125 102]]",4,59.3279,[],0,[]
[],0,"[[73 98], [63 86], [58 73]]",3,29.5489,[],0,[]
"[(0.3333, 3)]",0,"[[ 83 100], [74 93], [64 83], [58 73]]",4,37.2058,"[[4, 1, 5]]",0,"[klapp: corners: [(88.72915422102975, 71.54241981055088), (79.85822412604345, 66.7556674862595), (76.367883889581, 73.22405401385366), (85.23881398456729, 78.01080633814504)]
borders: [[(88.72915422102975, 71.54241981055088), (79.85822412604345, 66.7556674862595)], [(88.72915422102975, 71.54241981055088), (85.23881398456729, 78.01080633814504)], [(79.85822412604345, 66.7556674862595), (76.367883889581, 73.22405401385366)], [(76.367883889581, 73.22405401385366), (85.23881398456729, 78.01080633814504)]]]"
"[(0.4, 1)]",0,"[[72 97], [102 100], [125 102]]",3,53.2364,[[5]],0,"[klapp: corners: [(99.1736901112927, 119.50336198840857), (102.33322575304011, 109.93133318718142), (95.35362141881197, 107.62750511507394), (92.19408577706457, 117.19953391630109)]
borders: [[(99.1736901112927, 119.50336198840857), (102.33322575304011, 109.93133318718142)], [(99.1736901112927, 119.50336198840857), (92.19408577706457, 117.19953391630109)], [(102.33322575304011, 109.93133318718142), (95.35362141881197, 107.62750511507394)], [(95.35362141881197, 107.62750511507394), (92.19408577706457, 117.19953391630109)]]]"
[],0,"[[72 97], [86 86], [108  92], [125 102]]",4,60.3311,[],0,[]
"[(0.4, 1)]",0,"[[77 97], [99 97], [125 102]]",3,48.4764,[[5]],0,"[klapp: corners: [(101.19808335390279, 118.50077526515585), (103.98199607547642, 108.81283266662311), (96.91787126404628, 106.78289630714234), (94.13395854247266, 116.4708389056751)]
borders: [[(101.19808335390279, 118.50077526515585), (103.98199607547642, 108.81283266662311)], [(101.19808335390279, 118.50077526515585), (94.13395854247266, 116.4708389056751)], [(103.98199607547642, 108.81283266662311), (96.91787126404628, 106.78289630714234)], [(96.91787126404628, 106.78289630714234), (94.13395854247266, 116.4708389056751)]]]"
[],0,"[[93 96], [87 90], [74 82], [58 73]]",4,42.1072,[],0,[]
"[(0.3333, 2)]",0,"[[73 97], [90 96], [110  97], [125 102]]",4,52.8658,"[[1, 5]]",0,"[klapp: corners: [(100.896679741208, 117.15806895037917), (102.96300538198548, 107.29213256827983), (95.7690934367047, 105.78543678854626), (93.70276779592723, 115.65137317064561)]
borders: [[(100.896679741208, 117.15806895037917), (102.96300538198548, 107.29213256827983)], [(100.896679741208, 117.15806895037917), (93.70276779592723, 115.65137317064561)], [(102.96300538198548, 107.29213256827983), (95.7690934367047, 105.78543678854626)], [(95.7690934367047, 105.78543678854626), (93.70276779592723, 115.65137317064561)]]]"
[],0,"[[103  96], [96 85], [67 76], [58 73]]",4,52.8897,[],0,[]
"[(0.3333, 2)]",0,"[[70 97], [86 96], [104  96], [125 102]]",4,55.8715,"[[1, 1]]",0,"[klapp: corners: [(101.57267908837376, 116.57742814684346), (104.45237100057986, 106.91752235973343), (97.4086896974788, 104.81774700708314), (94.5289977852727, 114.47765279419318)]
borders: [[(101.57267908837376, 116.57742814684346), (104.45237100057986, 106.91752235973343)], [(101.57267908837376, 116.57742814684346), (94.5289977852727, 114.47765279419318)], [(104.45237100057986, 106.91752235973343), (97.4086896974788, 104.81774700708314)], [(97.4086896974788, 104.81774700708314), (94.5289977852727, 114.47765279419318)]]]"
[],0,"[[87 95], [77 87], [68 81], [58 73]]",4,36.4292,[],0,[]
"[(0.3333, 2)]",0,"[[68 92], [86 95], [107 100], [125 102]]",4,57.9461,"[[6, 0]]",0,"[klapp: corners: [(99.97012761565034, 118.91580664596165), (103.5661717372042, 109.49907313690746), (96.69980355351885, 106.87695763160777), (93.10375943196499, 116.29369114066196)]
borders: [[(99.97012761565034, 118.91580664596165), (103.5661717372042, 109.49907313690746)], [(99.97012761565034, 118.91580664596165), (93.10375943196499, 116.29369114066196)], [(103.5661717372042, 109.49907313690746), (96.69980355351885, 106.87695763160777)], [(96.69980355351885, 106.87695763160777), (93.10375943196499, 116.29369114066196)]]]"
[],0,"[[115 101], [99 89], [91 85], [74 79], [63 75]]",5,58.6767,[],0,[]
[],0,"[[76 98], [88 96], [108 100], [125 102]]",4,49.6788,[],0,[]
[],0,"[[110 100], [97 95], [84 85], [69 78], [58 73]]",5,58.9656,[],0,[]
"[(0.2, 1)]",0,"[[68 80], [88 91], [103  96], [125 102]]",4,61.4403,[[4]],0,"[box: corners: [(103.24436167989026, 79.12419854808417), (98.92684745411248, 76.6064465254092), (95.19253458014498, 83.01015459977708), (99.51004880592276, 85.52790662245206)]
borders: [[(103.24436167989026, 79.12419854808417), (98.92684745411248, 76.6064465254092)], [(103.24436167989026, 79.12419854808417), (99.51004880592276, 85.52790662245206)], [(98.92684745411248, 76.6064465254092), (95.19253458014498, 83.01015459977708)], [(95.19253458014498, 83.01015459977708), (99.51004880592276, 85.52790662245206)]]]"
"[(0.2222, 2), (0.2222, 2)]",0,"[[113  99], [124  75], [97 62], [76 68], [58 73]]",5,96.8893,"[[5, 6], [4, 1]]",0,"[ws3: corners: [(149.08502679484423, 49.27037515233761), (127.34760111628162, 38.748644074755006), (120.02813601883287, 53.87033150332029), (141.76556169739547, 64.39206258090289)]
borders: [[(149.08502679484423, 49.27037515233761), (127.34760111628162, 38.748644074755006)], [(149.08502679484423, 49.27037515233761), (141.76556169739547, 64.39206258090289)], [(127.34760111628162, 38.748644074755006), (120.02813601883287, 53.87033150332029)], [(120.02813601883287, 53.87033150332029), (141.76556169739547, 64.39206258090289)]], ws4: corners: [(125.8354323734251, 38.01669756501013), (104.0980066948625, 27.494966487427533), (96.77854159741375, 42.61665391599281), (118.51596727597635, 53.138384993575414)]
borders: [[(125.8354323734251, 38.01669756501013), (104.0980066948625, 27.494966487427533)], [(125.8354323734251, 38.01669756501013), (118.51596727597635, 53.138384993575414)], [(104.0980066948625, 27.494966487427533), (96.77854159741375, 42.61665391599281)], [(96.77854159741375, 42.61665391599281), (118.51596727597635, 53.138384993575414)]]]"
[],0,"[[71 53], [61 64], [58 73]]",3,24.3529,[],0,[]
"[(0.6667, 3), (0.1111, 2)]",0,"[[60 83], [81 89], [98 96], [107  99], [125 102]]",5,67.9602,"[[4, 0, 7], [7, 4]]",0,"[klapp: corners: [(100.2886843680889, 118.51265698710588), (104.08238517533837, 109.17380069854404), (97.2728024649287, 106.4075605265913), (93.47910165767924, 115.74641681515314)]
borders: [[(100.2886843680889, 118.51265698710588), (104.08238517533837, 109.17380069854404)], [(100.2886843680889, 118.51265698710588), (93.47910165767924, 115.74641681515314)], [(104.08238517533837, 109.17380069854404), (97.2728024649287, 106.4075605265913)], [(97.2728024649287, 106.4075605265913), (93.47910165767924, 115.74641681515314)]], box: corners: [(102.88168126250974, 78.64725319839391), (98.58702205107477, 76.09071142514918), (94.79517647983363, 82.46052109589095), (99.0898356912686, 85.01706286913569)]
borders: [[(102.88168126250974, 78.64725319839391), (98.58702205107477, 76.09071142514918)], [(102.88168126250974, 78.64725319839391), (99.0898356912686, 85.01706286913569)], [(98.58702205107477, 76.09071142514918), (94.79517647983363, 82.46052109589095)], [(94.79517647983363, 82.46052109589095), (99.0898356912686, 85.01706286913569)]]]"
"[(0.2222, 3)]",0,"[[60 83], [71 75], [89 63], [116  72], [123 101]]",5,93.5281,"[[6, 1, 5]]",0,"[box: corners: [(102.88168126250974, 78.64725319839391), (98.58702205107477, 76.09071142514918), (94.79517647983363, 82.46052109589095), (99.0898356912686, 85.01706286913569)]
borders: [[(102.88168126250974, 78.64725319839391), (98.58702205107477, 76.09071142514918)], [(102.88168126250974, 78.64725319839391), (99.0898356912686, 85.01706286913569)], [(98.58702205107477, 76.09071142514918), (94.79517647983363, 82.46052109589095)], [(94.79517647983363, 82.46052109589095), (99.0898356912686, 85.01706286913569)]]]"
"[(0.5556, 3)]",0,"[[62 81], [70 86], [95 94], [105  98], [125 102]]",5,66.8492,"[[2, 3, 6]]",0,"[box: corners: [(103.34974823760044, 78.9960440536898), (99.04863571542175, 76.45037419330772), (95.27291529225002, 82.82975537116099), (99.5740278144287, 85.37542523154303)]
borders: [[(103.34974823760044, 78.9960440536898), (99.04863571542175, 76.45037419330772)], [(103.34974823760044, 78.9960440536898), (99.5740278144287, 85.37542523154303)], [(99.04863571542175, 76.45037419330772), (95.27291529225002, 82.82975537116099)], [(95.27291529225002, 82.82975537116099), (99.5740278144287, 85.37542523154303)]]]"
[],0,"[[62 81], [93 59], [106  66], [115  70], [118  82], [123 101]]",6,94.643,[],0,[]
"[(0.6, 1), (0.6, 1)]",0,"[[119  86], [101  63], [88 65], [67 69], [58 73]]",5,73.5855,"[[7], [5]]",6,"[ws3: corners: [(149.08502679484423, 49.27037515233761), (127.34760111628162, 38.748644074755006), (120.02813601883287, 53.87033150332029), (141.76556169739547, 64.39206258090289)]
borders: [[(149.08502679484423, 49.27037515233761), (127.34760111628162, 38.748644074755006)], [(149.08502679484423, 49.27037515233761), (141.76556169739547, 64.39206258090289)], [(127.34760111628162, 38.748644074755006), (120.02813601883287, 53.87033150332029)], [(120.02813601883287, 53.87033150332029), (141.76556169739547, 64.39206258090289)]], ws6: corners: [(164.78681452023076, 82.50636785318696), (157.19003208135152, 59.58233250649599), (141.2428770575665, 64.86705072484679), (148.83965949644573, 87.79108607153773)]
borders: [[(164.78681452023076, 82.50636785318696), (157.19003208135152, 59.58233250649599)], [(164.78681452023076, 82.50636785318696), (148.83965949644573, 87.79108607153773)], [(157.19003208135152, 59.58233250649599), (141.2428770575665, 64.86705072484679)], [(141.2428770575665, 64.86705072484679), (148.83965949644573, 87.79108607153773)]]]"
"[(0.1111, 2)]",0,"[[67 90], [81 91], [100  97], [125 102]]",4,59.4556,"[[6, 5]]",0,"[klapp: corners: [(101.62069509829217, 118.19697718334433), (105.22755281360688, 108.78438032336793), (98.36420093654074, 106.15437990595098), (94.75734322122605, 115.56697676592736)]
borders: [[(101.62069509829217, 118.19697718334433), (105.22755281360688, 108.78438032336793)], [(101.62069509829217, 118.19697718334433), (94.75734322122605, 115.56697676592736)], [(105.22755281360688, 108.78438032336793), (98.36420093654074, 106.15437990595098)], [(98.36420093654074, 106.15437990595098), (94.75734322122605, 115.56697676592736)]]]"
"[(0.2, 1)]",0,"[[114 100], [118  72], [106  65], [96 62], [75 71], [58 73]]",6,92.5816,[[4]],0,"[box: corners: [(103.40714906221889, 78.3981306172813), (99.06568654778606, 75.92190213878605), (95.39296111539605, 82.36113015389023), (99.73442362982888, 84.83735863238547)]
borders: [[(103.40714906221889, 78.3981306172813), (99.06568654778606, 75.92190213878605)], [(103.40714906221889, 78.3981306172813), (99.73442362982888, 84.83735863238547)], [(99.06568654778606, 75.92190213878605), (95.39296111539605, 82.36113015389023)], [(95.39296111539605, 82.36113015389023), (99.73442362982888, 84.83735863238547)]]]"
"[(0.1111, 3), (0.1111, 3)]",0,"[[61 82], [80 91], [94 95], [125 102]]",4,67.3645,"[[5, 4, 3], [1, 5, 5]]",0,"[box: corners: [(102.15235560617818, 78.44631836730758), (97.8043444710263, 75.98160682027029), (94.14870087394998, 82.4305477056006), (98.49671200910186, 84.89525925263789)]
borders: [[(102.15235560617818, 78.44631836730758), (97.8043444710263, 75.98160682027029)], [(102.15235560617818, 78.44631836730758), (98.49671200910186, 84.89525925263789)], [(97.8043444710263, 75.98160682027029), (94.14870087394998, 82.4305477056006)], [(94.14870087394998, 82.4305477056006), (98.49671200910186, 84.89525925263789)]], klapp: corners: [(100.24665089535078, 118.42041359701616), (104.12926914541164, 109.11817353198937), (97.34638576466294, 106.28709772465334), (93.46376751460208, 115.58933778968013)]
borders: [[(100.24665089535078, 118.42041359701616), (104.12926914541164, 109.11817353198937)], [(100.24665089535078, 118.42041359701616), (93.46376751460208, 115.58933778968013)], [(104.12926914541164, 109.11817353198937), (97.34638576466294, 106.28709772465334)], [(97.34638576466294, 106.28709772465334), (93.46376751460208, 115.58933778968013)]]]"
"[(0.6, 1)]",0,"[[100  96], [82 86], [58 73]]",3,47.8859,[[7]],0,"[box: corners: [(102.15235560617818, 78.44631836730758), (97.8043444710263, 75.98160682027029), (94.14870087394998, 82.4305477056006), (98.49671200910186, 84.89525925263789)]
borders: [[(102.15235560617818, 78.44631836730758), (97.8043444710263, 75.98160682027029)], [(102.15235560617818, 78.44631836730758), (98.49671200910186, 84.89525925263789)], [(97.8043444710263, 75.98160682027029), (94.14870087394998, 82.4305477056006)], [(94.14870087394998, 82.4305477056006), (98.49671200910186, 84.89525925263789)]]]"
"[(1.0, 1)]",0,"[[89 85], [79 78], [70 76], [58 73]]",4,33.7954,[[2]],0,"[box: corners: [(102.15235560617818, 78.44631836730758), (97.8043444710263, 75.98160682027029), (94.14870087394998, 82.4305477056006), (98.49671200910186, 84.89525925263789)]
borders: [[(102.15235560617818, 78.44631836730758), (97.8043444710263, 75.98160682027029)], [(102.15235560617818, 78.44631836730758), (98.49671200910186, 84.89525925263789)], [(97.8043444710263, 75.98160682027029), (94.14870087394998, 82.4305477056006)], [(94.14870087394998, 82.4305477056006), (98.49671200910186, 84.89525925263789)]]]"
"[(1.0, 1)]",0,"[[90 85], [67 79], [58 73]]",3,34.5864,[[1]],0,"[box: corners: [(102.15235560617818, 78.44631836730758), (97.8043444710263, 75.98160682027029), (94.14870087394998, 82.4305477056006), (98.49671200910186, 84.89525925263789)]
borders: [[(102.15235560617818, 78.44631836730758), (97.8043444710263, 75.98160682027029)], [(102.15235560617818, 78.44631836730758), (98.49671200910186, 84.89525925263789)], [(97.8043444710263, 75.98160682027029), (94.14870087394998, 82.4305477056006)], [(94.14870087394998, 82.4305477056006), (98.49671200910186, 84.89525925263789)]]]"
"[(1.0, 1)]",0,"[[90 85], [70 80], [58 73]]",3,34.508,[[0]],0,"[box: corners: [(102.15235560617818, 78.44631836730758), (97.8043444710263, 75.98160682027029), (94.14870087394998, 82.4305477056006), (98.49671200910186, 84.89525925263789)]
borders: [[(102.15235560617818, 78.44631836730758), (97.8043444710263, 75.98160682027029)], [(102.15235560617818, 78.44631836730758), (98.49671200910186, 84.89525925263789)], [(97.8043444710263, 75.98160682027029), (94.14870087394998, 82.4305477056006)], [(94.14870087394998, 82.4305477056006), (98.49671200910186, 84.89525925263789)]]]"
