rl_prob,brute_prob,traj,len_traj,len_traj_list_in_m,rl_actions_to_crash_lists,wall_discards
"[(0.3333, 6), (0.3333, 3)]",0.3333,"[[ 65 149], [ 67 148], [ 86 137], [104 129], [115 106], [120  92], [123  87], [126  70], [121  67]]","[[ 65 149], [ 67 148], [ 86 137], [104 129], [115 106], [120  92], [123  87], [126  70], [121  67]]",113.174,"[[5, 5, 4, 5, 4, 2], [7, 5, 4]]",710
[],0.0,"[[ 69 139], [ 77 156]]","[[ 69 139], [ 77 156]]",18.7883,[],710
"[(0.2, 1)]",0.2,"[[81 56], [104  57]]","[[81 56], [104  57]]",23.0217,[[4]],710
"[(0.4286, 2)]",0.4286,"[[128 102], [115 117], [ 96 120], [ 69 126], [ 43 122], [ 27 120]]","[[128 102], [115 117], [ 96 120], [ 69 126], [ 43 122], [ 27 120]]",109.1739,"[[0, 0]]",710
[],0.0,"[[80 85], [76 89], [75 90], [ 68 102], [ 64 123], [ 58 138]]","[[80 85], [76 89], [75 90], [ 68 102], [ 64 123], [ 58 138]]",58.4966,[],710
[],0.0,"[[54 57], [52 65], [53 90], [ 52 117], [ 44 133]]","[[54 57], [52 65], [53 90], [ 52 117], [ 44 133]]",78.1733,[],710
"[(0.2222, 2)]",0.2222,"[[112  67], [105  61], [86 61]]","[[112  67], [105  61], [86 61]]",28.2195,"[[5, 3]]",710
"[(0.619, 1), (0.1429, 4)]",0.7576,"[[120  92], [123  87], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [81 41]]","[[120  92], [123  87], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [81 41]]",77.4515,"[[3], [6, 4, 4, 5]]",710
[],0.0,"[[ 75 131], [ 80 129], [ 89 123], [ 96 120], [ 99 118]]","[[ 75 131], [ 80 129], [ 89 123], [ 96 120], [ 99 118]]",27.4231,[],710
"[(0.3529, 2), (0.1176, 4)]",0.3529,"[[55 62], [61 60], [86 59], [112  67], [129  79]]","[[55 62], [61 60], [86 59], [112  67], [129  79]]",79.3561,"[[1, 6], [2, 3, 5, 2]]",710
[],0.0,"[[ 94 113], [ 93 117], [ 88 130]]","[[ 94 113], [ 93 117], [ 88 130]]",18.0515,[],710
"[(0.1905, 11)]",0.9592,"[[162  43], [135  30], [115  19], [92 23], [90 45], [93 50], [102  55], [104  57], [121  67], [126  70], [123  87], [120  92], [115 117]]","[[162  43], [135  30], [115  19], [92 23], [90 45], [93 50], [102  55], [104  57], [121  67], [126  70], [123  87], [120  92], [115 117]]",191.3258,"[[3, 3, 0, 6, 3, 5, 4, 1, 6, 2, 5]]",710
"[(0.7143, 3), (0.4762, 1)]",0.7143,"[[123  87], [126  70], [121  67], [104  57], [102  55], [90 49]]","[[123  87], [126  70], [121  67], [104  57], [102  55], [90 49]]",59.0615,"[[5, 1, 5], [8]]",710
[],0.0,"[[ 31 107], [ 52 117], [ 64 123], [ 83 126], [ 98 122]]","[[ 31 107], [ 52 117], [ 64 123], [ 83 126], [ 98 122]]",71.4354,[],710
[],0.0,"[[38 95], [ 38 106], [ 52 117], [ 56 122], [ 58 124], [ 69 139], [ 78 151]]","[[38 95], [ 38 106], [ 52 117], [ 56 122], [ 58 124], [ 69 139], [ 78 151]]",71.6371,[],710
[],0.0,"[[ 55 127], [ 56 122], [54 97], [50 82], [55 62]]","[[ 55 127], [ 56 122], [54 97], [50 82], [55 62]]",66.3186,[],710
"[(0.0952, 6), (0.0476, 5)]",0.08,"[[ 41 156], [ 48 153], [ 59 143], [ 75 135], [ 88 130], [102 125], [128 105]]","[[ 41 156], [ 48 153], [ 59 143], [ 75 135], [ 88 130], [102 125], [128 105]]",101.9673,"[[6, 2, 8, 1, 0, 0], [1, 6, 0, 4, 3]]",710
[],0.0,"[[164  44], [160  45]]","[[164  44], [160  45]]",4.1231,[],710
"[(0.4444, 1), (0.4444, 1), (0.1111, 2)]",0.4444,"[[121  27], [149  42], [162  51]]","[[121  27], [149  42], [162  51]]",47.5761,"[[6], [1], [5, 0]]",710
"[(0.4762, 1)]",0.4762,"[[113  64], [86 59], [70 71], [64 89], [ 68 102], [ 69 126]]","[[113  64], [86 59], [70 71], [64 89], [ 68 102], [ 69 126]]",104.055,[[3]],710
"[(0.8095, 7), (0.7143, 2)]",0.8049,"[[131  80], [123  87], [120  92], [115 106], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [113 170], [141 163]]","[[131  80], [123  87], [120  92], [115 106], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [113 170], [141 163]]",162.4952,"[[3, 5, 5, 4, 2, 1, 2], [7, 5]]",710
[],0.0,"[[ 42 120], [ 39 122], [ 27 128]]","[[ 42 120], [ 39 122], [ 27 128]]",17.022,[],710
"[(0.4706, 1)]",0.4706,"[[60 87], [ 77 106], [ 89 113], [ 96 120], [102 125]]","[[60 87], [ 77 106], [ 89 113], [ 96 120], [102 125]]",57.0973,[[4]],710
"[(0.7143, 2), (0.2381, 3)]",0.7143,"[[65 82], [70 71], [86 59], [113  64], [121  67], [126  70]]","[[65 82], [70 71], [86 59], [113  64], [121  67], [126  70]]",73.9171,"[[5, 5], [3, 4, 4]]",710
[],0.0,"[[50 74], [54 97], [ 56 122], [ 58 138]]","[[50 74], [54 97], [ 56 122], [ 58 138]]",64.5496,[],710
[],0.0,"[[ 69 139], [ 66 130], [ 64 106], [62 87], [57 71]]","[[ 69 139], [ 66 130], [ 64 106], [62 87], [57 71]]",69.438,[],710
"[(0.2857, 6), (0.2857, 4)]",0.4242,"[[ 65 159], [ 64 153], [ 69 126], [ 68 102], [74 78], [81 56], [92 23], [115  19], [121  27]]","[[ 65 159], [ 64 153], [ 69 126], [ 68 102], [74 78], [81 56], [92 23], [115  19], [121  27]]",173.5184,"[[4, 4, 4, 3, 2, 0], [3, 2, 2, 6]]",710
"[(0.1905, 7)]",0.1379,"[[ 41 156], [ 46 147], [ 55 134], [ 58 124], [ 64 106], [ 68 102], [74 78], [76 56]]","[[ 41 156], [ 46 147], [ 55 134], [ 58 124], [ 64 106], [ 68 102], [74 78], [76 56]]",108.0072,"[[4, 7, 8, 7, 7, 1, 2]]",710
"[(0.2941, 3)]",0.2941,"[[ 76 138], [ 84 135], [104 129], [115 106], [113  99]]","[[ 76 138], [ 84 135], [104 129], [115 106], [113  99]]",62.1998,"[[6, 6, 3]]",710
"[(0.4762, 1)]",0.4762,"[[115  19], [92 23], [85 35], [76 56], [68 68], [60 87]]","[[115  19], [92 23], [85 35], [76 56], [68 68], [60 87]]",95.1227,[[4]],710
[],0.0,"[[47 79], [51 94], [53 96], [54 97], [ 56 122], [ 58 124], [ 69 139], [ 77 156], [ 79 161]]","[[47 79], [51 94], [53 96], [54 97], [ 56 122], [ 58 124], [ 69 139], [ 77 156], [ 79 161]]",90.4496,[],710
[],0.0,"[[74 78], [64 89], [54 97], [ 40 120], [ 29 131]]","[[74 78], [64 89], [54 97], [ 40 120], [ 29 131]]",70.1545,[],710
"[(0.7143, 3), (0.4286, 2)]",0.7931,"[[113  99], [115 106], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [113 170]]","[[113  99], [115 106], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [113 170]]",109.5864,"[[8, 7, 4], [5, 1]]",710
[],0.0,"[[ 51 162], [ 46 147], [ 42 138], [ 29 122]]","[[ 51 162], [ 46 147], [ 42 138], [ 29 122]]",46.2758,[],710
"[(0.4762, 2)]",0.4828,"[[92 23], [81 56], [74 78], [71 89], [ 64 106], [ 58 124], [ 55 134], [ 48 150]]","[[92 23], [81 56], [74 78], [71 89], [ 64 106], [ 58 124], [ 55 134], [ 48 150]]",134.5366,"[[0, 8]]",710
"[(0.2381, 4)]",0.4865,"[[79 11], [76 41], [71 64], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 90 170], [111 174], [136 172]]","[[79 11], [76 41], [71 64], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 90 170], [111 174], [136 172]]",208.6607,"[[7, 5, 4, 1]]",710
"[(0.4762, 6), (0.4762, 3), (0.4762, 1)]",0.52,"[[ 94 113], [ 77 106], [68 92], [74 78], [76 56], [85 35], [105  15]]","[[ 94 113], [ 77 106], [68 92], [74 78], [76 56], [85 35], [105  15]]",123.482,"[[4, 1, 2, 1, 5, 6], [3, 1, 6], [5]]",710
"[(0.0476, 6)]",0.1515,"[[131  80], [129  79], [112  67], [104  57], [102  55], [93 50], [90 45], [87 30], [93  8]]","[[131  80], [129  79], [112  67], [104  57], [102  55], [93 50], [90 45], [87 30], [93  8]]",92.9065,"[[3, 6, 6, 3, 5, 3]]",710
[],0.0,"[[ 80 129], [ 84 135], [ 86 137], [ 91 141]]","[[ 80 129], [ 84 135], [ 86 137], [ 91 141]]",16.4427,[],710
[],0.0,"[[ 75 131], [ 66 130], [ 44 133], [ 29 131]]","[[ 75 131], [ 66 130], [ 44 133], [ 29 131]]",46.3917,[],710
"[(1.0, 5), (1.0, 4), (0.3333, 2), (0.2381, 3)]",1.0,"[[75 48], [83 51], [104  57], [121  67], [126  99], [129 112]]","[[75 48], [83 51], [104  57], [121  67], [126  99], [129 112]]",95.8373,"[[7, 5, 6, 3, 3], [7, 7, 6, 7], [2, 4], [1, 8, 4]]",710
"[(0.1905, 7)]",0.1818,"[[ 38 159], [ 46 147], [ 55 134], [ 58 124], [ 64 106], [68 92], [70 71], [86 59], [94 56]]","[[ 38 159], [ 46 147], [ 55 134], [ 58 124], [ 64 106], [68 92], [70 71], [86 59], [94 56]]",123.8468,"[[3, 3, 6, 1, 0, 6, 5]]",710
[],0.0,"[[ 35 130], [ 44 133], [ 69 139], [ 84 145]]","[[ 35 130], [ 44 133], [ 69 139], [ 84 145]]",51.3522,[],710
"[(0.381, 6), (0.3333, 3)]",0.32,"[[ 14 137], [ 44 133], [ 69 126], [ 96 120], [115 117], [124 104], [136  81]]","[[ 14 137], [ 44 133], [ 69 126], [ 96 120], [115 117], [124 104], [136  81]]",144.8747,"[[6, 5, 5, 6, 5, 5], [4, 2, 4]]",710
"[(0.4615, 2), (0.4615, 1)]",0.4615,"[[129  79], [120  92], [115 117], [ 98 122]]","[[129  79], [120  92], [115 117], [ 98 122]]",59.0265,"[[4, 0], [5]]",710
"[(0.7647, 2), (0.4118, 1)]",0.7647,"[[99 77], [110  72], [86 59], [81 56], [60 50]]","[[99 77], [110  72], [86 59], [81 56], [60 50]]",67.049,"[[8, 8], [0]]",710
[],0.0,"[[86 48], [76 56], [62 68], [57 71], [50 74]]","[[86 48], [76 56], [62 68], [57 71], [50 74]]",44.6921,[],710
"[(0.1111, 2)]",0.1111,"[[86  8], [87 17], [86 48]]","[[86  8], [87 17], [86 48]]",40.0715,"[[4, 4]]",710
[],0.0,"[[62 63], [54 70], [50 74], [47 79], [41 86], [38 91]]","[[62 63], [54 70], [50 74], [47 79], [41 86], [38 91]]",37.1684,[],710
"[(0.5714, 1), (0.4762, 1), (0.2381, 5)]",0.7297,"[[121  29], [139  36], [149  42], [162  51], [173  74], [170  91], [165 112], [157 129], [141 162], [129 166]]","[[121  29], [139  36], [149  42], [162  51], [173  74], [170  91], [165 112], [157 129], [141 162], [129 166]]",179.243,"[[1], [5], [1, 4, 4, 3, 5]]",710
"[(0.2381, 6)]",0.2414,"[[53 96], [54 97], [ 68 102], [ 77 106], [ 89 113], [ 99 118], [115 117], [128 102]]","[[53 96], [54 97], [ 68 102], [ 77 106], [ 89 113], [ 99 118], [115 117], [128 102]]",87.0826,"[[3, 6, 4, 2, 4, 4]]",710
"[(0.381, 3)]",0.4,"[[103  53], [94 56], [86 59], [70 71], [62 87], [54 97], [ 42 120]]","[[103  53], [94 56], [86 59], [70 71], [62 87], [54 97], [ 42 120]]",94.6679,"[[1, 4, 6]]",710
[],0.0,"[[50 74], [57 71], [62 68], [71 64], [83 51]]","[[50 74], [57 71], [62 68], [71 64], [83 51]]",40.9874,[],710
[],0.0,"[[74 78], [68 68], [62 63]]","[[74 78], [68 68], [62 63]]",19.4722,[],710
"[(0.619, 1), (0.4286, 5), (0.3333, 4)]",0.619,"[[131  80], [123  87], [120  92], [115 106], [104 129], [ 91 141]]","[[131  80], [123  87], [120  92], [115 106], [104 129], [ 91 141]]",74.5141,"[[5], [3, 7, 3, 4, 4], [4, 4, 6, 1]]",710
"[(0.2857, 7), (0.2857, 3)]",0.3902,"[[ 84 145], [ 80 136], [ 78 133], [ 74 113], [ 72 109], [75 90], [74 78], [81 56], [92 23], [115  19], [143  38]]","[[ 84 145], [ 80 136], [ 78 133], [ 74 113], [ 72 109], [75 90], [74 78], [81 56], [92 23], [115  19], [143  38]]",184.6545,"[[2, 3, 3, 2, 2, 5, 5], [4, 6, 6]]",710
[],0.0,"[[ 27 128], [ 40 137], [ 55 150], [ 66 156]]","[[ 27 128], [ 40 137], [ 55 150], [ 66 156]]",48.1908,[],710
"[(0.2, 1)]",0.2,"[[146 162], [117 166]]","[[146 162], [117 166]]",29.2746,[[0]],710
[],0.0,"[[ 95 125], [ 99 120]]","[[ 95 125], [ 99 120]]",6.4031,[],710
"[(0.4615, 1)]",0.4615,"[[123  87], [126  70], [121  67], [113  64]]","[[123  87], [126  70], [121  67], [113  64]]",31.6376,[[3]],710
"[(0.7647, 4)]",0.7647,"[[90 49], [102  55], [104  57], [121  67], [126  99]]","[[90 49], [102  55], [104  57], [121  67], [126  99]]",68.3562,"[[3, 5, 5, 2]]",710
"[(0.2381, 4)]",0.2381,"[[ 68 154], [ 76 145], [ 86 137], [104 129], [115 106], [123  95]]","[[ 68 154], [ 76 145], [ 86 137], [104 129], [115 106], [123  95]]",83.6421,"[[3, 4, 8, 4]]",710
"[(0.4, 1)]",0.4,"[[ 75 133], [ 91 141]]","[[ 75 133], [ 91 141]]",17.8885,[[1]],710
"[(0.2857, 3)]",0.3636,"[[86 13], [81 41], [76 56], [74 78], [71 89], [ 64 106], [ 58 124], [ 55 134], [ 55 150]]","[[86 13], [81 41], [76 56], [74 78], [71 89], [ 64 106], [ 58 124], [ 55 134], [ 55 150]]",141.5455,"[[1, 4, 8]]",710
"[(0.4706, 2)]",0.4706,"[[74 78], [71 89], [ 78 114], [ 75 135], [ 69 161]]","[[74 78], [71 89], [ 78 114], [ 75 135], [ 69 161]]",85.2598,"[[3, 3]]",710
"[(0.381, 7), (0.381, 2)]",0.5854,"[[87 30], [81 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176], [127 180]]","[[87 30], [81 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176], [127 180]]",183.6227,"[[0, 2, 4, 7, 7, 3, 3], [4, 3]]",710
"[(0.2857, 7)]",0.2424,"[[51 94], [53 96], [ 64 106], [ 69 126], [ 75 135], [ 82 148], [ 89 160], [ 93 173], [117 166]]","[[51 94], [53 96], [ 64 106], [ 69 126], [ 75 135], [ 82 148], [ 89 160], [ 93 173], [117 166]]",116.3854,"[[4, 5, 3, 3, 6, 7, 4]]",710
"[(0.1905, 5)]",0.24,"[[ 54 138], [ 58 124], [ 64 106], [68 92], [70 71], [86 59], [110  72]]","[[ 54 138], [ 58 124], [ 64 106], [68 92], [70 71], [86 59], [110  72]]",116.4838,"[[7, 3, 2, 0, 5]]",710
"[(0.3333, 2)]",0.3333,"[[165  63], [173  74], [170  91]]","[[165  63], [173  74], [170  91]]",30.8641,"[[1, 2]]",710
"[(0.381, 2)]",0.4,"[[86 61], [86 59], [70 71], [62 87], [54 97], [ 40 120], [ 29 131]]","[[86 61], [86 59], [70 71], [62 87], [54 97], [ 40 120], [ 29 131]]",95.177,"[[6, 8]]",710
[],0.0,"[[60 52], [54 70], [50 74], [47 79], [41 86], [ 38 106], [ 39 122], [ 35 130]]","[[60 52], [54 70], [50 74], [47 79], [41 86], [ 38 106], [ 39 122], [ 35 130]]",84.8803,[],710
"[(0.4762, 1)]",0.4848,"[[115  19], [92 23], [85 35], [76 56], [68 68], [62 87], [54 97], [ 42 120], [ 43 122]]","[[115  19], [92 23], [85 35], [76 56], [68 68], [62 87], [54 97], [ 42 120], [ 43 122]]",135.4166,[[3]],710
[],0.0,"[[ 81 114], [ 89 123]]","[[ 81 114], [ 89 123]]",12.0416,[],710
"[(0.4615, 2)]",0.4615,"[[62 68], [68 92], [ 77 106], [ 80 112]]","[[62 68], [68 92], [ 77 106], [ 80 112]]",48.0902,"[[2, 8]]",710
"[(0.4706, 1), (0.2941, 3)]",0.4706,"[[86 59], [70 71], [68 92], [ 77 106], [ 92 113]]","[[86 59], [70 71], [68 92], [ 77 106], [ 92 113]]",74.2913,"[[4], [4, 7, 4]]",710
"[(0.3529, 2)]",0.3529,"[[ 92 113], [ 90 110], [ 72 104], [53 90], [47 81]]","[[ 92 113], [ 90 110], [ 72 104], [53 90], [47 81]]",56.9967,"[[5, 1]]",710
[],0.0,"[[53 90], [54 97], [ 42 120], [ 39 122]]","[[53 90], [54 97], [ 42 120], [ 39 122]]",36.6189,[],710
"[(0.4286, 2)]",0.4595,"[[101  82], [105  61], [86 59], [70 71], [62 87], [54 97], [ 42 120], [ 39 122], [ 35 130], [ 34 131]]","[[101  82], [105  61], [86 59], [70 71], [62 87], [54 97], [ 42 120], [ 39 122], [ 35 130], [ 34 131]]",131.0836,"[[5, 3]]",710
"[(0.0, 2)]",0.0,"[[113  99], [115 117], [ 99 118], [ 80 112], [ 72 109], [ 64 106]]","[[113  99], [115 117], [ 99 118], [ 80 112], [ 72 109], [ 64 106]]",71.1549,"[[3, 5]]",710
"[(0.1765, 4)]",0.1765,"[[104 129], [102 125], [ 99 120], [ 92 113], [ 90 110]]","[[104 129], [102 125], [ 99 120], [ 92 113], [ 90 110]]",23.8081,"[[0, 0, 6, 5]]",710
"[(0.1905, 4)]",0.2759,"[[55 62], [57 71], [62 87], [64 89], [ 77 106], [ 89 113], [ 93 117], [ 99 120]]","[[55 62], [57 71], [62 87], [64 89], [ 77 106], [ 89 113], [ 93 117], [ 99 120]]",76.4695,"[[5, 4, 3, 3]]",710
[],0.0,"[[ 64 123], [ 64 125]]","[[ 64 123], [ 64 125]]",2.0,[],710
"[(0.2381, 4)]",0.3784,"[[70 33], [75 48], [71 64], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [125 176]]","[[70 33], [75 48], [71 64], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [125 176]]",177.0451,"[[4, 2, 3, 4]]",710
"[(0.381, 3)]",0.4138,"[[62 63], [62 68], [68 92], [ 77 106], [ 89 113], [ 96 120], [ 98 122], [106 132]]","[[62 63], [62 68], [68 92], [ 77 106], [ 89 113], [ 96 120], [ 98 122], [106 132]]",85.8086,"[[7, 3, 3]]",710
"[(0.5385, 2), (0.1538, 3)]",0.5385,"[[113  99], [115 106], [104 129], [ 91 141]]","[[113  99], [115 106], [104 129], [ 91 141]]",50.467,"[[2, 5], [8, 1, 8]]",710
[],0.0,"[[ 29 131], [ 35 130], [ 55 127], [ 58 124]]","[[ 29 131], [ 35 130], [ 55 127], [ 58 124]]",30.5492,[],710
[],0.0,"[[ 48 153], [ 55 150], [ 69 139]]","[[ 48 153], [ 55 150], [ 69 139]]",25.4203,[],710
"[(0.2381, 3)]",0.28,"[[ 93 117], [ 88 130], [ 86 137], [ 82 148], [ 89 160], [ 93 173], [119 164]]","[[ 93 117], [ 88 130], [ 86 137], [ 82 148], [ 89 160], [ 93 173], [119 164]]",87.9207,"[[0, 4, 4]]",710
[],0.0,"[[81 33], [87 17]]","[[81 33], [87 17]]",17.088,[],710
[],0.0,"[[ 74 113], [ 78 117], [ 84 135], [ 86 137]]","[[ 74 113], [ 78 117], [ 84 135], [ 86 137]]",27.4589,[],710
"[(0.2857, 3)]",0.2857,"[[131  80], [129  79], [112  67], [86 59], [76 56], [54 57]]","[[131  80], [129  79], [112  67], [86 59], [76 56], [54 57]]",82.7107,"[[3, 2, 4]]",710
"[(0.0769, 3)]",0.0769,"[[ 80 136], [ 78 133], [ 74 113], [68 92]]","[[ 80 136], [ 78 133], [ 74 113], [68 92]]",45.842,"[[5, 5, 5]]",710
"[(0.1905, 5), (0.1905, 4)]",0.4865,"[[ 61 158], [ 64 153], [ 69 126], [ 68 102], [74 78], [81 56], [92 23], [115  19], [135  30], [149  42]]","[[ 61 158], [ 64 153], [ 69 126], [ 68 102], [74 78], [81 56], [92 23], [115  19], [135  30], [149  42]]",204.5311,"[[4, 5, 3, 2, 6], [5, 1, 5, 5]]",710
[],0.0,"[[ 55 127], [ 64 123], [ 78 117]]","[[ 55 127], [ 64 123], [ 78 117]]",25.0804,[],710
[],0.0,"[[ 46 155], [ 54 138], [ 58 124], [ 64 106]]","[[ 46 155], [ 54 138], [ 58 124], [ 64 106]]",52.3222,[],710
"[(0.3077, 3)]",0.3077,"[[76 41], [71 64], [71 89], [ 76 111]]","[[76 41], [71 64], [71 89], [ 76 111]]",71.0982,"[[4, 2, 4]]",710
"[(0.9231, 1), (0.4615, 1)]",0.9231,"[[104  89], [99 77], [110  72], [86 59]]","[[104  89], [99 77], [110  72], [86 59]]",52.3777,"[[1], [3]]",710
"[(0.4762, 2), (0.2857, 4)]",0.7556,"[[160  97], [170  91], [173  74], [162  51], [149  42], [143  38], [115  19], [92 23], [85 35], [76 56], [68 68], [60 87]]","[[160  97], [170  91], [173  74], [162  51], [149  42], [143  38], [115  19], [92 23], [85 35], [76 56], [68 68], [60 87]]",206.4027,"[[6, 3], [5, 6, 4, 3]]",710
[],0.0,"[[83 51], [94 56]]","[[83 51], [94 56]]",12.083,[],710
[],0.0,"[[ 27 120], [ 39 122], [ 55 127], [ 66 130], [ 80 129], [102 125]]","[[ 27 120], [ 39 122], [ 55 127], [ 66 130], [ 80 129], [102 125]]",76.7267,[],710
"[(0.1111, 2)]",0.1111,"[[ 74 113], [ 93 117], [111 123]]","[[ 74 113], [ 93 117], [111 123]]",38.3902,"[[4, 4]]",710
"[(0.4706, 1)]",0.4706,"[[87 30], [90 45], [93 50], [102  55], [104  57]]","[[87 30], [90 45], [93 50], [102  55], [104  57]]",34.2521,[[4]],710
"[(0.3529, 3)]",0.3529,"[[65 55], [68 68], [71 89], [ 78 114], [ 75 135]]","[[65 55], [68 68], [71 89], [ 78 114], [ 75 135]]",81.7296,"[[2, 4, 3]]",710
[],0.0,"[[ 76 114], [ 76 138]]","[[ 76 114], [ 76 138]]",24.0,[],710
"[(0.1905, 7)]",0.2432,"[[ 34 131], [ 35 130], [ 39 122], [ 40 120], [54 97], [60 87], [70 71], [86 59], [94 56], [103  53]]","[[ 34 131], [ 35 130], [ 39 122], [ 40 120], [54 97], [60 87], [70 71], [86 59], [94 56], [103  53]]",108.0811,"[[7, 1, 5, 0, 3, 3, 6]]",710
"[(0.381, 2)]",0.381,"[[ 99 118], [ 92 113], [ 77 106], [68 92], [62 68], [60 52]]","[[ 99 118], [ 92 113], [ 77 106], [68 92], [62 68], [60 52]]",82.6617,"[[5, 5]]",710
[],0.0,"[[ 46 147], [ 55 134], [ 58 124], [ 64 106], [68 92], [70 71], [72 61]]","[[ 46 147], [ 55 134], [ 58 124], [ 64 106], [68 92], [70 71], [72 61]]",91.0786,[],710
"[(0.381, 3), (0.381, 2)]",0.381,"[[112  67], [129  79], [120  92], [115 117], [ 99 118], [ 89 113]]","[[112  67], [129  79], [120  92], [115 117], [ 99 118], [ 89 113]]",89.3267,"[[6, 4, 5], [2, 5]]",710
"[(0.2381, 3)]",0.2381,"[[136  81], [124 104], [115 117], [ 99 118], [ 80 112], [ 72 109]]","[[136  81], [124 104], [115 117], [ 99 118], [ 80 112], [ 72 109]]",86.2537,"[[7, 5, 2]]",710
"[(0.0, 2)]",0.0,"[[113  99], [115 117], [ 99 120], [ 89 123], [ 64 123]]","[[113  99], [115 117], [ 99 120], [ 89 123], [ 64 123]]",69.8299,"[[4, 0]]",710
[],0.0,"[[ 55 127], [ 75 133], [ 86 137]]","[[ 55 127], [ 75 133], [ 86 137]]",32.5853,[],710
[],0.0,"[[ 33 139], [ 35 130], [ 39 122], [ 40 120], [54 97], [53 90], [62 68], [65 59]]","[[ 33 139], [ 35 130], [ 39 122], [ 40 120], [54 97], [53 90], [62 68], [65 59]]",87.6533,[],710
[],0.0,"[[ 43 122], [ 27 120]]","[[ 43 122], [ 27 120]]",16.1245,[],710
"[(0.8095, 2), (0.4286, 1)]",0.84,"[[99 77], [110  72], [86 59], [71 64], [62 68], [57 71], [47 79]]","[[99 77], [110  72], [86 59], [71 64], [62 68], [57 71], [47 79]]",83.6752,"[[3, 3], [0]]",710
[],0.0,"[[ 69 139], [ 78 117]]","[[ 69 139], [ 78 117]]",23.7697,[],710
"[(0.3333, 2)]",0.3333,"[[ 93 117], [ 99 118], [115 117], [124 104], [126  99], [131  80]]","[[ 93 117], [ 99 118], [115 117], [124 104], [126  99], [131  80]]",62.9574,"[[5, 4]]",710
"[(0.1905, 5)]",0.24,"[[ 54 134], [ 58 124], [ 64 106], [ 68 102], [74 78], [81 56], [90 49]]","[[ 54 134], [ 58 124], [ 64 106], [ 68 102], [74 78], [81 56], [90 49]]",94.628,"[[6, 3, 5, 2, 1]]",710
[],0.04,"[[ 78 151], [ 69 139], [ 58 124], [ 56 122], [ 52 117], [ 38 106], [38 91]]","[[ 78 151], [ 69 139], [ 58 124], [ 56 122], [ 52 117], [ 38 106], [38 91]]",75.6371,[],710
[],0.0,"[[ 56 122], [ 58 124], [ 69 139], [ 77 156]]","[[ 56 122], [ 58 124], [ 69 139], [ 77 156]]",40.2178,[],710
[],0.0,"[[ 72 109], [ 80 112], [ 93 117], [111 123]]","[[ 72 109], [ 80 112], [ 93 117], [111 123]]",41.4461,[],710
"[(0.7143, 2), (0.2381, 3), (0.2381, 3)]",0.8537,"[[128 105], [126  99], [121  67], [104  57], [102  55], [93 50], [90 45], [92 23], [115  19], [135  30], [158  37]]","[[128 105], [126  99], [121  67], [104  57], [102  55], [93 50], [90 45], [92 23], [115  19], [135  30], [158  37]]",169.6939,"[[5, 3], [8, 0, 5], [3, 5, 0]]",710
"[(0.3333, 3)]",0.6939,"[[128 102], [115 117], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 100], [167  92]]","[[128 102], [115 117], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 100], [167  92]]",217.4834,"[[6, 3, 4]]",710
"[(0.4762, 4), (0.4762, 2)]",0.5854,"[[92 23], [81 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176], [135 171]]","[[92 23], [81 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176], [135 171]]",199.7842,"[[7, 5, 4, 4], [4, 3]]",710
[],0.0,"[[92 23], [85 35], [76 56], [68 68], [62 87], [54 97], [ 40 120]]","[[92 23], [85 35], [76 56], [68 68], [62 87], [54 97], [ 40 120]]",110.8189,[],710
"[(0.2, 1)]",0.2,"[[126  99], [136  94]]","[[126  99], [136  94]]",11.1803,[[0]],710
"[(0.3077, 3)]",0.3077,"[[ 76 138], [ 75 133], [ 72 109], [75 90]]","[[ 76 138], [ 75 133], [ 72 109], [75 90]]",48.5212,"[[2, 5, 1]]",710
"[(0.3333, 3), (0.3333, 2)]",0.3333,"[[76 41], [71 64], [71 89], [ 72 109], [ 75 131], [ 78 151]]","[[76 41], [71 64], [71 89], [ 72 109], [ 75 131], [ 78 151]]",110.9895,"[[5, 2, 4], [4, 4]]",710
[],0.0,"[[ 42 120], [ 64 123], [ 89 123]]","[[ 42 120], [ 64 123], [ 89 123]]",47.2036,[],710
