rl_prob,brute_prob,traj,len_traj,len_traj_list_in_m,rl_actions_to_crash_lists,wall_discards
[],0.0,"[[102 125], [ 95 125], [ 69 126], [ 43 122], [ 28 124]]","[[102 125], [ 95 125], [ 69 126], [ 43 122], [ 28 124]]",74.4579,[],710
"[(0.2857, 4)]",0.32,"[[ 72 109], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [119 164]]","[[ 72 109], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [119 164]]",95.3999,"[[4, 3, 6, 3]]",710
[],0.0,"[[ 35 130], [ 44 133], [ 69 126], [ 95 125]]","[[ 35 130], [ 44 133], [ 69 126], [ 95 125]]",61.4676,[],710
"[(0.4615, 1)]",0.4615,"[[71 89], [ 76 111], [ 78 117], [ 84 135]]","[[71 89], [ 76 111], [ 78 117], [ 84 135]]",47.8592,[[4]],710
"[(0.4286, 2), (0.1905, 4)]",0.5455,"[[93 50], [81 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 90 170], [111 174]]","[[93 50], [81 56], [74 78], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 90 170], [111 174]]",152.7989,"[[4, 2], [6, 2, 3, 4]]",710
"[(0.381, 3)]",0.4242,"[[103  53], [94 56], [86 59], [70 71], [62 87], [54 97], [ 52 117], [ 44 133], [ 38 159]]","[[103  53], [94 56], [86 59], [70 71], [62 87], [54 97], [ 52 117], [ 44 133], [ 38 159]]",133.3973,"[[0, 3, 4]]",710
"[(0.4118, 2)]",0.4118,"[[136  81], [112  67], [86 59], [70 71], [62 87]]","[[136  81], [112  67], [86 59], [70 71], [62 87]]",92.8764,"[[6, 4]]",710
[],0.0,"[[ 46 147], [ 44 133], [ 52 117], [54 97], [50 82]]","[[ 46 147], [ 44 133], [ 52 117], [54 97], [50 82]]",67.6546,[],710
"[(0.381, 3), (0.1429, 5)]",0.4138,"[[ 77 156], [ 75 133], [ 72 109], [75 90], [74 78], [76 56], [81 41], [86 23]]","[[ 77 156], [ 75 133], [ 72 109], [75 90], [74 78], [76 56], [81 41], [86 23]]",135.1342,"[[7, 2, 0], [7, 3, 5, 6, 5]]",710
"[(0.381, 2)]",0.381,"[[113 122], [104 129], [ 91 141], [ 82 148], [ 77 156], [ 73 160]]","[[113 122], [104 129], [ 91 141], [ 82 148], [ 77 156], [ 73 160]]",55.5861,"[[6, 4]]",710
[],0.0,"[[76 41], [81 41]]","[[76 41], [81 41]]",5.0,[],710
"[(0.7143, 2)]",0.76,"[[120  92], [115 106], [104 129], [ 86 137], [ 76 145], [ 65 149], [ 48 153]]","[[120  92], [115 106], [104 129], [ 86 137], [ 76 145], [ 65 149], [ 48 153]]",102.0341,"[[0, 1]]",710
"[(0.2857, 3)]",0.2857,"[[103  53], [94 56], [86 59], [71 64], [62 68], [50 82]]","[[103  53], [94 56], [86 59], [71 64], [62 68], [50 82]]",62.1302,"[[3, 4, 3]]",710
"[(0.3333, 1)]",0.3333,"[[86 61], [87 30], [93  8]]","[[86 61], [87 30], [93  8]]",53.8196,[[0]],710
"[(0.3333, 5), (0.3333, 3)]",0.6444,"[[ 78 117], [ 76 114], [ 72 104], [75 90], [74 78], [81 56], [92 23], [115  19], [135  30], [149  42], [162  51], [160  54]]","[[ 78 117], [ 76 114], [ 72 104], [75 90], [74 78], [81 56], [92 23], [115  19], [135  30], [149  42], [162  51], [160  54]]",182.6338,"[[1, 7, 4, 5, 3], [1, 8, 5]]",710
"[(0.9048, 1), (0.4286, 3)]",0.9048,"[[104  89], [128 102], [115 117], [ 98 122], [ 95 125], [ 78 133]]","[[104  89], [128 102], [115 117], [ 98 122], [ 95 125], [ 78 133]]",87.8951,"[[3], [3, 5, 5]]",710
[],0.0,"[[ 42 138], [ 54 134], [ 66 130], [ 78 117]]","[[ 42 138], [ 54 134], [ 66 130], [ 78 117]]",42.99,[],710
"[(0.381, 2), (0.0476, 5)]",0.4545,"[[77 80], [75 83], [ 72 104], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [125 176]]","[[77 80], [75 83], [ 72 104], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [125 176]]",129.5928,"[[5, 3], [4, 2, 3, 4, 4]]",710
"[(0.4286, 6), (0.4286, 1)]",0.8276,"[[111  21], [105  15], [85 35], [76 56], [70 71], [68 92], [ 77 106], [ 89 113]]","[[111  21], [105  15], [85 35], [76 56], [70 71], [68 92], [ 77 106], [ 89 113]]",127.4032,"[[2, 2, 3, 5, 4, 4], [4]]",710
[],0.0,"[[ 16 134], [ 39 122], [ 52 117]]","[[ 16 134], [ 39 122], [ 52 117]]",39.8706,[],710
[],0.0,"[[ 65 159], [ 68 154], [ 80 136]]","[[ 65 159], [ 68 154], [ 80 136]]",27.4643,[],710
[],0.0,"[[41 86], [47 81], [50 74], [54 70], [62 63], [75 48]]","[[41 86], [47 81], [50 74], [54 70], [62 63], [75 48]]",51.5625,[],710
"[(0.1905, 6)]",0.2703,"[[62 87], [64 89], [ 68 102], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162]]","[[62 87], [64 89], [ 68 102], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162]]",141.6974,"[[5, 6, 8, 3, 3, 3]]",710
[],0.0,"[[63 38], [60 50], [65 81], [ 68 102]]","[[63 38], [60 50], [65 81], [ 68 102]]",64.9832,[],710
"[(0.2857, 3), (0.2857, 3)]",0.32,"[[129 112], [122 115], [112 126], [ 91 141], [ 82 148], [ 72 154], [ 65 159]]","[[129 112], [122 115], [112 126], [ 91 141], [ 82 148], [ 72 154], [ 65 159]]",79.9548,"[[1, 4, 4], [4, 6, 3]]",710
[],0.0,"[[173  74], [178  84]]","[[173  74], [178  84]]",11.1803,[],710
"[(0.5385, 3), (0.0769, 3)]",0.5385,"[[ 72 154], [ 78 151], [ 91 141], [112 126]]","[[ 72 154], [ 78 151], [ 91 141], [112 126]]",48.9164,"[[4, 4, 5], [4, 6, 5]]",710
"[(0.2857, 3), (0.1429, 4)]",0.32,"[[86  8], [81 41], [76 56], [74 78], [ 68 102], [ 64 123], [ 58 138]]","[[86  8], [81 41], [76 56], [74 78], [ 68 102], [ 64 123], [ 58 138]]",133.5504,"[[4, 4, 3], [4, 1, 3, 4]]",710
"[(0.5294, 2)]",0.5294,"[[ 72 154], [ 78 151], [ 91 141], [104 129], [115 117]]","[[ 72 154], [ 78 151], [ 91 141], [104 129], [115 117]]",57.0801,"[[3, 6]]",710
[],0.0,"[[ 78 133], [ 76 138], [ 68 154], [ 66 156]]","[[ 78 133], [ 76 138], [ 68 154], [ 66 156]]",26.1021,[],710
[],0.0,"[[ 94 113], [ 92 113], [ 69 126], [ 54 138]]","[[ 94 113], [ 92 113], [ 69 126], [ 54 138]]",47.6291,[],710
"[(0.2857, 5), (0.2857, 3)]",0.32,"[[87 23], [81 41], [76 56], [74 78], [71 89], [ 78 114], [ 75 135]]","[[87 23], [81 41], [76 56], [74 78], [71 89], [ 78 114], [ 75 135]]",115.4522,"[[6, 2, 1, 3, 4], [6, 0, 4]]",710
"[(0.2381, 4), (0.0476, 5)]",0.4483,"[[ 30 105], [38 95], [56 78], [68 68], [86 59], [113  64], [121  67], [126  70]]","[[ 30 105], [38 95], [56 78], [68 68], [86 59], [113  64], [121  67], [126  70]]",115.1442,"[[3, 7, 4, 5], [2, 3, 4, 4, 4]]",710
"[(0.4762, 6), (0.4762, 1)]",0.48,"[[ 78 133], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [151 135]]","[[ 78 133], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [151 135]]",121.1338,"[[7, 2, 3, 3, 4, 4], [3]]",710
"[(0.4706, 2)]",0.4706,"[[ 80 112], [ 77 106], [68 92], [62 87], [54 70]]","[[ 80 112], [ 77 106], [68 92], [62 87], [54 70]]",49.9501,"[[3, 0]]",710
"[(0.1111, 2)]",0.1111,"[[ 94 113], [ 99 118], [115 117]]","[[ 94 113], [ 99 118], [115 117]]",23.1023,"[[5, 4]]",710
[],0.0,"[[ 88 130], [ 89 113]]","[[ 88 130], [ 89 113]]",17.0294,[],710
"[(0.2857, 4)]",0.3448,"[[ 98 122], [ 96 120], [ 89 113], [ 77 106], [68 92], [70 71], [72 61], [81 41]]","[[ 98 122], [ 96 120], [ 89 113], [ 77 106], [68 92], [70 71], [72 61], [81 41]]",96.4885,"[[1, 4, 6, 2]]",710
"[(0.4762, 1)]",0.4828,"[[86 59], [70 71], [62 87], [54 97], [ 42 120], [ 39 122], [ 35 130], [ 33 139]]","[[86 59], [70 71], [62 87], [54 97], [ 42 120], [ 39 122], [ 35 130], [ 33 139]]",98.4064,[[3]],710
[],0.0,"[[81 56], [70 71], [62 87], [54 97], [ 52 117], [ 44 133], [ 42 138]]","[[81 56], [70 71], [62 87], [54 97], [ 52 117], [ 44 133], [ 42 138]]",92.6693,[],710
[],0.0,"[[64 89], [54 97], [ 42 120], [ 40 137]]","[[64 89], [54 97], [ 42 120], [ 40 137]]",55.8657,[],710
[],0.0,"[[110  72], [102  55]]","[[110  72], [102  55]]",18.7883,[],710
[],0.0,"[[117 186], [113 170]]","[[117 186], [113 170]]",16.4924,[],710
[],0.0,"[[ 98 122], [ 83 126], [ 66 130], [ 54 134]]","[[ 98 122], [ 83 126], [ 66 130], [ 54 134]]",45.6375,[],710
"[(0.4, 1)]",0.4,"[[149  42], [162  51]]","[[149  42], [162  51]]",15.8114,[[6]],710
"[(0.3333, 6)]",0.5918,"[[136  81], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [92 23], [115  19], [135  30], [149  42], [162  51], [171  77]]","[[136  81], [126  70], [121  67], [104  57], [102  55], [93 50], [90 45], [92 23], [115  19], [135  30], [149  42], [162  51], [171  77]]",189.4006,"[[2, 6, 4, 7, 7, 1]]",710
"[(0.0952, 5)]",0.2069,"[[ 69 161], [ 66 156], [ 64 153], [ 69 126], [ 68 102], [74 78], [76 56], [85 35]]","[[ 69 161], [ 66 156], [ 64 153], [ 69 126], [ 68 102], [74 78], [76 56], [85 35]]",130.5931,"[[3, 5, 8, 5, 5]]",710
"[(0.4762, 2), (0.2857, 4), (0.0952, 5)]",0.4762,"[[ 89 123], [ 78 114], [71 89], [74 78], [81 56], [92 23]]","[[ 89 123], [ 78 114], [71 89], [74 78], [81 56], [92 23]]",109.4478,"[[7, 1], [1, 0, 1, 5], [2, 6, 7, 6, 5]]",710
[],0.0,"[[ 78 151], [ 69 126], [ 64 106], [62 87], [57 71]]","[[ 78 151], [ 69 126], [ 64 106], [62 87], [57 71]]",83.0542,[],710
"[(0.4444, 2)]",0.4444,"[[ 81 114], [ 72 104], [76 89]]","[[ 81 114], [ 72 104], [76 89]]",28.9778,"[[0, 8]]",710
"[(0.1905, 5)]",0.28,"[[ 18 137], [ 28 124], [ 38 106], [53 90], [70 71], [86 59], [113  64]]","[[ 18 137], [ 28 124], [ 38 106], [53 90], [70 71], [86 59], [113  64]]",131.8783,"[[3, 7, 2, 2, 0]]",710
[],0.0,"[[93 50], [90 49]]","[[93 50], [90 49]]",3.1623,[],710
"[(0.4615, 1)]",0.4615,"[[71 89], [ 78 114], [ 80 136], [ 79 161]]","[[71 89], [ 78 114], [ 80 136], [ 79 161]]",73.0722,[[3]],710
"[(0.2857, 4), (0.2381, 3)]",0.36,"[[ 64 125], [ 64 123], [ 68 102], [74 78], [76 56], [81 41], [78 12]]","[[ 64 125], [ 64 123], [ 68 102], [74 78], [76 56], [81 41], [78 12]]",115.1731,"[[4, 5, 6, 2], [1, 5, 5]]",710
"[(0.2857, 5), (0.2857, 3)]",0.5405,"[[ 80 129], [ 76 114], [ 72 104], [75 90], [74 78], [81 56], [92 23], [115  19], [135  30], [160  45]]","[[ 80 129], [ 76 114], [ 72 104], [75 90], [74 78], [81 56], [92 23], [115  19], [135  30], [160  45]]",185.8512,"[[3, 2, 4, 5, 4], [3, 3, 1]]",710
[],0.0,"[[70 33], [65 55], [62 68]]","[[70 33], [65 55], [62 68]]",35.9027,[],710
"[(0.1905, 4)]",0.4865,"[[136  81], [124 104], [115 117], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [101 176], [135 171]]","[[136  81], [124 104], [115 117], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [101 176], [135 171]]",157.5296,"[[5, 3, 2, 4]]",710
"[(0.2857, 4)]",0.32,"[[70 33], [65 55], [68 68], [68 92], [ 77 106], [ 89 113], [113 122]]","[[70 33], [65 55], [68 68], [68 92], [ 77 106], [ 89 113], [113 122]]",116.0705,"[[4, 1, 4, 2]]",710
[],0.0,"[[54 97], [53 90], [62 68], [65 59], [70 33]]","[[54 97], [53 90], [62 68], [65 59], [70 33]]",66.804,[],710
"[(0.4762, 2)]",0.6207,"[[111 123], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [113 170], [141 163]]","[[111 123], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [113 170], [141 163]]",114.8925,"[[8, 3]]",710
"[(0.2857, 3), (0.1429, 4)]",0.32,"[[81 33], [81 41], [76 56], [74 78], [ 68 102], [ 64 123], [ 64 125]]","[[81 33], [81 41], [76 56], [74 78], [ 68 102], [ 64 123], [ 64 125]]",94.0183,"[[4, 4, 4], [2, 3, 3, 4]]",710
"[(0.381, 4), (0.381, 2)]",0.4634,"[[86 61], [86 59], [70 71], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [113 170], [146 162]]","[[86 61], [86 59], [70 71], [71 89], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [113 170], [146 162]]",181.8083,"[[0, 1, 4, 4], [5, 3]]",710
"[(0.0476, 5)]",0.16,"[[106 132], [104 129], [102 125], [ 96 120], [ 89 113], [ 77 106], [60 87]]","[[106 132], [104 129], [102 125], [ 96 120], [ 89 113], [ 77 106], [60 87]]",65.175,"[[5, 3, 5, 7, 5]]",710
[],0.0,"[[ 83 126], [ 76 114], [ 72 104], [68 92], [65 81], [65 59]]","[[ 83 126], [ 76 114], [ 72 104], [68 92], [65 81], [65 59]]",70.7136,[],710
"[(0.4286, 2), (0.2857, 4), (0.0476, 5)]",0.44,"[[ 76 114], [ 72 104], [75 90], [74 78], [81 56], [87 30], [93 11]]","[[ 76 114], [ 72 104], [75 90], [74 78], [81 56], [87 30], [93 11]]",106.8247,"[[6, 5], [4, 7, 1, 5], [1, 1, 4, 0, 5]]",710
[],0.0,"[[ 21 137], [ 16 132]]","[[ 21 137], [ 16 132]]",7.0711,[],710
[],0.0,"[[ 82 148], [ 76 138], [ 69 126], [ 64 106], [53 96], [51 94]]","[[ 82 148], [ 76 138], [ 69 126], [ 64 106], [53 96], [51 94]]",63.8644,[],710
"[(0.4286, 1), (0.2381, 5)]",0.6486,"[[127  28], [139  36], [149  42], [162  51], [173  74], [170  91], [165 112], [157 129], [143 160], [136 172]]","[[127  28], [139  36], [149  42], [162  51], [173  74], [170  91], [165 112], [157 129], [143 160], [136 172]]",172.9357,"[[5], [7, 8, 7, 2, 6]]",710
[],0.2381,"[[ 75 135], [ 75 133], [ 74 113], [68 92], [65 81], [65 59]]","[[ 75 135], [ 75 133], [ 74 113], [68 92], [65 81], [65 59]]",77.2671,[],710
"[(0.3529, 2)]",0.3529,"[[77 80], [75 83], [ 72 104], [ 76 114], [ 75 135]]","[[77 80], [75 83], [ 72 104], [ 76 114], [ 75 135]]",56.6129,"[[4, 3]]",710
"[(0.0476, 6)]",0.1034,"[[136  94], [129  79], [112  67], [104  57], [102  55], [93 50], [90 45], [81 41]]","[[136  94], [129  79], [112  67], [104  57], [102  55], [93 50], [90 45], [81 41]]",78.9717,"[[3, 7, 1, 3, 5, 2]]",710
"[(0.381, 2)]",0.6222,"[[86  8], [87 17], [90 45], [93 50], [102  55], [104  57], [121  67], [126  70], [123  87], [120  92], [115 106], [113 122]]","[[86  8], [87 17], [90 45], [93 50], [102  55], [104  57], [121  67], [126  70], [123  87], [120  92], [115 106], [113 122]]",135.8089,"[[4, 3]]",710
"[(0.2857, 4)]",0.32,"[[ 98 122], [ 96 120], [ 89 113], [ 77 106], [68 92], [62 87], [50 74]]","[[ 98 122], [ 96 120], [ 89 113], [ 77 106], [68 92], [62 87], [50 74]]",68.7657,"[[1, 4, 1, 1]]",710
"[(0.4615, 1)]",0.4615,"[[75 83], [ 72 104], [ 76 114], [ 83 126]]","[[75 83], [ 72 104], [ 76 114], [ 83 126]]",45.876,[[4]],710
"[(0.381, 2)]",0.381,"[[124 104], [115 117], [ 98 122], [ 95 125], [ 75 131], [ 55 135]]","[[124 104], [115 117], [ 98 122], [ 95 125], [ 75 131], [ 55 135]]",79.0508,"[[0, 5]]",710
"[(0.4762, 1)]",0.48,"[[115 121], [ 94 113], [ 77 106], [ 68 102], [54 97], [53 96], [38 91]]","[[115 121], [ 94 113], [ 77 106], [ 68 102], [54 97], [53 96], [38 91]]",82.7975,[[6]],710
[],0.0,"[[ 65 159], [ 59 143], [ 52 117]]","[[ 65 159], [ 59 143], [ 52 117]]",44.0138,[],710
[],0.0,"[[52 65], [54 70], [62 87], [64 89], [ 68 102]]","[[52 65], [54 70], [62 87], [64 89], [ 68 102]]",40.6034,[],710
"[(0.1905, 7)]",0.2703,"[[56 75], [62 87], [64 89], [ 68 102], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176]]","[[56 75], [62 87], [64 89], [ 68 102], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [101 176]]",114.3344,"[[2, 8, 3, 3, 5, 8, 1]]",710
"[(0.0476, 5)]",0.2069,"[[ 55 135], [ 75 131], [ 80 129], [ 89 123], [ 96 120], [115 117], [124 104], [136  81]]","[[ 55 135], [ 75 131], [ 80 129], [ 89 123], [ 96 120], [115 117], [124 104], [136  81]]",105.2027,"[[4, 5, 1, 4, 4]]",710
[],0.0,"[[ 78 133], [ 74 113], [ 72 109]]","[[ 78 133], [ 74 113], [ 72 109]]",24.8682,[],710
"[(0.4762, 1)]",0.6061,"[[87 17], [90 45], [93 50], [102  55], [104  57], [121  67], [126  70], [123  87], [115 121]]","[[87 17], [90 45], [93 50], [102  55], [104  57], [121  67], [126  70], [123  87], [115 121]]",124.8605,[[4]],710
[],0.0,"[[ 74 113], [ 69 126], [ 69 139], [ 65 159]]","[[ 74 113], [ 69 126], [ 69 139], [ 65 159]]",47.3245,[],710
[],0.0,"[[ 65 149], [ 80 136]]","[[ 65 149], [ 80 136]]",19.8494,[],710
[],0.0,"[[ 42 138], [ 44 133], [ 52 117], [54 97], [57 71]]","[[ 42 138], [ 44 133], [ 52 117], [54 97], [57 71]]",69.546,[],710
"[(0.6667, 1), (0.5714, 4), (0.381, 3)]",0.7879,"[[129  79], [120  92], [115 106], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [127 170]]","[[129  79], [120  92], [115 106], [104 129], [ 91 141], [ 82 148], [ 89 160], [ 93 173], [127 170]]",146.8921,"[[0], [5, 4, 7, 4], [0, 0, 3]]",710
"[(0.4615, 3)]",0.4615,"[[115 121], [ 94 113], [ 72 104], [75 90]]","[[115 121], [ 94 113], [ 72 104], [75 90]]",60.5598,"[[3, 1, 0]]",710
[],0.0,"[[81 56], [81 41]]","[[81 56], [81 41]]",15.0,[],710
"[(0.4615, 1)]",0.4615,"[[122 115], [ 99 118], [ 80 112], [ 72 109]]","[[122 115], [ 99 118], [ 80 112], [ 72 109]]",51.6637,[[5]],710
"[(0.2857, 3), (0.1905, 5)]",0.2857,"[[ 90 110], [ 92 113], [ 99 118], [115 117], [120  92], [123  87]]","[[ 90 110], [ 92 113], [ 99 118], [115 117], [120  92], [123  87]]",59.5651,"[[3, 4, 3], [6, 4, 5, 2, 3]]",710
"[(0.4444, 1)]",0.4444,"[[104  57], [86 59], [70 71]]","[[104  57], [86 59], [70 71]]",38.1108,[[4]],710
[],0.0,"[[86 48], [60 52]]","[[86 48], [60 52]]",26.3059,[],710
[],0.0,"[[ 64 153], [ 67 148], [ 66 130], [ 64 106], [60 87], [56 78]]","[[ 64 153], [ 67 148], [ 66 130], [ 64 106], [60 87], [56 78]]",77.2072,[],710
[],0.0,"[[136  94], [128 105], [122 115]]","[[136  94], [128 105], [122 115]]",25.2634,[],710
"[(0.4286, 2), (0.2381, 5)]",0.6829,"[[127  28], [139  36], [149  42], [162  51], [173  74], [170  91], [165 112], [157 129], [141 162], [129 166], [111 174]]","[[127  28], [139  36], [149  42], [162  51], [173  74], [170  91], [165 112], [157 129], [141 162], [129 166], [111 174]]",194.0497,"[[6, 1], [6, 8, 7, 8, 6]]",710
"[(0.381, 6), (0.381, 2)]",0.4865,"[[62 63], [62 68], [68 92], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [104 177], [134 178]]","[[62 63], [62 68], [68 92], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [104 177], [134 178]]",156.7145,"[[3, 1, 6, 6, 4, 3], [3, 4]]",710
"[(0.7143, 2)]",0.7931,"[[120  92], [115 106], [104 129], [ 86 137], [ 76 145], [ 65 149], [ 46 155], [ 38 159]]","[[120  92], [115 106], [104 129], [ 86 137], [ 76 145], [ 65 149], [ 46 155], [ 38 159]]",113.439,"[[1, 1]]",710
"[(0.619, 2), (0.1429, 5)]",0.619,"[[ 93 173], [ 89 160], [ 82 148], [ 84 145], [102 125], [124 104]]","[[ 93 173], [ 89 160], [ 82 148], [ 84 145], [102 125], [124 104]]",88.4205,"[[8, 6], [8, 2, 2, 2, 4]]",710
"[(0.381, 3), (0.0476, 5)]",0.381,"[[103  53], [94 56], [86 59], [70 71], [71 89], [ 72 109]]","[[103  53], [94 56], [86 59], [70 71], [71 89], [ 72 109]]",76.0836,"[[5, 4, 7], [5, 3, 6, 4, 4]]",710
"[(0.4, 1)]",0.4,"[[173  74], [170  91]]","[[173  74], [170  91]]",17.2627,[[0]],710
"[(0.4706, 1)]",0.4706,"[[ 94 113], [ 77 106], [68 92], [65 81], [55 62]]","[[ 94 113], [ 77 106], [68 92], [65 81], [55 62]]",67.9008,[[5]],710
[],0.0,"[[ 80 112], [ 72 109], [54 97]]","[[ 80 112], [ 72 109], [54 97]]",30.1773,[],710
"[(0.4286, 2)]",0.4545,"[[123  95], [115 117], [ 99 118], [ 92 113], [ 77 106], [ 68 102], [54 97], [53 96], [38 91]]","[[123  95], [115 117], [ 99 118], [ 92 113], [ 77 106], [ 68 102], [54 97], [53 96], [38 91]]",106.5364,"[[7, 5]]",710
[],0.0,"[[ 43 122], [ 56 122], [ 64 123], [ 89 123], [113 122]]","[[ 43 122], [ 56 122], [ 64 123], [ 89 123], [113 122]]",70.0831,[],710
[],0.0,"[[ 58 124], [ 69 139]]","[[ 58 124], [ 69 139]]",18.6011,[],710
"[(0.4706, 2)]",0.4706,"[[80 85], [77 80], [72 61], [76 41], [86 13]]","[[80 85], [77 80], [72 61], [76 41], [86 13]]",75.6061,"[[3, 0]]",710
"[(0.5556, 2), (0.3333, 1)]",0.5556,"[[101  82], [105  61], [90 45]]","[[101  82], [105  61], [90 45]]",43.3093,"[[2, 5], [4]]",710
"[(0.3846, 2)]",0.3846,"[[ 79 161], [ 90 170], [111 174], [127 170]]","[[ 79 161], [ 90 170], [111 174], [127 170]]",52.0827,"[[6, 4]]",710
"[(0.3077, 2)]",0.3077,"[[ 78 114], [ 96 120], [115 117], [115 106]]","[[ 78 114], [ 96 120], [115 117], [115 106]]",49.2091,"[[8, 4]]",710
[],0.0,"[[ 82 148], [ 76 138], [ 66 130], [ 56 122], [ 52 117], [ 38 106]]","[[ 82 148], [ 76 138], [ 66 130], [ 56 122], [ 52 117], [ 38 106]]",61.482,[],710
[],0.0,"[[ 68 154], [ 65 149], [ 69 126], [ 74 113], [ 77 106]]","[[ 68 154], [ 65 149], [ 69 126], [ 74 113], [ 77 106]]",50.7203,[],710
[],0.0,"[[102 125], [111 123]]","[[102 125], [111 123]]",9.2195,[],710
"[(0.1905, 5)]",0.32,"[[ 38 141], [ 42 120], [54 97], [60 87], [70 71], [86 59], [117  60]]","[[ 38 141], [ 42 120], [54 97], [60 87], [70 71], [86 59], [117  60]]",128.8658,"[[4, 5, 3, 4, 0]]",710
[],0.0,"[[ 41 156], [ 44 133], [ 52 117], [51 94], [47 81]]","[[ 41 156], [ 44 133], [ 52 117], [51 94], [47 81]]",77.7066,[],710
"[(0.4762, 10), (0.0952, 5)]",0.7317,"[[179  70], [174  64], [162  51], [149  42], [143  38], [115  19], [92 23], [90 45], [93 50], [102  55], [117  60]]","[[179  70], [174  64], [162  51], [149  42], [143  38], [115  19], [92 23], [90 45], [93 50], [102  55], [117  60]]",159.7363,"[[3, 6, 6, 2, 7, 1, 6, 4, 4, 3], [6, 4, 5, 2, 3]]",710
[],0.0,"[[ 64 153], [ 59 143], [ 56 122], [54 97], [50 82]]","[[ 64 153], [ 59 143], [ 56 122], [54 97], [50 82]]",72.9976,[],710
"[(0.4118, 2), (0.4118, 1)]",0.4118,"[[123  87], [120  92], [115 117], [ 98 122], [ 83 126]]","[[123  87], [120  92], [115 117], [ 98 122], [ 83 126]]",64.5703,"[[3, 5], [5]]",710
"[(0.4762, 1)]",1.0,"[[87 30], [90 45], [93 50], [102  55], [104  57], [121  67], [126  99], [122 115]]","[[87 30], [90 45], [93 50], [102  55], [104  57], [121  67], [126  99], [122 115]]",102.8558,[[4]],710
[],0.0,"[[ 81 114], [ 76 111], [ 72 109], [ 64 106], [53 96], [38 91]]","[[ 81 114], [ 76 111], [ 72 109], [ 64 106], [53 96], [38 91]]",49.5245,[],710
"[(0.3529, 3)]",0.3529,"[[61 60], [62 68], [68 92], [ 77 106], [ 81 114]]","[[61 60], [62 68], [68 92], [ 77 106], [ 81 114]]",58.3885,"[[2, 2, 4]]",710
"[(0.4118, 2), (0.1176, 4)]",0.4118,"[[86 48], [81 56], [74 78], [71 89], [ 76 114]]","[[86 48], [81 56], [74 78], [71 89], [ 76 114]]",69.4176,"[[3, 3], [6, 0, 0, 4]]",710
"[(0.3333, 2)]",0.3333,"[[77 80], [74 78], [81 56]]","[[77 80], [74 78], [81 56]]",26.6923,"[[5, 2]]",710
[],0.0,"[[ 55 150], [ 58 138], [ 58 124], [ 64 106], [68 92], [70 71], [71 64], [76 41], [86  8]]","[[ 55 150], [ 58 138], [ 58 124], [ 64 106], [68 92], [70 71], [71 64], [76 41], [86  8]]",146.0884,[],710
"[(0.2941, 4)]",0.2941,"[[ 99 118], [ 92 113], [ 90 110], [ 72 104], [76 89]]","[[ 99 118], [ 92 113], [ 90 110], [ 72 104], [76 89]]",46.7057,"[[5, 3, 4, 1]]",710
[],0.0,"[[ 30 100], [ 39 122], [ 40 137]]","[[ 30 100], [ 39 122], [ 40 137]]",38.803,[],710
"[(0.2857, 5), (0.2857, 3)]",0.32,"[[ 78 133], [ 74 113], [ 72 109], [75 90], [74 78], [81 56], [83 51]]","[[ 78 133], [ 74 113], [ 72 109], [75 90], [74 78], [81 56], [83 51]]",84.6172,"[[6, 5, 4, 5, 6], [4, 1, 0]]",710
"[(0.2857, 4)]",0.5333,"[[ 72 109], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 100], [167  92]]","[[ 72 109], [ 74 113], [ 78 133], [ 82 148], [ 89 160], [ 93 173], [129 166], [141 162], [143 160], [157 133], [165 100], [167  92]]",192.654,"[[4, 1, 0, 4]]",710
[],0.0,"[[65 82], [68 92], [ 72 104], [ 76 114], [ 75 135], [ 69 161]]","[[65 82], [68 92], [ 72 104], [ 76 114], [ 75 135], [ 69 161]]",81.5669,[],710
