N_Epochs;N_games;memory_size;batch_size;gamma;lr;anneal_lr;epsilon;entropy_coef;value_loss_coef;relevant_segments;done_after_collision;model_arch
4;100;40;8;0.7;0.00075;True;-1;0.01;0.5;0;True;normal

step;episode;value;action[-10°];action[-5°];action[0°];action[5°];action[10°];reward;collision_status;length_ratio
2;73;-0.55;0.3;0.27;0.19;0.12;0.13;-0.01;0;0
3;73;-0.74;0.25;0.26;0.21;0.14;0.14;1;1;0
1;74;-0.57;0.14;0.29;0.3;0.13;0.15;0.0;0;0
2;74;-0.55;0.3;0.27;0.19;0.12;0.13;0.02;0;0
3;74;-0.26;0.35;0.27;0.21;0.08;0.09;1;1;0
1;75;-0.57;0.14;0.29;0.3;0.13;0.15;0.0;0;0
2;75;-0.56;0.26;0.2;0.2;0.14;0.19;0.0;0;0
3;75;-0.74;0.25;0.26;0.21;0.14;0.14;1;1;0
1;76;-0.57;0.14;0.29;0.3;0.13;0.15;-0.0;0;0
2;76;-0.78;0.3;0.3;0.19;0.1;0.1;0.0;0;0
3;76;-0.88;0.25;0.23;0.24;0.14;0.15;0.0;0;0
4;76;-0.84;0.23;0.2;0.23;0.17;0.17;-0.01;0;0
5;76;-0.84;0.12;0.13;0.19;0.29;0.27;-0.0;0;0
6;76;-0.91;0.15;0.14;0.37;0.16;0.19;-0.0;0;0
1;77;-0.57;0.14;0.29;0.3;0.13;0.15;0.0;0;0
2;77;-0.44;0.52;0.28;0.12;0.04;0.04;1;1;0
1;78;-0.57;0.14;0.29;0.3;0.13;0.15;0.0;0;0
2;78;-0.56;0.26;0.2;0.2;0.14;0.19;0.01;0;0
3;78;-0.88;0.25;0.23;0.24;0.14;0.15;0.01;0;0
4;78;-0.87;0.19;0.18;0.21;0.21;0.21;0.0;0;0
5;78;-0.84;0.12;0.13;0.19;0.29;0.27;0.0;0;0
6;78;-0.85;0.18;0.15;0.31;0.17;0.19;0.0;0;0
1;79;-0.57;0.14;0.29;0.3;0.13;0.15;0.0;0;0
2;79;-0.56;0.26;0.2;0.2;0.14;0.19;0.0;0;0
3;79;-0.74;0.25;0.26;0.21;0.14;0.14;1;1;0
1;80;-0.57;0.14;0.29;0.3;0.13;0.15;0.0;0;0
2;80;-0.56;0.26;0.2;0.2;0.14;0.19;0.0;0;0
3;80;-0.74;0.25;0.26;0.21;0.14;0.14;0.0;0;0
4;80;-0.87;0.19;0.18;0.21;0.21;0.21;0.0;0;0
5;80;-1.03;0.15;0.17;0.32;0.2;0.16;-0.0;0;0
6;80;-0.96;0.18;0.15;0.35;0.15;0.17;0.0;0;0
1;81;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;81;-0.38;0.26;0.2;0.08;0.23;0.23;0.0;0;0
3;81;-0.21;0.31;0.34;0.18;0.08;0.09;1;1;0
1;82;-0.33;0.14;0.34;0.14;0.15;0.23;-0.0;0;0
2;82;-0.19;0.21;0.38;0.21;0.09;0.11;0.0;0;0
3;82;-0.15;0.12;0.14;0.21;0.27;0.26;0.0;0;0
4;82;-0.39;0.2;0.21;0.23;0.19;0.17;0.0;0;0
5;82;-0.51;0.13;0.12;0.27;0.25;0.23;0.01;0;0
6;82;-0.23;0.07;0.08;0.42;0.18;0.24;0.0;0;0
1;83;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;83;-0.11;0.85;0.07;0.03;0.03;0.02;1;1;0
1;84;-0.33;0.14;0.34;0.14;0.15;0.23;-0.01;0;0
2;84;-0.23;0.22;0.32;0.16;0.14;0.17;0.01;0;0
3;84;0.25;0.37;0.31;0.2;0.06;0.07;1;1;0
1;85;-0.33;0.14;0.34;0.14;0.15;0.23;-0.01;0;0
2;85;-0.23;0.22;0.32;0.16;0.14;0.17;-0.01;0;0
3;85;-0.17;0.31;0.24;0.19;0.14;0.12;1;1;0
1;86;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;86;-0.38;0.26;0.2;0.08;0.23;0.23;0.0;0;0
3;86;-0.16;0.34;0.28;0.21;0.09;0.09;0.01;0;0
4;86;-0.38;0.21;0.15;0.25;0.21;0.18;0.01;0;0
5;86;-0.53;0.14;0.14;0.23;0.25;0.24;-0.0;0;0
6;86;-0.19;0.1;0.08;0.42;0.22;0.18;-0.0;0;0
1;87;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;87;-0.38;0.26;0.2;0.08;0.23;0.23;0.01;0;0
3;87;-0.15;0.12;0.14;0.21;0.27;0.26;1;1;0
1;88;-0.33;0.14;0.34;0.14;0.15;0.23;-0.01;0;0
2;88;-0.23;0.22;0.32;0.16;0.14;0.17;-0.01;0;0
3;88;-0.17;0.31;0.24;0.19;0.14;0.12;-0.02;0;0
4;88;-0.35;0.18;0.22;0.21;0.2;0.2;0.0;0;0
5;88;-0.4;0.12;0.12;0.22;0.27;0.26;0.01;0;0
6;88;-0.26;0.08;0.09;0.45;0.17;0.21;0.0;0;0
1;89;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;89;-0.49;0.42;0.19;0.08;0.16;0.15;0.02;0;0
3;89;0.25;0.37;0.31;0.2;0.06;0.07;1;1;0
1;90;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;90;-0.38;0.26;0.2;0.08;0.23;0.23;0.01;0;0
3;90;-0.15;0.12;0.14;0.21;0.27;0.26;0.0;0;0
4;90;-0.39;0.2;0.21;0.23;0.19;0.17;0.0;0;0
5;90;-0.57;0.13;0.17;0.17;0.27;0.25;0.01;0;0
6;90;-0.29;0.16;0.15;0.27;0.23;0.19;0.0;0;0
1;91;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;91;-0.49;0.42;0.19;0.08;0.16;0.15;-0.01;0;0
3;91;-0.21;0.31;0.34;0.18;0.08;0.09;0.0;0;0
4;91;-0.39;0.21;0.19;0.22;0.2;0.18;0.0;0;0
5;91;-0.53;0.14;0.14;0.23;0.25;0.24;-0.0;0;0
6;91;-0.19;0.1;0.08;0.42;0.22;0.18;-0.0;0;0
1;92;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;92;-0.49;0.42;0.19;0.08;0.16;0.15;0.0;0;0
3;92;-0.16;0.34;0.28;0.21;0.09;0.09;0.0;0;0
4;92;-0.39;0.21;0.19;0.22;0.2;0.18;0.0;0;0
5;92;-0.56;0.12;0.12;0.23;0.28;0.24;-0.01;0;0
6;92;-0.19;0.1;0.08;0.42;0.22;0.18;-0.0;0;0
1;93;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;93;-0.49;0.42;0.19;0.08;0.16;0.15;0.02;0;0
3;93;0.25;0.37;0.31;0.2;0.06;0.07;1;1;0
1;94;-0.33;0.14;0.34;0.14;0.15;0.23;-0.01;0;0
2;94;-0.23;0.22;0.32;0.16;0.14;0.17;-0.01;0;0
3;94;-0.17;0.31;0.24;0.19;0.14;0.12;1;1;0
1;95;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;95;-0.49;0.42;0.19;0.08;0.16;0.15;0.01;0;0
3;95;-0.15;0.12;0.14;0.21;0.27;0.26;-0.01;0;0
4;95;-0.39;0.11;0.12;0.15;0.33;0.3;-0.01;0;0
5;95;-0.56;0.12;0.12;0.23;0.28;0.24;-0.01;0;0
6;95;-0.19;0.1;0.08;0.42;0.22;0.18;-0.0;0;0
1;96;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;96;-0.38;0.26;0.2;0.08;0.23;0.23;0.02;0;0
3;96;-0.17;0.22;0.24;0.21;0.17;0.16;0.0;0;0
4;96;-0.39;0.2;0.21;0.23;0.19;0.17;0.0;0;0
5;96;-0.57;0.13;0.17;0.17;0.27;0.25;0.0;0;0
6;96;-0.23;0.07;0.08;0.42;0.18;0.24;0.0;0;0
1;97;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;97;-0.38;0.26;0.2;0.08;0.23;0.23;0.0;0;0
3;97;-0.21;0.31;0.34;0.18;0.08;0.09;1;1;0
1;98;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;98;-0.38;0.26;0.2;0.08;0.23;0.23;0.02;0;0
3;98;-0.17;0.22;0.24;0.21;0.17;0.16;0.01;0;0
4;98;-0.39;0.21;0.19;0.22;0.2;0.18;0.01;0;0
5;98;-0.51;0.13;0.12;0.27;0.25;0.23;0.01;0;0
6;98;-0.25;0.11;0.13;0.34;0.2;0.21;0.0;0;0
1;99;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;99;-0.11;0.85;0.07;0.03;0.03;0.02;1;1;0
1;100;-0.33;0.14;0.34;0.14;0.15;0.23;0.0;0;0
2;100;-0.38;0.26;0.2;0.08;0.23;0.23;0.02;0;0
3;100;-0.17;0.22;0.24;0.21;0.17;0.16;1;1;0
