Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_Brute_force_8_pix,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Risk,Prob_collision_robotino_object_detection_error
"[[116 121], [120 105], [106  86], [95 78], [79 63], [62 40], [83 15], [92 11], [97  7]]",116,121,97,7,9,153.1288,0.9697,1.1688,0.6466,0.6231,,,,42.3999,
"[[ 91 111], [ 73 111], [74 91], [85 85]]",91,111,85,85,4,50.5549,0.4615,0.5272,0.2777,0.0574,,,,35.7806,
"[[ 71 138], [ 54 135], [ 30 131]]",71,138,30,131,3,41.5937,0.0,0.0541,0.0495,0.1465,,,,30.9517,
"[[82 71], [64 85], [55 94], [ 46 101], [ 24 112]]",82,71,24,112,5,71.5299,0.4118,0.5048,0.2336,0.332,,,,35.5934,
"[[85 85], [74 91], [ 75 115], [ 93 128], [101 132], [103 134], [107 136]]",85,85,107,136,7,74.9992,0.48,0.5775,0.3671,0.2246,,,,36.5734,
"[[142 166], [142 142], [141 135], [140 133]]",142,166,140,133,4,33.3071,0.4615,0.5048,0.2593,0.1062,,,,35.6357,
"[[139 171], [142 166], [152 138], [155 127], [163 102], [174  80], [176  58], [174  48]]",139,171,174,48,8,130.0992,0.3103,0.4794,0.6302,0.374,,,,35.4717,
"[[ 83 144], [ 81 136], [ 68 123], [ 52 108]]",83,144,52,108,4,48.5627,0.0,0.0631,0.0122,0.0064,,,,31.1443,
"[[ 59 107], [74 91], [92 74], [117  69]]",59,107,117,69,4,72.1856,0.0,0.0938,0.0513,0.0377,,,,31.3428,
"[[ 53 123], [ 59 107], [64 96]]",53,123,64,96,3,29.1711,0.0,0.0379,0.0523,0.0242,,,,30.8473,
"[[153  51], [169  67], [177  81], [145  93], [127 110], [116 121], [106 129], [101 132], [ 99 135], [ 86 147]]",153,51,86,147,10,153.1777,0.8919,1.091,0.7385,0.027,,,,41.7556,
"[[125  97], [106  86], [83 83], [65 77], [44 80]]",125,97,44,80,5,85.3362,0.3529,0.4638,0.1433,0.1256,,,,35.1199,
"[[96 10], [118  23], [141  37], [146  40], [152  46], [158  56], [169  67], [177  81], [171 104], [164 122], [157 134], [142 157]]",96,10,142,157,12,194.5731,0.5111,0.764,0.7292,0.7056,,,,38.5597,
"[[ 37 151], [ 50 144], [ 60 138], [ 65 136], [ 84 131], [ 95 125], [107 118], [120 105], [145  93], [177  81]]",37,151,177,81,10,158.1728,0.2162,0.4218,0.3289,0.2829,,,,35.0338,
"[[ 71 138], [ 84 131], [ 95 125], [107 118], [120 105], [145  93], [177  81], [180  67]]",71,138,180,67,8,135.7967,0.3448,0.5213,0.3587,0.3337,,,,35.8649,
"[[121  34], [110  20], [99 23]]",121,34,99,23,3,29.2062,0.2222,0.2602,0.0299,0.054,,,,33.0718,
"[[ 34 149], [ 53 155], [ 65 158], [ 88 170], [115 161]]",34,149,115,161,5,86.6969,0.0,0.1127,0.015,0.0706,,,,31.5988,
"[[ 71 136], [ 65 115]]",71,136,65,115,2,21.8403,0.0,0.0284,0.0703,0.0267,,,,30.6516,
"[[60 56], [85 55], [91 56]]",60,56,91,56,3,31.1028,0.0,0.0404,0.0643,0.018,,,,30.8635,
"[[ 65 158], [ 68 151], [ 68 123]]",65,158,68,123,3,35.6158,0.0,0.0463,0.0794,0.0186,,,,30.9014,
"[[43 76], [48 73], [51 68], [79 63], [95 57]]",43,76,95,57,5,57.1928,0.0,0.0744,0.1857,0.0461,,,,31.3509,
"[[109  45], [95 57], [88 70], [76 83], [74 87], [ 68 112]]",109,45,68,112,6,81.0778,0.9524,1.0578,0.311,0.0205,,,,41.2191,
"[[168  54], [162  56]]",168,54,162,56,2,6.3246,0.0,0.0082,0.007,0.09,,,,30.5213,
"[[ 54 135], [ 59 107], [64 89], [61 81], [58 73], [62 40], [82 16], [94 20], [99 23], [127  26]]",54,135,127,26,10,175.3353,0.5135,0.7414,0.7409,0.5203,,,,38.154,
"[[43 76], [48 73], [64 64], [85 57], [104  52]]",43,76,104,52,5,65.9713,0.0,0.0858,0.2192,0.0547,,,,31.4246,
"[[99 70], [92 78], [85 85], [74 91], [ 75 115], [ 81 136], [ 93 159], [105 176]]",99,70,105,176,8,125.6717,0.3793,0.5427,0.499,0.2285,,,,36.1252,
"[[88 17], [83 15], [62 40], [55 52], [50 72]]",88,17,50,72,5,72.5428,0.8235,0.9178,0.6886,0.647,,,,39.7231,
"[[ 32 110], [ 46 101], [55 94], [64 85], [79 63]]",32,110,79,63,5,67.4,0.3529,0.4405,0.2044,0.0758,,,,34.9692,
"[[183  57], [167  53], [146  40], [141  37], [127  26], [99 23]]",183,57,99,23,6,92.9863,0.0952,0.2161,0.2116,0.0982,,,,32.7386,
"[[56 78], [57 77], [55 94], [ 52 103], [ 46 112], [ 40 125]]",56,78,40,125,6,53.1528,0.5714,0.6405,0.3385,0.2887,,,,37.1707,
"[[162  96], [158 110], [152 138], [145 162]]",162,96,145,162,4,68.1959,0.4615,0.5502,0.375,0.1432,,,,35.9289,
"[[103  63], [97 68], [92 74], [74 91], [ 75 115], [ 71 136]]",103,63,71,136,6,85.7777,0.2857,0.3972,0.3203,0.0757,,,,34.585,
"[[157  82], [155  83], [130  89], [106  86], [83 83], [65 77], [45 82]]",157,82,45,82,7,114.9168,0.96,1.1094,0.369,0.331,,,,41.7136,
"[[ 71 136], [ 65 115], [64 97], [61 81], [58 73], [62 40], [83 15], [92 11], [90  6]]",71,136,90,6,9,145.8161,0.4545,0.6441,0.7392,0.5543,,,,37.1813,
"[[147 161], [152 138], [158 110], [162  96], [155  83]]",147,161,155,83,5,81.4979,0.4118,0.5177,0.4672,0.0998,,,,35.6772,
"[[145  93], [130  89], [106  86], [83 83], [74 87], [67 94], [64 97]]",145,93,64,97,7,86.8968,0.32,0.433,0.1821,0.0492,,,,35.0718,
"[[ 34 149], [ 50 144], [ 71 138], [ 81 136], [109 132]]",34,149,109,132,5,77.0857,0.0,0.1002,0.0329,0.0655,,,,31.518,
"[[174  48], [176  58], [174  80], [163 102], [150 123]]",174,48,150,123,5,81.5837,0.4706,0.5767,0.6115,0.4996,,,,36.2665,
"[[102  61], [88 70], [65 77], [45 85]]",102,61,45,85,4,62.2256,0.0,0.0809,0.1029,0.1148,,,,31.2591,
"[[ 34 149], [ 50 144], [ 60 138], [ 65 136], [ 84 131], [ 95 125], [107 118], [120 105], [121  96]]",34,149,121,96,9,107.3196,0.1818,0.3213,0.2361,0.1607,,,,34.1281,
"[[104 139], [ 93 146], [ 71 155]]",104,139,71,155,3,36.8081,0.4444,0.4923,0.0914,0.0416,,,,35.3599,
"[[174  80], [162  94], [145  93], [135  63]]",174,80,135,63,4,67.0913,0.0,0.0872,0.3484,0.1622,,,,31.3,
"[[116 121], [121 121], [147 131], [150 123], [159 120]]",116,121,159,120,5,50.8876,0.5882,0.6544,0.3609,0.1688,,,,37.1858,
"[[76 93], [74 88]]",76,93,74,88,2,5.3852,0.0,0.007,0.0523,0.0448,,,,30.5134,
"[[ 84 131], [ 95 125], [107 118], [120 105], [145  93], [177  81], [162  56], [151  37]]",84,131,151,37,8,157.8233,0.4483,0.6535,0.578,0.5448,,,,37.0861,
"[[ 94 115], [107 118], [120 105], [145  93], [177  81], [169  67], [156  47]]",94,115,156,47,7,133.6115,0.52,0.6937,0.507,0.5054,,,,37.4663,
"[[121  96], [106  86], [95 78], [79 63]]",121,96,79,63,4,53.5609,0.5385,0.6081,0.2388,0.1031,,,,36.5767,
"[[122 181], [105 176], [ 93 159], [ 86 147], [ 99 135]]",122,181,99,135,5,70.1129,0.4118,0.5029,0.3724,0.2232,,,,35.5815,
"[[112  55], [110  57], [102  61], [97 68], [92 74], [83 83], [74 87], [67 94], [64 96], [ 52 103], [ 32 110]]",112,55,32,110,11,99.3492,0.0488,0.178,0.4946,0.1947,,,,32.9979,
"[[ 52 146], [ 71 138], [ 84 131], [ 95 125], [107 118], [120 105], [145  93], [177  81], [162  56], [157  37]]",52,146,157,37,10,190.896,0.3514,0.5996,0.5727,0.5395,,,,36.6621,
"[[ 56 105], [ 59 107], [ 65 110], [ 68 112], [ 75 115], [ 93 128]]",56,105,93,128,6,43.7387,0.0,0.0569,0.0329,0.0177,,,,31.3719,
"[[142 142], [141 135], [137 126], [120 105], [106  86], [95 78], [85 57]]",142,142,85,57,7,104.4002,1.0,1.1357,0.6247,0.6081,,,,42.0256,
"[[150  80], [151  98], [162  94], [177  81], [169  67], [158  56], [152  46], [146  40], [141  37], [127  26]]",150,80,127,26,10,125.0454,0.9459,1.1085,0.6454,0.6343,,,,42.0597,
"[[106 129], [ 98 124], [ 77 111], [67 95], [64 89], [57 77], [50 72], [45 69]]",106,129,45,69,8,88.034,0.3793,0.4937,0.2271,0.1102,,,,35.809,
"[[108  27], [90  6]]",108,27,90,6,2,27.6586,0.0,0.036,0.0895,0.1865,,,,30.7005,
"[[ 46 150], [ 50 144], [ 54 135], [ 59 107], [64 89], [61 81]]",46,150,61,81,6,72.7284,0.0,0.0945,0.0879,0.0053,,,,31.6155,
"[[118 133], [110 129], [ 95 125], [ 80 120], [ 68 112], [ 65 110], [ 59 107], [ 56 105]]",118,133,56,105,8,68.6213,0.0,0.0892,0.1244,0.0437,,,,31.8491,
"[[74 12], [82 16], [62 40], [79 63], [95 78], [106  86], [120 105], [137 126], [141 135], [142 142]]",74,12,142,142,10,171.8584,0.8919,1.1153,0.813,0.7523,,,,41.9125,
"[[ 77 111], [ 73 111], [74 91], [81 74], [86 59]]",77,111,86,59,5,58.2211,0.4706,0.5463,0.2693,0.1897,,,,36.0702,
"[[74 91], [74 87], [64 62], [62 40], [83 15], [92 11], [93 10]]",74,91,93,10,7,96.9293,0.6,0.726,0.6498,0.6002,,,,37.9589,
"[[180  67], [174  80], [163 102], [152 124], [144 131], [137 126]]",180,67,137,126,6,82.7438,0.7143,0.8219,0.525,0.5315,,,,38.8498,
"[[81 74], [79 63], [62 40], [82 16], [94 20], [124  25]]",81,74,124,25,6,114.085,0.8571,1.0054,0.6998,0.6526,,,,40.5425,
"[[150 123], [142 142], [132 166], [117 183]]",150,123,117,183,4,69.2871,0.4615,0.5516,0.344,0.3438,,,,35.938,
"[[85 55], [79 63], [62 40], [82 16], [94 20], [99 23]]",85,55,99,23,6,88.3218,0.8571,0.9719,0.7308,0.6037,,,,40.3261,
"[[ 35 156], [ 37 151], [ 40 146], [ 48 136], [ 53 123], [ 59 107], [67 95], [74 88], [88 70], [104  52]]",35,156,104,52,10,126.2472,0.0,0.1641,0.1836,0.065,,,,32.6014,
"[[83 83], [76 83], [56 78]]",83,83,56,78,3,27.6155,0.0,0.0359,0.029,0.0471,,,,30.8342,
"[[187  71], [177  81], [145  93], [130  89], [106  86], [83 83], [76 83], [61 81]]",187,71,61,81,8,133.3567,0.4828,0.6562,0.5085,0.3897,,,,37.2258,
"[[ 63 134], [ 65 136], [ 87 153], [ 92 164], [116 164], [141 161]]",63,134,141,161,6,91.8937,0.0,0.1195,0.1356,0.1069,,,,31.7765,
"[[103  19], [93  7]]",103,19,93,7,2,15.6205,0.0,0.0203,0.0184,0.1154,,,,30.5994,
"[[117 151], [133 177], [139 165], [142 142], [141 135], [137 126], [120 105], [106  86], [95 78], [85 57]]",117,151,85,57,10,171.5401,1.0,1.223,0.6468,0.6357,,,,42.992,
"[[150  80], [151  98], [163 102], [150 123]]",150,80,150,123,4,55.375,0.8462,0.9182,0.4547,0.4215,,,,39.672,
"[[139 165], [132 166], [105 176]]",139,165,105,176,3,35.8634,0.0,0.0466,0.0083,0.0771,,,,30.9035,
"[[85 57], [95 78], [106  86], [120 105], [106 129]]",85,57,106,129,5,88.2466,0.7059,0.8206,0.4219,0.2985,,,,38.6778,
"[[85 11], [88 17], [83 15], [62 40], [55 52], [51 68], [44 80], [ 36 100], [ 29 114]]",85,11,29,114,9,126.2135,0.7879,0.952,0.9367,0.8135,,,,40.3539,
"[[ 30 131], [ 54 135], [ 81 136], [106 129]]",30,131,106,129,4,77.3111,0.0,0.1005,0.0292,0.0523,,,,31.3858,
"[[ 87 153], [ 99 133], [101 132], [106 129], [116 121], [137 126], [141 135]]",87,153,141,135,7,75.633,0.64,0.7383,0.3221,0.3054,,,,38.1803,
"[[93 10], [92 11], [83 15], [62 40], [79 63], [102  61], [118  59]]",93,10,118,59,7,111.7247,0.8,0.9452,0.8654,0.7804,,,,40.0852,
"[[85 57], [95 78], [106  86], [120 105], [106 129]]",85,57,106,129,5,88.2466,0.7059,0.8206,0.4219,0.2985,,,,38.6778,
"[[120 105], [107 118], [ 94 115], [ 77 111], [64 96]]",120,105,64,96,5,69.0401,0.4706,0.5604,0.2353,0.2435,,,,36.1611,
"[[ 53 123], [ 68 123], [ 76 127]]",53,123,76,127,3,23.9443,0.0,0.0311,0.0321,0.0659,,,,30.8034,
"[[121  81], [125 101], [122 107], [136 125], [140 125]]",121,81,140,125,5,53.9078,0.3529,0.423,0.4276,0.2319,,,,34.8558,
"[[48 75], [63 91], [ 71 102], [ 96 116], [ 98 118], [104 121]]",48,75,104,121,6,73.7229,0.7619,0.8577,0.1302,0.0486,,,,39.2504,
"[[76  5], [75 17], [64 36], [49 67], [36 88]]",76,5,36,88,5,93.1326,0.7647,0.8858,0.8243,0.2861,,,,39.3075,
"[[116  20], [98 14], [74 22], [64 36], [69 71]]",116,20,69,71,5,96.8319,0.8235,0.9494,0.6782,0.6449,,,,39.9272,
"[[52 73], [69 71], [92 70], [110  76], [113  77], [121  81], [152  88], [173  85], [178  67], [163  71]]",52,73,163,71,10,158.4186,0.3514,0.5573,0.6309,0.1504,,,,36.3892,
"[[169  72], [178  67], [173  85], [146  95], [141  98], [139  99], [125 110], [105 121], [ 91 125], [ 68 129], [ 56 131], [ 35 135]]",169,72,35,135,12,177.915,0.8222,1.0535,0.7146,0.7086,,,,41.5339,
"[[169  72], [178  67], [173  85], [152  88], [121  81], [113  77], [110  76], [92 70], [69 71], [46 84]]",169,72,46,84,10,162.4925,0.7838,0.995,0.5548,0.1333,,,,40.7518,
"[[ 61 156], [ 50 131], [ 44 111], [40 92]]",61,156,40,92,4,67.6101,0.1538,0.2417,0.3356,0.1927,,,,32.8439,
"[[122 103], [121 104], [110 114], [105 121], [ 98 118], [ 96 116], [ 71 105], [58 96]]",122,103,58,96,8,78.4512,0.4138,0.5158,0.251,0.0106,,,,36.0738,
"[[92 70], [110  76], [108  83], [121 104], [122 107], [136 125], [140 125], [146 156]]",92,70,146,156,8,112.493,0.7586,0.9048,0.6405,0.4889,,,,39.8113,
"[[ 91 125], [ 82 129], [ 73 136], [ 68 139], [ 59 143], [ 49 151]]",91,125,49,151,6,49.7367,0.0,0.0647,0.0497,0.0282,,,,31.4223,
"[[125 119], [112 122], [ 91 125], [ 82 129], [ 73 136], [ 68 139], [ 45 140]]",125,119,45,140,7,84.6582,0.0,0.1101,0.0931,0.0113,,,,31.8498,
"[[ 71 105], [61 88], [52 82], [43 79]]",71,105,43,79,4,40.0266,0.3846,0.4366,0.0936,0.1126,,,,34.9224,
"[[ 68 129], [ 91 125], [104 121], [127 109], [141  98], [146  95], [173  85], [178  67], [168  76]]",68,129,168,76,9,147.4519,0.4848,0.6765,0.4967,0.3041,,,,37.4983,
"[[ 87 140], [ 83 142], [ 55 148], [ 49 151], [ 46 153], [ 42 157], [ 40 160]]",87,140,40,160,7,52.6839,0.0,0.0685,0.03,0.0483,,,,31.5811,
"[[120  26], [138  40], [147  46], [167  62], [169  64], [178  67], [173  85], [171  92]]",120,26,171,92,8,97.5096,0.7241,0.8509,0.4345,0.4287,,,,39.34,
"[[40 96], [42 99], [ 55 114], [ 56 115], [ 60 124], [ 62 126], [ 68 139], [ 75 154], [ 81 163]]",40,96,81,163,9,79.2339,0.0303,0.1333,0.0479,0.0226,,,,32.3756,
"[[89 49], [101  59], [105  63], [109  68], [122  77], [152  88], [173  85], [178  67], [178  61], [169  48]]",89,49,169,48,10,137.1511,0.4865,0.6648,0.5663,0.4509,,,,37.5629,
"[[112 122], [136 125], [150 138], [137 154], [121 162]]",112,122,121,162,5,81.7958,0.4118,0.5181,0.4472,0.0816,,,,35.6797,
"[[120  26], [104  21], [75 17], [64 36], [63 54], [67 65], [88 77]]",120,26,88,77,7,121.9113,0.68,0.8385,0.6775,0.0664,,,,38.9696,
"[[101  59], [105  63], [109  68], [122  77], [152  88], [173  85], [178  67], [163  71]]",101,59,163,71,8,115.2434,0.4828,0.6326,0.504,0.4578,,,,37.0736,
"[[127 113], [112 122], [101 132], [ 83 142], [ 57 153]]",127,113,57,153,5,81.1814,0.0,0.1055,0.0861,0.028,,,,31.5524,
"[[120  26], [110  21], [98 14], [96 12], [79  0]]",120,26,79,0,5,48.7099,0.1176,0.1809,0.1853,0.2224,,,,32.4568,
"[[122  22], [116  20], [98 14], [74 22], [64 36], [71 48]]",122,22,71,48,6,81.6935,0.8571,0.9633,0.5574,0.5203,,,,40.2704,
"[[137  88], [133 102], [127 113], [138 132], [150 138], [137 154]]",137,88,137,154,6,83.0766,0.7143,0.8223,0.6612,0.4648,,,,38.8526,
"[[ 24 139], [ 35 135], [ 50 131], [ 58 128], [ 85 123], [104 121], [127 109], [141  98], [146  95], [173  85], [178  67], [163  71]]",24,139,163,71,12,194.9127,0.3556,0.609,0.5522,0.306,,,,37.006,
"[[58 55], [77 59], [92 65], [109  73], [113  77], [121  81], [146  95], [160 102], [152 120], [150 123]]",58,55,150,123,10,136.5702,0.1622,0.3397,0.5897,0.1544,,,,34.3117,
"[[150  60], [155  55], [167  62], [169  64], [178  67], [173  85], [169 103], [159 127], [146 156], [140 174]]",150,60,140,174,10,147.1536,0.8108,1.0021,0.761,0.7397,,,,40.8932,
"[[ 62 126], [ 60 124]]",62,126,60,124,2,2.8284,0.0,0.0037,0.013,0.084,,,,30.4919,
"[[ 62 123], [ 74 122], [ 96 116], [125 119]]",62,123,125,119,4,63.9999,0.0,0.0832,0.052,0.1501,,,,31.274,
"[[36 88], [50 83], [77 80], [95 70], [113  77], [121  81], [152  88], [173  85], [178  67], [168  76]]",36,88,168,76,10,176.0098,0.2703,0.4991,0.4798,0.1505,,,,35.7252,
"[[142  36], [147  46], [167  62], [169  64], [178  67], [173  85], [146  95], [141  98], [127 109], [112 122], [101 132], [ 80 150], [ 75 154]]",142,36,75,154,13,188.9947,0.9184,1.1641,0.8098,0.772,,,,42.724,
"[[101 132], [ 91 120], [ 71 102], [73 88], [67 65]]",101,132,67,65,5,80.4396,0.2941,0.3987,0.2431,0.0767,,,,34.4901,
"[[ 72 154], [ 80 150], [101 132], [112 122], [127 109], [141  98], [146  95], [163  87], [184  78], [169  72], [163  75]]",72,154,163,75,11,159.4532,0.4634,0.6707,0.5688,0.5522,,,,37.6531,
"[[96 12], [98 14], [110  27]]",96,12,110,27,3,20.5202,0.0,0.0267,0.014,0.0838,,,,30.7746,
"[[ 78 151], [ 85 154], [107 175]]",78,151,107,175,3,38.0296,0.3333,0.3827,0.1135,0.1051,,,,34.2581,
"[[ 96 172], [121 162], [137 154], [157 128], [169 103], [173  85], [178  67], [168  76]]",96,172,168,76,8,155.9219,0.3448,0.5475,0.6209,0.6159,,,,36.034,
"[[ 49 151], [ 58 139], [ 62 126], [ 71 102], [76 92], [88 77], [95 50]]",49,151,95,50,7,112.5158,0.68,0.8263,0.2855,0.2192,,,,38.8906,
"[[130  67], [135  80]]",130,67,135,80,2,13.9284,0.0,0.0181,0.0644,0.0327,,,,30.5852,
"[[ 86 163], [ 85 154], [101 132], [112 122], [127 113]]",86,163,127,113,5,68.6173,0.4706,0.5598,0.2579,0.1836,,,,36.1576,
"[[119 184], [125 178], [137 154], [157 128], [169 103], [173  85], [178  67], [169  64], [167  62], [155  55], [147  52]]",119,184,147,52,11,167.7237,0.4634,0.6814,0.6946,0.6804,,,,37.7226,
"[[151  56], [155  55], [167  62], [169  64], [178  67], [173  85], [146  95], [141  98], [139  99], [125 110], [105 121], [ 85 123], [ 58 128], [ 39 130]]",151,56,39,130,14,193.1654,0.8679,1.119,0.8032,0.0514,,,,42.3876,
"[[ 81 163], [ 85 154], [101 132], [112 122], [127 109], [141  98], [146  95], [173  85], [178  67], [169  64], [167  62], [147  46]]",81,163,147,46,12,180.8044,0.7111,0.9461,0.4946,0.4846,,,,40.446,
"[[150  85], [137  88], [121  81], [113  77], [110  76], [92 70], [77 59], [63 54]]",150,85,63,54,8,95.3533,0.2069,0.3309,0.1962,0.094,,,,34.1448,
"[[ 48 163], [ 52 158], [ 58 139], [ 62 126], [ 71 102], [76 92], [88 77], [95 70], [103  66], [105  63], [107  60]]",48,163,107,60,11,122.006,0.6585,0.8171,0.2455,0.1717,,,,39.2914,
"[[120 129], [125 101], [116  77], [107  57]]",120,129,107,57,4,76.0066,0.0,0.0988,0.3617,0.0544,,,,31.3749,
"[[152 120], [157 128], [138 132], [136 125], [112 122], [ 91 125], [ 68 129], [ 56 131], [ 35 135]]",152,120,35,135,9,138.4189,0.4242,0.6041,0.3666,0.0873,,,,36.8158,
"[[52 82], [61 88], [63 91], [ 71 102], [ 96 116], [116 120], [140 125]]",52,82,140,125,7,101.5882,0.72,0.8521,0.393,0.2004,,,,39.1992,
"[[50 83], [46 84], [50 95], [ 56 115], [ 58 128]]",50,83,58,128,5,49.8614,0.4118,0.4766,0.2519,0.2023,,,,35.4114,
"[[ 35 135], [ 37 137], [ 45 140], [ 55 148], [ 63 156], [ 86 168], [101 163], [123 160]]",35,135,123,160,8,99.4496,0.2069,0.3362,0.0202,0.0957,,,,34.1792,
"[[ 76 124], [ 78 151]]",76,124,78,151,2,27.074,0.0,0.0352,0.0888,0.0082,,,,30.6956,
"[[153  84], [137  88], [121  81], [113  77], [95 70], [77 80], [63 91], [50 95], [42 99], [ 33 106]]",153,84,33,106,10,134.5574,0.6486,0.8235,0.5207,0.5096,,,,39.1637,
"[[110  76], [108  83], [121 104], [110 114], [105 121]]",110,76,105,121,5,55.4467,0.4706,0.5427,0.2878,0.108,,,,36.0469,
"[[ 63 156], [ 86 168], [ 96 172], [125 178]]",63,156,125,178,4,66.3268,0.0,0.0862,0.0304,0.0964,,,,31.2935,
"[[95 50], [75 55], [63 54], [64 36], [75 17], [104  21], [110  27], [115  30]]",95,50,115,30,8,116.2302,0.8276,0.9787,0.6804,0.005,,,,40.5334,
"[[56 51], [49 67], [43 85], [40 92], [ 34 110], [ 39 130]]",56,51,39,130,6,83.6429,0.5714,0.6801,0.6083,0.2335,,,,37.4269,
"[[ 57 103], [61 88], [67 65], [70 47]]",57,103,70,47,4,57.5422,0.5385,0.6133,0.3986,0.1285,,,,36.6101,
"[[118 132], [125 119], [141  98], [146  95], [173  85], [178  67], [163  71]]",118,132,163,71,7,109.9946,0.64,0.783,0.5796,0.5559,,,,38.469,
"[[101 163], [116 162], [137 154], [150 138], [158 110], [164  91]]",101,163,164,91,6,107.1663,0.1905,0.3298,0.3536,0.1718,,,,33.8117,
"[[178  67], [178  61], [172  52]]",178,67,172,52,3,16.8167,0.4444,0.4663,0.2466,0.2463,,,,35.1919,
"[[122  22], [116  20], [98 14], [74 22], [64 36], [58 55], [52 73], [ 44 111], [ 50 131], [ 46 153]]",122,22,46,153,10,188.7739,0.9189,1.1643,0.8684,0.8517,,,,42.3249,
"[[163  87], [160 103]]",163,87,160,103,2,16.2788,0.0,0.0212,0.0158,0.1129,,,,30.6049,
"[[52 73], [45 73]]",52,73,45,73,2,7.0,0.2,0.2091,0.0074,0.1044,,,,32.5289,
"[[ 86 163], [ 85 154], [101 132], [105 121], [110 114], [121 104], [122 103], [125 101], [137  88], [148  80]]",86,163,148,80,10,107.7445,0.4865,0.6266,0.3594,0.3104,,,,37.3158,
"[[109  68], [127  78]]",109,68,127,78,2,20.5913,0.0,0.0268,0.054,0.0431,,,,30.6411,
"[[ 56 116], [ 56 115], [50 95], [46 84], [43 79]]",56,116,43,79,5,39.4163,0.5294,0.5806,0.2925,0.1661,,,,36.5008,
"[[ 55 148], [ 68 139], [ 73 136], [ 82 129], [ 91 125], [104 121], [127 109], [141  98], [146  95], [176  84], [170  54], [156  35]]",55,148,156,35,12,192.2202,0.3556,0.6055,0.6071,0.4801,,,,36.9834,
"[[89 49], [101  59], [105  63], [110  76], [108  83], [121 104]]",89,49,121,104,6,67.184,0.2857,0.373,0.2025,0.1142,,,,34.4287,
"[[119 156], [137 154], [150 138], [159 127]]",119,156,159,127,4,52.939,0.0,0.0688,0.1771,0.128,,,,31.1811,
"[[ 72 154], [ 68 129], [ 71 102], [69 71], [64 36], [74 22]]",72,154,74,22,6,136.1086,0.5238,0.7007,0.533,0.4523,,,,37.3912,
"[[50 83], [53 73], [58 55], [64 36], [74 22]]",50,83,74,22,5,66.2514,0.4118,0.4979,0.5854,0.2596,,,,35.5491,
"[[120 129], [104 121], [ 98 118], [ 96 116], [ 77 111], [ 57 103], [42 99], [32 97]]",120,129,32,97,8,94.3349,0.069,0.1916,0.1667,0.2199,,,,32.7558,
"[[172  81], [173  85], [178  67], [169  64], [167  62], [147  46], [138  40], [117  32], [115  30], [110  27], [104  21]]",172,81,104,21,11,111.1659,0.8537,0.9982,0.5056,0.4792,,,,41.1543,
"[[ 75 154], [ 96 172], [115 166], [143 161]]",75,154,143,161,4,76.0264,0.0,0.0988,0.1073,0.1067,,,,31.375,
"[[ 46 122], [ 44 111], [52 73], [58 55], [64 36]]",46,122,64,36,5,88.9118,0.5882,0.7038,0.4838,0.4506,,,,37.5053,
"[[ 68 129], [ 71 102], [69 71], [70 47]]",68,129,70,47,4,82.2514,0.4615,0.5684,0.3811,0.1518,,,,36.047,
"[[ 61 156], [ 68 139], [ 68 129], [ 71 102], [76 92], [88 77], [95 70], [109  73]]",61,156,109,73,8,110.158,0.6552,0.7984,0.2931,0.1432,,,,38.7566,
"[[ 86 168], [ 80 150], [ 73 136], [ 62 126], [ 60 124], [ 56 115], [50 95], [46 84], [41 78]]",86,168,41,78,9,102.5651,0.303,0.4363,0.3166,0.1934,,,,35.3014,
"[[ 25 136], [ 50 131], [ 58 128], [ 85 123], [104 121], [122 107], [139  99]]",25,136,139,99,7,122.1949,0.2,0.3589,0.1508,0.1306,,,,34.1672,
"[[ 80 162], [ 61 156], [ 51 155]]",80,162,51,155,3,29.9747,0.0,0.039,0.0598,0.0373,,,,30.854,
"[[ 36 151], [ 46 153]]",36,151,46,153,2,10.198,0.0,0.0133,0.0342,0.0628,,,,30.5538,
"[[153  84], [146  95], [141  98], [122 103]]",153,84,122,103,4,38.5162,0.6923,0.7424,0.1389,0.0649,,,,37.9898,
"[[157 128], [160 121], [160 103], [146  95], [137  88], [122  77], [109  68]]",157,128,109,68,7,87.5545,0.4,0.5138,0.5893,0.5948,,,,35.8781,
"[[ 24 139], [ 36 131], [ 41 115], [46 81]]",24,139,46,81,4,65.5509,0.6154,0.7006,0.5607,0.2553,,,,37.4472,
"[[40 96], [50 95], [59 92], [77 80], [95 70], [113  77], [121  81], [152  88], [163  87], [184  78], [169  72], [163  75]]",40,96,163,75,12,178.5556,0.5778,0.8099,0.6069,0.2116,,,,39.0928,
"[[55 76], [60 92], [ 55 114], [ 50 131], [ 44 151], [ 40 160]]",55,76,40,160,6,87.7736,0.4286,0.5427,0.2177,0.0618,,,,36.0322,
"[[58 55], [55 76], [60 92], [ 65 106], [ 68 129], [ 68 139], [ 65 155]]",58,55,65,155,7,102.316,0.4,0.533,0.2353,0.0457,,,,36.0021,
"[[104  17], [110  21], [138  40], [147  46], [167  62], [169  64], [178  67], [173  85], [171  92]]",104,17,171,92,9,115.755,0.6364,0.7869,0.4405,0.4287,,,,38.7495,
