Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_Brute_force_8_pix,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Risk,Prob_collision_robotino_object_detection_error
"[[154  41], [171  54], [173  56], [180  68], [173  90], [138  94], [124 114], [114 125], [ 93 143]]",154,41,93,143,9,163.3742,0.5758,0.7065,0.7688,0.6927,,,,38.2328,
"[[146 134], [141 127], [124 122], [ 99 115], [ 86 110], [ 69 104], [ 58 101]]",146,134,58,101,7,95.6418,0.76,0.8365,0.3846,0.3103,,,,39.3422,
"[[120  58], [108  66], [97 74], [82 81], [76 86], [75 87], [63 94], [ 58 101], [ 44 122]]",120,58,44,122,9,101.5347,0.3939,0.4751,0.2517,0.0902,,,,35.9591,
"[[80 10], [107  17], [113  20], [140  32], [149  39]]",80,10,149,39,5,75.5492,0.4706,0.531,0.2735,0.2651,,,,36.0599,
"[[92 81], [76 86], [75 87], [63 94], [ 58 101], [ 44 117]]",92,81,44,117,6,61.9323,0.0,0.0495,0.0567,0.0775,,,,31.3686,
"[[71 52], [70 55], [50 76]]",71,52,50,76,3,32.1623,0.2222,0.2479,0.1299,0.1937,,,,33.0173,
"[[180  68], [173  90], [138  94], [119 108], [102 122], [ 81 124], [ 59 127]]",180,68,59,127,7,147.2368,0.68,0.7978,0.6565,0.1272,,,,38.9193,
"[[165  84], [162  86], [156  82]]",165,84,156,82,3,10.8167,0.5556,0.5643,0.1714,0.0474,,,,36.1983,
"[[ 49 146], [ 69 140], [ 82 133], [102 122], [119 108], [138  94], [173  90], [180  68], [173  56], [171  54], [167  49]]",49,146,167,49,11,185.533,1.0,1.0,0.478,0.455,,,,42.8797,
"[[ 41 110], [ 44 122], [ 49 146], [ 47 166]]",41,110,47,166,4,56.9844,0.4615,0.5071,0.3226,0.05,,,,35.7136,
"[[ 44 122], [ 46 117], [ 51 104], [ 54 102], [66 83], [73 63], [87 49]]",44,122,87,49,7,86.3799,0.16,0.2291,0.4136,0.0907,,,,33.2684,
"[[121 187], [115 178]]",121,187,115,178,2,10.8167,0.0,0.0087,0.0572,0.0398,,,,30.5176,
"[[153  43], [173  56], [180  68], [173  90], [138  94], [119 108], [102 122], [ 90 119]]",153,43,90,119,8,154.0537,0.6552,0.7784,0.7836,0.1061,,,,38.8402,
"[[ 74 156], [ 76 153], [ 86 140], [ 92 135], [ 94 133], [102 122], [113 118], [113  98], [109  75]]",74,156,109,75,9,99.2969,0.0909,0.1703,0.4318,0.089,,,,32.9097,
"[[ 47 166], [ 50 156], [ 69 140], [ 82 133], [102 122], [119 108], [138  94], [173  90]]",47,166,173,90,8,153.7214,0.3793,0.5023,0.3035,0.285,,,,36.076,
"[[108  79], [133  85], [173  90], [180  68], [173  56]]",108,79,173,56,5,103.0004,0.7647,0.8471,0.4736,0.4403,,,,39.2048,
"[[189  48], [165  73], [165  63], [154  51], [140  32], [115  26], [82 13]]",189,48,82,13,7,145.7133,1.0,1.0,0.4607,0.4441,,,,42.1114,
"[[ 69 140], [ 73 121], [ 68 102]]",69,140,68,102,3,39.0634,0.0,0.0313,0.0488,0.0179,,,,30.8436,
"[[133  85], [114  79], [93 68], [73 63]]",133,85,73,63,4,64.2469,0.4615,0.5129,0.2149,0.1084,,,,35.7668,
"[[111 137], [ 93 143], [ 86 146], [ 91 160], [112 179]]",111,137,112,179,5,69.7751,0.4706,0.5264,0.3613,0.1144,,,,36.0176,
"[[120  97], [138  94], [173  90]]",120,97,173,90,3,53.4761,0.2222,0.265,0.1329,0.2098,,,,33.1734,
"[[ 50 156], [ 55 142], [ 59 127], [ 60 111], [63 94], [66 83], [73 63], [66 49]]",50,156,66,49,8,111.928,0.0345,0.124,0.2278,0.1084,,,,32.3184,
"[[114  79], [122  84]]",114,79,122,84,2,9.434,0.0,0.0075,0.0667,0.0303,,,,30.5074,
"[[154  41], [140  32], [113  20], [81 18], [79 20]]",154,41,79,20,5,81.0808,0.7059,0.7708,0.278,0.2282,,,,38.4557,
"[[92 72], [85 67], [71 52], [67 35], [79 20], [81 18], [113  20], [108  31]]",92,72,108,31,8,112.7681,0.1724,0.2626,0.7125,0.7138,,,,33.705,
"[[64 77], [75 77], [93 83], [109  87], [113  98], [119 108], [124 114], [141 127], [146 134], [153 147], [154 149]]",64,77,154,149,11,124.6471,0.8293,0.929,0.4778,0.4815,,,,40.725,
"[[ 47 166], [ 50 156], [ 55 142], [ 66 121]]",47,166,66,121,4,49.0129,0.0,0.0392,0.0441,0.0284,,,,31.0356,
"[[ 76 153], [ 77 150], [ 73 121], [ 73 101], [76 86], [82 81], [93 68]]",76,153,93,68,7,92.5735,0.32,0.3941,0.2814,0.188,,,,34.9154,
"[[ 86 140], [ 91 160], [111 173], [141 162]]",86,140,141,162,4,76.4223,0.4615,0.5226,0.3198,0.1888,,,,35.856,
"[[ 50 156], [ 72 150], [ 86 140], [ 92 135], [ 94 133], [124 122]]",50,156,124,122,6,82.5999,0.0,0.0661,0.0533,0.1447,,,,31.52,
"[[53 99], [63 94], [75 87], [76 86], [92 81], [107  85]]",53,99,107,85,6,58.7742,0.2381,0.2851,0.208,0.0275,,,,33.7288,
"[[120 177], [111 173], [ 97 164], [ 74 156]]",120,177,74,156,4,50.8438,0.3077,0.3484,0.1055,0.0741,,,,34.1291,
"[[55 58], [53 62], [48 76], [40 92], [ 34 102], [ 24 121]]",55,58,24,121,6,70.3596,0.1429,0.1992,0.4549,0.4142,,,,32.8607,
"[[ 86 146], [ 82 133], [ 80 113], [ 73 101], [76 86], [82 81], [92 72]]",86,146,92,72,7,84.1546,0.32,0.3873,0.3318,0.1862,,,,34.8537,
"[[138 157], [131 160], [111 173], [ 97 164], [ 86 146], [ 92 135]]",138,157,92,135,6,81.7378,0.2857,0.3511,0.4753,0.2157,,,,34.3735,
"[[133  85], [114  79], [109  75], [92 72]]",133,85,92,72,4,43.5907,0.2308,0.2657,0.1358,0.0097,,,,33.3062,
"[[136  83], [112  88], [93 83], [75 87], [63 94]]",136,83,63,94,5,76.4937,0.7647,0.8259,0.1806,0.0941,,,,39.0107,
"[[153  43], [173  56], [180  68], [173  90], [143  89]]",153,43,143,89,5,90.8496,0.3529,0.4256,0.5101,0.1241,,,,34.9937,
"[[82 81], [93 83], [112  88], [143  89], [165  84]]",82,81,165,84,5,84.4044,0.7059,0.7734,0.0703,0.1378,,,,38.4801,
"[[125 154], [ 98 173], [ 76 153]]",125,154,76,153,3,62.7473,0.0,0.0502,0.1034,0.04,,,,31.0171,
"[[112 179], [131 160], [133 158], [146 134], [141 127], [129 124], [137  91], [138  82]]",112,179,138,82,8,120.9761,0.5862,0.683,0.6356,0.6326,,,,37.9072,
"[[80 76], [76 86], [ 73 101], [ 66 116]]",80,76,66,116,4,42.6203,0.3846,0.4187,0.099,0.0454,,,,34.8387,
"[[ 90 119], [102 122], [119 108], [133  85], [136  83]]",90,119,136,83,5,64.9234,0.3529,0.4048,0.238,0.2378,,,,34.8039,
"[[ 61 121], [ 70 138], [ 77 150], [ 91 160], [111 173], [131 160], [133 158]]",61,121,133,158,7,100.8683,0.32,0.4007,0.2819,0.186,,,,34.9761,
"[[110  51], [86 56], [70 55], [67 35], [79 20], [81 18], [113  20], [108  31]]",110,51,108,31,8,126.9536,0.6552,0.7568,0.6517,0.0385,,,,38.6417,
"[[ 60 111], [ 80 113], [ 98 119], [113 118], [119 108], [130  99], [151  91], [165  84]]",60,111,165,84,8,118.106,0.4828,0.5773,0.3901,0.1178,,,,36.8512,
"[[ 94 164], [ 86 146], [ 82 133], [ 80 113], [ 73 101], [76 86], [80 78], [91 48]]",94,164,91,48,8,123.4858,0.4828,0.5816,0.382,0.3003,,,,36.8906,
"[[64 37], [71 52], [85 67], [92 81], [107  85], [109  87], [113  98], [119 108]]",64,37,119,108,8,94.4429,0.5172,0.5928,0.5399,0.5256,,,,37.0222,
"[[ 94 133], [ 92 135], [ 86 146], [ 93 172]]",94,133,93,172,4,42.2842,0.0769,0.1107,0.0619,0.0749,,,,31.7561,
"[[141  29], [142  30], [113  20], [81 18]]",141,29,81,18,4,64.1524,0.5385,0.5898,0.2733,0.1981,,,,36.5369,
"[[122  93], [112  88], [93 83], [99 80]]",122,93,99,80,4,37.5354,0.4615,0.4915,0.1517,0.085,,,,35.5712,
"[[165  63], [180  68], [173  90], [151  91], [138  82], [132  79], [128  75], [126  72]]",165,63,126,72,8,92.7029,0.7931,0.8673,0.5192,0.0067,,,,39.7712,
"[[110  51], [104  60], [99 66], [82 81], [76 86], [ 73 101]]",110,51,73,101,6,64.4058,0.1429,0.1944,0.3241,0.0101,,,,32.8171,
"[[108  66], [126  76], [132  79], [138  82], [151  91], [173  90], [180  68], [173  56], [171  54], [147  56]]",108,66,147,56,10,135.7326,0.8108,0.9194,0.6486,0.632,,,,40.5019,
"[[55 58], [73 63], [92 81], [107  85], [109  87], [113  98], [119 108], [124 114], [141 127], [151 134]]",55,58,151,134,10,127.991,0.8108,0.9132,0.4975,0.1392,,,,40.4452,
"[[49 73], [50 76], [63 94], [ 68 102], [ 72 111]]",49,73,72,111,5,44.6487,0.3529,0.3886,0.0964,0.0458,,,,34.6554,
"[[173  56], [180  68], [173  90], [151  91], [138  82], [132  79], [128  75], [120  71], [103  53], [96 41]]",173,56,96,41,10,134.774,0.4865,0.5943,0.5766,0.5803,,,,37.2486,
"[[102 175], [109 178], [121 182]]",102,175,121,182,3,20.2649,0.0,0.0162,0.0119,0.0599,,,,30.7059,
"[[ 47 126], [ 45 133]]",47,126,45,133,2,7.2801,0.0,0.0058,0.0762,0.0208,,,,30.4917,
"[[182  69], [173  90]]",182,69,173,90,2,22.8473,0.0,0.0183,0.1374,0.2345,,,,30.6057,
"[[ 92 136], [ 80 113], [ 73 101], [66 83], [64 77], [55 58]]",92,136,55,58,6,86.4962,0.381,0.4502,0.2044,0.1413,,,,35.3623,
"[[154 149], [138 157], [131 160]]",154,149,131,160,3,25.5043,0.0,0.0204,0.0069,0.049,,,,30.7443,
"[[ 55 116], [ 68 102], [80 87], [97 74], [109  75]]",55,116,109,75,5,71.7569,0.4706,0.528,0.1761,0.1058,,,,36.0321,
"[[108  66], [97 74], [80 87], [ 68 102], [ 55 116], [ 45 133]]",108,66,45,133,6,93.0398,0.381,0.4554,0.2773,0.1836,,,,35.4102,
"[[96 41], [91 48], [86 56], [80 76], [76 86], [ 73 101], [ 80 113], [ 82 120], [ 92 131], [ 94 133]]",96,41,94,133,10,103.8514,0.3243,0.4074,0.5049,0.1795,,,,35.3985,
"[[ 28 127], [ 28 130], [ 35 131], [ 55 140], [ 62 143], [ 77 150], [ 94 164]]",28,127,94,164,7,78.1942,0.04,0.1026,0.0031,0.031,,,,32.0073,
"[[ 92 131], [ 82 120], [ 72 111], [ 55 102], [48 89]]",92,131,48,89,5,62.3199,0.2941,0.344,0.2806,0.0721,,,,34.1962,
"[[142  30], [113  20], [81 18], [79 20], [67 35], [55 58], [53 62], [47 67], [45 70], [39 90]]",142,30,39,90,10,147.4868,0.9459,1.0,0.7407,0.7282,,,,41.9403,
"[[ 73 121], [ 66 132], [ 55 142], [ 51 146]]",73,121,51,146,4,33.5613,0.0,0.0268,0.0474,0.0496,,,,30.9225,
"[[152  37], [145  33], [113  20], [81 18], [79 20], [67 35], [71 52]]",152,37,71,52,7,114.1666,0.76,0.8513,0.4913,0.4689,,,,39.4779,
"[[130  99], [119 108], [102 122], [ 81 124], [ 59 127], [ 38 132]]",130,99,38,132,6,101.121,0.4286,0.5095,0.2964,0.1851,,,,35.9459,
"[[ 58 101], [ 47 119], [ 38 132]]",58,101,38,132,3,36.9064,0.2222,0.2517,0.068,0.1133,,,,33.052,
"[[145  33], [113  20], [81 18], [79 20], [67 35], [55 58], [53 62], [49 73], [48 89], [ 41 110]]",145,33,41,110,10,168.9263,0.9459,1.0,0.7922,0.7811,,,,42.0973,
"[[102 122], [119 108], [138  94], [173  90], [180  68], [173  56], [171  54], [167  49]]",102,122,167,49,8,127.0622,1.0,1.0,0.4479,0.455,,,,42.0939,
"[[66 26], [71 52]]",66,26,71,52,2,26.4764,0.6,0.6212,0.4145,0.3155,,,,36.6382,
"[[ 44 110], [48 89], [53 76], [55 58], [64 37]]",44,110,64,37,5,76.264,0.5882,0.6492,0.4413,0.4536,,,,37.2423,
"[[92 81], [107  85], [133  85], [173  90], [187  67]]",92,81,187,67,5,108.7613,0.5294,0.6164,0.301,0.276,,,,36.8917,
"[[38 88], [38 91], [46 99], [ 52 104], [ 56 108], [ 61 121], [ 70 138], [ 77 150], [ 91 160], [111 173], [125 154]]",38,88,125,154,11,139.4962,0.4634,0.575,0.3437,0.3162,,,,37.1711,
"[[92 72], [85 70], [73 63], [55 58], [52 56]]",92,72,52,56,5,43.4596,0.0588,0.0936,0.1198,0.0929,,,,31.7027,
"[[118 133], [ 93 143], [ 86 146], [ 91 160], [107 174]]",118,133,107,174,5,70.668,0.4118,0.4683,0.3091,0.0855,,,,35.4355,
"[[ 73 121], [ 69 104], [64 77], [52 56]]",73,121,52,56,4,69.1101,0.1538,0.2091,0.1981,0.178,,,,32.7224,
"[[130  99], [119 108], [102 122], [ 92 128], [ 69 140], [ 51 146], [ 34 156]]",130,99,34,156,7,112.5363,0.44,0.53,0.3217,0.215,,,,36.2628,
"[[118 125], [129 124]]",118,125,129,124,2,11.0454,0.0,0.0088,0.0347,0.1317,,,,30.5192,
"[[76 86], [ 73 101], [ 80 113], [ 92 136]]",76,86,92,136,4,55.1317,0.4615,0.5056,0.1586,0.1584,,,,35.7001,
"[[ 93 143], [ 86 140], [ 63 131]]",93,143,63,131,3,32.314,0.0,0.0259,0.0686,0.0284,,,,30.7942,
"[[136  88], [173  90], [180  68], [173  56], [153  43]]",136,88,153,43,5,97.887,0.6471,0.7254,0.5719,0.5718,,,,37.9902,
"[[171  57], [173  56], [180  68], [173  90], [151  91], [138  82], [132  79], [128  75], [120  71], [104  60], [91 48]]",171,57,91,48,11,135.467,0.4146,0.523,0.5904,0.5752,,,,36.6531,
"[[ 32 154], [ 50 156], [ 67 159], [ 87 165], [107 174], [131 160], [133 158]]",32,154,133,158,7,108.7991,0.48,0.567,0.128,0.1234,,,,36.6358,
"[[126  72], [122  93], [124 114], [141 127], [146 134], [138 157]]",126,72,138,157,6,96.8274,0.619,0.6965,0.5391,0.1597,,,,37.8203,
"[[ 52 104], [53 99]]",52,104,53,99,2,5.099,0.0,0.0041,0.0944,0.0027,,,,30.4757,
"[[88  7], [96 11], [107  17], [113  20], [108  31]]",88,7,108,31,5,40.2655,0.2941,0.3263,0.2165,0.0385,,,,34.0347,
"[[131 160], [125 154]]",131,160,125,154,2,8.4853,0.0,0.0068,0.0329,0.0642,,,,30.5005,
"[[ 73 121], [ 73 101], [76 86], [80 78], [91 48], [96 41]]",73,121,96,41,6,84.7967,0.619,0.6868,0.3135,0.3201,,,,37.7322,
"[[ 55 102], [63 94], [75 87], [76 86], [92 81], [107  85], [133  85], [173  90], [180  68], [173  56], [171  57]]",55,102,171,57,11,164.4342,1.0,1.0,0.5326,0.4638,,,,42.7251,
"[[ 81 124], [ 66 132], [ 55 142], [ 51 146], [ 34 156]]",81,124,34,156,5,57.246,0.0,0.0458,0.0073,0.0977,,,,31.2151,
"[[111 137], [114 125], [113  98], [109  87], [93 83]]",111,137,93,83,5,67.585,0.4118,0.4659,0.3046,0.0116,,,,35.4129,
"[[53 99], [63 94], [75 87], [76 86], [82 81], [92 72], [104  60], [110  51]]",53,99,110,51,8,75.5381,0.0,0.0604,0.1677,0.0149,,,,31.7066,
"[[80 78], [76 86], [ 68 102], [ 61 121], [ 59 127], [ 53 136], [ 49 146]]",80,78,49,146,7,74.9928,0.0,0.06,0.0837,0.0172,,,,31.5834,
"[[169 106], [165 116], [151 134], [133 158], [131 160], [109 178]]",169,106,109,178,6,94.8276,0.3333,0.4092,0.2971,0.0945,,,,34.9458,
"[[93 68], [80 78], [76 86], [ 73 101], [ 66 121], [ 62 143], [ 59 156]]",93,68,59,156,7,97.5345,0.4,0.478,0.2544,0.1295,,,,35.7525,
"[[108  31], [111  32], [115  26], [140  32], [149  39], [153  43], [173  56], [180  68], [173  90], [161 109], [151 134], [138 157]]",108,31,138,157,12,189.7926,0.9333,1.0,0.7172,0.1508,,,,42.3624,
"[[ 51 163], [ 62 143], [ 69 140], [ 92 135], [107 130], [118 125]]",51,163,118,125,6,81.8728,0.4286,0.4941,0.0682,0.0748,,,,35.8049,
"[[140  32], [149  39], [153  43], [173  56], [180  68], [173  90], [161 109], [151 134], [133 158], [115 178]]",140,32,115,178,10,184.1968,0.3514,0.4988,0.752,0.0988,,,,36.2582,
"[[124  57], [108  66], [97 74], [82 81], [76 86], [ 73 101], [ 66 116]]",124,57,66,116,7,88.1722,0.36,0.4305,0.3282,0.0454,,,,35.2835,
"[[ 53 136], [ 59 127], [ 55 116], [ 54 102]]",53,136,54,102,4,36.557,0.0,0.0292,0.0102,0.0118,,,,30.9444,
"[[ 58 101], [ 60 111], [ 59 127], [ 53 136]]",58,101,53,136,4,37.0459,0.0,0.0296,0.0033,0.0414,,,,30.948,
"[[136  88], [119 108], [102 122], [ 92 128], [ 66 132]]",136,88,66,132,5,86.2393,0.4706,0.5396,0.2644,0.1221,,,,36.1381,
"[[85 70], [85 67], [71 52], [67 35], [79 20], [81 18], [113  20], [140  32], [152  37]]",85,70,152,37,9,137.6293,0.7273,0.8374,0.6363,0.623,,,,39.5608,
"[[ 34 102], [ 36 104], [ 41 110], [ 59 127], [ 63 131]]",34,102,63,131,5,41.0544,0.0,0.0328,0.0748,0.078,,,,31.0965,
"[[ 94 175], [ 93 172], [ 86 146], [ 92 136], [ 94 133], [102 122], [113 118], [113  98], [109  75], [110  51]]",94,175,110,51,10,138.0278,0.5676,0.678,0.421,0.4094,,,,38.0842,
"[[86 56], [70 55], [67 35], [75 22]]",86,56,75,22,4,51.5193,0.6154,0.6566,0.4685,0.3626,,,,37.2141,
"[[107 130], [ 98 123], [ 86 110], [ 73 101], [75 87], [73 63], [67 35], [79 20], [81 18], [107  17], [117  20]]",107,130,117,20,11,170.2632,0.6341,0.7703,0.6387,0.6317,,,,39.1052,
"[[115 102], [119 108], [124 114], [141 127], [146 134], [153 147]]",115,102,153,147,6,59.7894,0.381,0.4288,0.3888,0.1355,,,,35.1667,
"[[103  53], [109  75], [113  98]]",103,53,113,98,3,46.1487,0.4444,0.4813,0.0816,0.0818,,,,35.3439,
"[[48 89], [ 55 102], [ 61 121], [ 66 132], [ 72 150]]",48,89,72,150,5,65.7464,0.5294,0.582,0.1757,0.1508,,,,36.5766,
"[[122  84], [119 108], [102 122], [ 98 126], [ 92 135], [ 86 146], [ 97 164]]",122,84,97,164,7,96.308,0.6,0.677,0.4585,0.3702,,,,37.7455,
"[[138  94], [173  90], [182  69]]",138,94,182,69,3,58.0751,0.3333,0.3798,0.2514,0.2796,,,,34.3192,
"[[ 98 126], [102 122], [113 118], [115 102], [114  79]]",98,126,114,79,5,56.5078,0.0,0.0452,0.1912,0.1031,,,,31.2097,
"[[ 58 101], [ 68 102], [ 86 110], [ 99 115], [124 122], [141 127], [146 134], [153 147], [154 149]]",58,101,154,149,9,112.9608,0.7273,0.8177,0.3622,0.3601,,,,39.3801,
"[[109  59], [99 66], [82 81], [76 86], [ 68 102], [ 61 121], [ 59 127], [ 53 136], [ 47 147]]",109,59,47,147,9,110.4965,0.0,0.0884,0.2572,0.0027,,,,32.0818,
"[[115  26], [113  20], [81 18], [79 20], [67 35], [55 58], [53 62], [49 73], [48 89], [ 44 110], [ 45 133]]",115,26,45,133,11,162.9744,0.7805,0.9109,0.8457,0.8346,,,,40.5172,
"[[143  89], [119 108], [102 122], [ 92 128], [ 69 140], [ 51 146], [ 34 156]]",143,89,34,156,7,128.9341,0.48,0.5831,0.3097,0.0977,,,,36.7833,
"[[53 76], [55 58]]",53,76,55,58,2,18.1108,0.0,0.0145,0.0565,0.1536,,,,30.571,
"[[113 118], [ 99 115], [ 86 110], [ 73 101], [63 94], [53 76]]",113,118,53,76,6,76.8554,0.5238,0.5853,0.2903,0.2863,,,,36.7211,
"[[153  43], [149  39], [140  32], [113  20], [81 18], [79 20], [67 35], [55 58], [53 62], [49 73], [48 89], [ 44 110], [ 35 131]]",153,43,35,131,13,203.0806,0.7959,0.9584,0.8432,0.8321,,,,41.2035,
"[[ 66 116], [ 69 104], [76 86], [80 78], [85 67]]",66,116,85,67,5,52.7098,0.3529,0.3951,0.0532,0.008,,,,34.7144,
"[[82 81], [76 86], [ 68 102], [ 55 116], [ 45 133], [ 34 156]]",82,81,34,156,6,90.0219,0.0476,0.1196,0.1362,0.1665,,,,32.0508,
"[[151  99], [173  90], [180  68], [173  56], [171  54], [149  43]]",151,99,149,43,6,88.1741,0.619,0.6895,0.6343,0.3474,,,,37.757,
"[[63 94], [ 66 116], [ 69 140]]",63,94,69,140,3,46.3904,0.0,0.0371,0.0182,0.016,,,,30.8973,
"[[169 106], [165 116], [159 136], [154 149]]",169,106,154,149,4,45.5793,0.3077,0.3442,0.2165,0.0878,,,,34.0906,
"[[ 55 116], [ 59 127], [ 62 143], [ 67 159]]",55,116,67,159,4,44.7466,0.0,0.0358,0.0371,0.0383,,,,31.0044,
"[[145 158], [151 134], [161 109], [154  97], [151  91], [142  82]]",145,158,142,82,6,84.993,0.4286,0.4966,0.6621,0.2269,,,,35.8278,
"[[ 47 119], [ 55 116], [ 68 102]]",47,119,68,102,3,27.649,0.0,0.0221,0.0701,0.0185,,,,30.76,
"[[50 76], [73 63], [86 56], [110  51]]",50,76,110,51,4,65.6998,0.1538,0.2064,0.368,0.0623,,,,32.6974,
"[[ 62 143], [ 74 156], [ 87 165], [ 98 173]]",62,143,98,173,4,47.1047,0.0,0.0377,0.0206,0.0469,,,,31.0217,
"[[67 41], [71 52], [85 67], [92 81], [107  85], [109  87]]",67,41,109,87,6,66.2281,0.4762,0.5292,0.391,0.2325,,,,36.1668,
"[[149  39], [140  32], [113  20], [81 18], [79 20], [67 35], [55 58], [53 62], [49 73], [48 89], [ 41 110]]",149,39,41,110,11,175.3348,0.8537,0.994,0.7969,0.7844,,,,41.3405,
"[[ 69 140], [ 63 131], [ 59 127], [ 47 119], [ 44 117]]",69,140,44,117,5,34.5013,0.0,0.0276,0.0301,0.0277,,,,31.0485,
"[[108  79], [107  85], [93 83], [76 86]]",108,79,76,86,4,37.4876,0.7692,0.7992,0.1742,0.006,,,,38.6509,
"[[138 161], [148 144], [153 136], [161 116], [173  90]]",138,161,173,90,5,79.3334,0.1176,0.1811,0.4174,0.2548,,,,32.554,
"[[122  93], [120  97], [115 117], [107 130], [ 93 143]]",122,93,93,143,5,59.457,0.0588,0.1064,0.1463,0.0644,,,,31.8199,
"[[154  48], [169  63]]",154,48,169,63,2,21.2132,0.0,0.017,0.0353,0.1324,,,,30.5937,
"[[117  20], [113  20], [81 18], [79 20], [67 35], [55 58], [53 62], [48 76], [40 92], [ 34 102], [ 24 121]]",117,20,24,121,11,154.402,0.7805,0.904,0.839,0.8205,,,,40.4545,
"[[180  68], [173  90], [169 106], [165 116], [159 136], [153 147], [149 151]]",180,68,149,151,7,89.417,0.28,0.3515,0.5885,0.0413,,,,34.4918,
"[[138  94], [112  88], [93 83], [82 81], [64 77], [48 76]]",138,94,48,76,6,91.9809,0.8571,0.9307,0.2635,0.1732,,,,40.1682,
"[[ 50 156], [ 55 142], [ 61 121], [ 69 104], [82 81], [92 72], [107  60]]",50,156,107,60,7,114.5774,0.32,0.4117,0.2058,0.1556,,,,35.0765,
"[[111 173], [ 97 164], [ 86 146], [ 81 124], [ 72 111], [ 69 104]]",111,173,69,104,6,83.7265,0.4762,0.5432,0.2955,0.2889,,,,36.295,
"[[ 73 121], [ 69 104], [75 77]]",73,121,75,77,3,45.1229,0.1111,0.1472,0.0233,0.0439,,,,32.0001,
"[[154  48], [180  68], [173  90], [138  94], [119 108], [102 122], [ 81 124]]",154,48,81,124,7,157.8356,0.6,0.7263,0.7698,0.566,,,,38.1961,
"[[ 93 143], [ 86 140], [ 66 132], [ 47 126]]",93,143,47,126,4,49.0813,0.0,0.0393,0.0519,0.0093,,,,31.0361,
"[[98 60], [90 67], [85 70], [80 76], [63 94], [ 52 104]]",98,60,52,104,6,63.8963,0.0,0.0511,0.101,0.0187,,,,31.383,
"[[ 74 156], [ 76 153], [ 86 140], [ 92 135], [ 94 133], [102 122], [115 117], [120  97], [126  76], [131  62]]",74,156,131,62,10,115.4972,0.0,0.0924,0.2547,0.0344,,,,32.2376,
"[[ 98 115], [ 95 120], [ 82 133]]",98,115,82,133,3,24.2157,0.0,0.0194,0.0607,0.0086,,,,30.7349,
"[[ 92 128], [ 98 123], [113 118], [115 102], [114  79], [109  53]]",92,128,109,53,6,89.2443,0.0476,0.119,0.3044,0.0836,,,,32.0451,
"[[133  85], [124 114], [141 127]]",133,85,141,127,3,51.7654,0.5556,0.597,0.3784,0.1989,,,,36.4982,
"[[66 83], [80 78], [97 74], [109  75], [132  79]]",66,83,132,79,5,67.7171,0.3529,0.4071,0.1076,0.0696,,,,34.8243,
"[[ 98 123], [113 118], [115 102], [114  79], [120  58]]",98,123,120,58,5,76.798,0.0,0.0614,0.2657,0.06,,,,31.3583,
"[[ 51 146], [ 69 140], [ 82 133], [102 122], [119 108], [138  94], [173  90], [180  68], [169  63]]",51,146,169,63,9,172.5851,0.5758,0.7139,0.3642,0.1734,,,,38.3003,
"[[140  32], [149  39], [153  43], [173  56], [180  68], [173  90], [161 109], [151 134], [138 157]]",140,32,138,157,9,153.7093,0.3333,0.4563,0.7172,0.1508,,,,35.7346,
"[[182  61], [173  90], [143  89], [112  88], [93 83], [75 87], [63 94], [53 99]]",182,61,53,99,8,154.556,0.7586,0.8822,0.6917,0.1333,,,,39.8789,
"[[ 47 166], [ 50 156], [ 72 150], [ 86 146], [ 97 140], [120 128], [129 124]]",47,166,129,124,7,96.1251,0.12,0.1969,0.077,0.1258,,,,32.9394,
"[[187  67], [173  90], [138  94], [124 114], [118 133]]",187,67,118,133,5,106.4916,0.2941,0.3793,0.4684,0.1487,,,,34.5197,
"[[ 27 141], [ 45 133], [ 48 131], [ 59 127], [ 81 124], [102 122], [119 108], [138  94], [173  90], [182  69]]",27,141,182,69,10,182.0053,0.3784,0.524,0.3912,0.3398,,,,36.5124,
"[[149  43], [154  48], [180  68], [173  90], [138  94], [119 108], [102 122], [ 98 126], [ 92 131]]",149,43,92,131,9,157.2788,0.6667,0.7925,0.7798,0.5546,,,,39.0981,
"[[96 41], [91 48], [86 56], [70 55], [67 35], [79 20], [81 18], [96 11]]",96,41,96,11,8,92.882,0.5172,0.5915,0.7602,0.5333,,,,37.0108,
"[[138  94], [126 105], [113 118], [ 99 115], [ 80 113], [ 60 111]]",138,94,60,111,6,88.1861,0.3333,0.4038,0.2945,0.1012,,,,34.8972,
"[[ 47 147], [ 44 122], [46 99], [50 76]]",47,147,50,76,4,71.6114,0.6154,0.6727,0.1676,0.1679,,,,37.3613,
"[[80 76], [93 83], [112  88], [138  94], [151  99], [160 103]]",80,76,160,103,6,84.8723,0.8095,0.8774,0.2329,0.1739,,,,39.6397,
"[[ 82 133], [ 66 132], [ 59 127], [ 44 122]]",82,133,44,122,4,40.4449,0.0,0.0324,0.0539,0.018,,,,30.9729,
"[[138 157], [146 134], [141 127], [124 114], [119 108], [113  98], [109  87], [107  85], [92 81], [85 67], [71 52], [67 35], [79 20], [81 18]]",138,157,81,18,14,179.5571,0.9245,1.0,0.7898,0.4054,,,,42.4376,
