Trajectory,StartX,StartY,EndX,EndY,N_nodes,length,Prob_collision_Brute_force,Prob_collision_Brute_force_8_pix,Prob_collision_IDA,Expected Probability Collision,Prob_collision_real_world,Prob_collision_robotino_calibration_error,Prob_collision_robotino_lights_error,Risk,Prob_collision_robotino_object_detection_error
"[[140 166], [144 135], [125 112], [122 103], [118  81], [109  75], [82 65], [64 58]]",140,166,64,58,8,151.8596,0.931,1.0,0.6598,0.655,,,,41.5848,
"[[ 64 153], [ 70 150], [ 83 145], [ 88 139], [ 89 138], [105 123], [125 112], [133 108], [145  95], [158  93], [178  76], [168  62]]",64,153,168,62,12,157.8607,0.3556,0.4819,0.4811,0.4562,,,,36.3457,
"[[ 43 120], [ 55 124], [ 79 120], [ 99 118], [125 112], [133 108], [145  95], [158  93], [180  76]]",43,120,180,76,9,151.3551,0.6061,0.7272,0.3665,0.2879,,,,38.4481,
"[[ 80 165], [ 81 157], [ 92 146], [107 130], [123 114], [125 112], [133 108], [145  95], [158  93], [178  76], [168  62], [157  48], [130  35], [117  28], [104  19], [99 17], [82  5]]",80,165,82,5,17,258.7898,0.7538,0.9608,0.5607,0.554,,,,41.6667,
"[[119 195], [122 187], [112 179], [ 92 167], [ 81 157], [ 70 138], [ 66 129], [ 62 121], [ 53 110], [36 92]]",119,195,36,92,10,139.2593,0.4865,0.5979,0.3375,0.1982,,,,37.2815,
"[[ 57 130], [ 55 126], [ 50 112], [ 48 109], [35 94]]",57,130,35,94,5,42.7932,0.0588,0.093,0.3483,0.209,,,,31.6978,
"[[108 169], [ 81 157], [ 76 135], [ 70 113]]",108,169,70,113,4,74.9111,0.4615,0.5214,0.2392,0.2501,,,,35.8449,
"[[164  49], [153  34]]",164,49,153,34,2,18.6011,0.0,0.0149,0.0576,0.1546,,,,30.5746,
"[[64 58], [82 65], [98 72], [118  81], [128  84], [145  95], [163 100]]",64,58,163,100,7,108.0795,0.84,0.9265,0.3396,0.1421,,,,40.2341,
"[[154 139], [144 135], [125 112], [122 103], [118  81], [101  73], [82 70]]",154,139,82,70,7,110.4744,0.84,0.9284,0.6031,0.0178,,,,40.2517,
"[[ 35 147], [ 55 138], [ 64 136], [ 84 126], [ 99 121], [101 119], [123 114], [125 112], [133 108], [145  95], [158  93], [178  76], [173  56], [170  47], [171  42]]",35,147,171,42,15,198.7804,0.386,0.545,0.5307,0.5141,,,,37.3072,
"[[165 113], [148  94], [133 103], [117 111]]",165,113,117,111,4,60.8765,0.4615,0.5102,0.3445,0.3334,,,,35.7421,
"[[ 76 135], [ 88 131], [ 90 129], [111 119], [114 104]]",76,135,114,104,5,54.034,0.1765,0.2197,0.0607,0.1062,,,,32.9583,
"[[162  74], [160  60], [157  48], [130  35], [117  28], [101  23], [83 17]]",162,74,83,17,7,106.9796,0.52,0.6056,0.3694,0.3527,,,,37.0229,
"[[98 40], [91 51], [97 55], [119  70], [135  80], [146  83]]",98,40,146,83,6,77.1463,0.4762,0.5379,0.3929,0.0474,,,,36.2468,
"[[132  73], [150  90], [154  88], [178  82], [172  72], [168  62], [157  48], [130  35], [117  28], [104  19], [91  7]]",132,73,91,7,11,172.441,0.7805,0.9185,0.6608,0.6508,,,,40.5866,
"[[82 70], [64 58]]",82,70,64,58,2,21.6333,0.0,0.0173,0.0058,0.0912,,,,30.5968,
"[[ 35 137], [ 37 135], [ 48 124], [ 50 120], [ 56 109], [68 97], [84 84], [89 78], [92 76], [101  73], [109  70]]",35,137,109,70,11,102.4196,0.2439,0.3258,0.148,0.0069,,,,34.7024,
"[[ 70 113], [ 67 103], [84 84], [89 78], [92 76], [101  73]]",70,113,101,73,6,56.838,0.4762,0.5217,0.1519,0.0961,,,,36.098,
"[[117 165], [ 92 167], [ 83 146], [ 88 139]]",117,165,88,139,4,56.5295,0.3846,0.4298,0.1584,0.0241,,,,34.9405,
"[[82  5], [99 17], [104  19], [117  28], [130  35], [149  48], [161  56], [172  72], [178  82], [154  88], [128  84], [118  81], [101  73], [92 76], [89 78], [84 84], [67 94], [57 93]]",82,5,57,93,18,256.2411,0.6957,0.9007,0.7721,0.6129,,,,41.1856,
"[[ 68 143], [ 63 125], [ 67 103], [84 84], [89 78], [98 72], [118  59]]",68,143,118,59,7,109.0179,0.4,0.4872,0.3045,0.166,,,,35.8366,
"[[171  42], [170  47], [173  56], [178  76], [158  93], [145  95], [133 108], [125 112], [123 114], [107 130], [ 92 146], [ 82 154], [ 91 160]]",171,42,91,160,13,172.2497,1.0,1.0,0.8082,0.6197,,,,43.0207,
"[[67 94], [ 74 102], [ 93 114], [102 134]]",67,94,102,134,4,55.0341,0.4615,0.5055,0.1405,0.1404,,,,35.6993,
"[[114  49], [108  70], [119  78], [128  84], [154  88], [178  82], [172  72], [168  62], [157  48], [130  35], [117  28], [101  23], [83 17]]",114,49,83,17,13,218.0079,0.7347,0.9091,0.6611,0.6528,,,,40.7002,
"[[108  70], [118  81], [121 100], [121 131]]",108,70,121,131,4,65.1015,0.1538,0.2059,0.4415,0.2089,,,,32.693,
"[[175  73], [178  76], [158  93], [145  95], [133 108]]",175,73,133,108,5,61.3362,1.0,1.0,0.3747,0.2805,,,,41.2551,
"[[90 20], [83 16]]",90,20,83,16,2,8.0623,0.2,0.2064,0.0236,0.1206,,,,32.4994,
"[[122 123], [123 114], [144 135], [134 165], [131 172], [124 189], [122 191], [120 194]]",122,123,120,194,8,102.8112,0.6207,0.7029,0.5792,0.534,,,,38.1195,
"[[66 70], [77 71], [98 72], [118  81], [128  84], [154  88], [178  82], [172  72], [168  62], [157  48], [136  35], [110  28]]",66,70,110,28,12,207.3464,0.7556,0.9215,0.9408,0.6525,,,,40.7121,
"[[ 55 138], [ 68 148], [ 70 150], [ 72 153], [ 86 164], [103 176]]",55,138,103,176,6,61.4483,0.0476,0.0968,0.0078,0.0716,,,,31.8415,
"[[111 119], [125 112], [133 108], [145  95], [158  93], [178  76], [165  66]]",111,119,165,66,7,98.0915,0.64,0.7185,0.4951,0.4662,,,,38.159,
"[[ 43 120], [ 50 112], [67 94], [82 70]]",43,120,82,70,4,63.6909,0.0,0.051,0.0755,0.0516,,,,31.1431,
"[[195  59], [170  47], [152  40], [136  35]]",195,59,136,35,4,63.8071,0.4615,0.5125,0.4569,0.4679,,,,35.7636,
"[[101  23], [117  28], [130  35], [149  48], [161  56], [172  72], [178  82], [154  88], [150  90], [125  96], [114 104]]",101,23,114,104,11,168.5724,0.6829,0.8178,0.8803,0.0544,,,,39.5813,
"[[ 87 134], [ 84 126], [ 71 114], [ 52 104]]",87,134,52,104,4,47.7067,0.0,0.0382,0.0017,0.0072,,,,31.0261,
"[[142  76], [150  90], [154  88], [178  82], [172  72], [168  62], [157  48], [136  35]]",142,76,136,35,8,110.2702,0.6897,0.7779,0.6374,0.6232,,,,38.8648,
"[[ 63 125], [ 67 103], [84 84], [89 78], [92 76], [101  73], [119  78]]",63,125,119,78,7,87.44,0.48,0.55,0.2301,0.1553,,,,36.4794,
"[[ 92 172], [ 91 170], [ 86 164], [ 72 153], [ 70 150], [ 68 148], [ 56 130], [ 50 120]]",92,172,50,120,8,67.58,0.0,0.0541,0.0069,0.0133,,,,31.6483,
"[[57 93], [ 53 110], [ 50 120], [ 55 138]]",57,93,55,138,4,46.5861,0.0,0.0373,0.041,0.0128,,,,31.0179,
"[[148 163], [154 139], [160 129], [163 122], [169  93], [175  73], [168  62], [157  48], [130  35], [117  28], [101  23], [90 20]]",148,163,90,20,12,198.2503,0.8222,0.9808,0.8272,0.5166,,,,41.3122,
"[[101  73], [118  81], [128  84], [154  88], [178  82], [172  72], [167  59]]",101,73,167,59,7,105.8634,0.76,0.8447,0.4407,0.4157,,,,39.4171,
"[[ 79 120], [ 74 102]]",79,120,74,102,2,18.6815,0.4,0.4149,0.1134,0.0144,,,,34.5792,
"[[125 112], [105 123], [ 85 135], [ 68 143]]",125,112,68,143,4,64.9375,0.0,0.052,0.0482,0.0407,,,,31.1523,
"[[ 89 138], [ 68 143], [ 60 143]]",89,138,60,143,3,29.587,0.0,0.0237,0.0188,0.0783,,,,30.7742,
"[[ 64 136], [ 84 126], [ 99 121], [101 119], [123 114], [143 129], [160 129]]",64,136,160,129,7,105.5615,0.32,0.4044,0.3556,0.1611,,,,35.0105,
"[[36 92], [49 83], [66 70], [77 71], [98 72], [118  81], [128  84], [154  88], [178  82], [173  56], [170  47]]",36,92,170,47,11,188.6613,0.6585,0.8094,0.6879,0.6779,,,,39.4842,
"[[101 119], [ 93 114], [ 74 102], [67 94], [66 70], [69 58]]",101,119,69,58,6,78.9265,0.4762,0.5393,0.3702,0.3235,,,,36.2598,
"[[ 66 129], [ 84 126], [ 99 121], [101 119], [123 114], [125 112], [133 108], [145  95], [158  93], [178  76], [173  56], [181  49]]",66,129,181,49,12,159.5611,0.6,0.7276,0.5068,0.4868,,,,38.8046,
"[[ 91 160], [ 92 167], [110 161], [129 155], [147 145], [154 128]]",91,160,154,128,6,84.9456,0.381,0.449,0.3015,0.2386,,,,35.3509,
"[[ 86 164], [ 66 157], [ 57 154], [ 40 149], [ 38 147], [ 31 139], [ 17 128]]",86,164,17,128,7,79.6596,0.12,0.1837,0.3404,0.4387,,,,32.8188,
"[[ 56 130], [ 68 148], [ 70 150], [ 72 153]]",56,130,72,153,4,28.0673,0.0,0.0225,0.0245,0.0735,,,,30.8822,
"[[ 61 114], [ 79 120], [ 99 118], [125 112], [133 108], [145  95], [158  93], [178  76], [168  62], [157  48], [130  35], [117  28], [101  23], [83 17], [76 12]]",61,114,76,12,15,255.8742,0.8421,1.0,0.733,0.723,,,,42.2909,
"[[163 134], [154 128], [143 129], [123 114], [122 103], [118  81], [109  75], [89 71]]",163,134,89,71,8,111.4808,0.5172,0.6064,0.5561,0.0167,,,,37.147,
"[[ 50 120], [ 62 121], [ 79 120]]",50,120,79,120,3,29.071,0.0,0.0233,0.0466,0.0504,,,,30.7704,
"[[128 109], [125 112], [123 114], [107 130], [102 134], [ 83 145], [ 74 151], [ 72 153], [ 66 157]]",128,109,66,157,9,78.9123,0.0,0.0631,0.1373,0.0626,,,,31.8504,
"[[110 161], [129 155], [147 145], [154 128]]",110,161,154,128,4,58.9009,0.0,0.0471,0.1678,0.1445,,,,31.1081,
"[[141 175], [132 173], [103 176]]",141,175,103,176,3,38.3743,0.1111,0.1418,0.0252,0.0669,,,,31.9507,
"[[ 70 113], [ 88 113], [111 119], [128 109], [133 103], [150  85]]",70,113,150,85,6,94.0619,0.7143,0.7895,0.1562,0.15,,,,38.754,
"[[ 52 104], [ 67 103], [ 84 109], [101 119], [123 114], [143 129]]",52,104,143,129,6,100.3452,0.4286,0.5089,0.2821,0.2819,,,,35.9402,
"[[82 65], [77 71], [67 94], [ 58 100], [ 48 109], [ 31 119], [ 17 133]]",82,65,17,133,7,96.6825,0.32,0.3973,0.5725,0.4734,,,,34.9455,
"[[141 173], [108 169], [ 81 157], [ 70 138]]",141,173,70,138,4,84.7426,0.4615,0.5293,0.2517,0.1142,,,,35.9169,
"[[98 40], [91 51], [108  70], [118  81], [125  96], [133 103]]",98,40,133,103,6,80.5827,0.7143,0.7788,0.3808,0.3807,,,,38.6553,
"[[145 151], [129 155], [110 161], [ 92 167], [ 86 164], [ 72 153], [ 70 150], [ 68 148], [ 55 138]]",145,151,55,138,9,102.7388,0.4242,0.5064,0.3235,0.1373,,,,36.2712,
"[[143 170], [148 152], [160 129], [163 122], [169  93], [175  73], [160  60]]",143,170,160,60,7,122.5838,0.64,0.7381,0.6688,0.3541,,,,38.3384,
"[[165 113], [169  93], [175  73], [168  62], [157  48], [130  35], [117  28], [101  23], [83 17]]",165,113,83,17,9,152.5878,0.5758,0.6979,0.7182,0.5288,,,,38.1538,
"[[51 95], [67 94]]",51,95,67,94,2,16.0312,0.0,0.0128,0.0883,0.0087,,,,30.5557,
"[[ 64 136], [ 84 126], [ 99 121], [117 111], [118 105], [118  81]]",64,136,118,81,6,88.8461,0.381,0.4521,0.2493,0.2493,,,,35.3795,
"[[ 55 136], [ 57 130], [ 61 114], [67 94], [77 71], [82 57]]",55,136,82,57,6,83.6435,0.0,0.0669,0.12,0.0444,,,,31.5276,
"[[170  47], [173  56], [178  76], [158  93], [145  95], [133 108], [125 112], [123 114], [101 119], [ 79 120]]",170,47,79,120,10,143.5524,1.0,1.0,0.7501,0.473,,,,42.453,
"[[ 35 137], [ 55 138], [ 68 148], [ 70 150], [ 72 153], [ 81 157], [108 169], [117 165], [123 162]]",35,137,123,162,9,98.8127,0.2121,0.2912,0.1629,0.1372,,,,34.1193,
"[[120 194], [122 187], [103 176], [ 86 164], [ 72 153], [ 70 150], [ 68 148], [ 60 143], [ 49 133]]",120,194,49,133,9,98.5818,0.3939,0.4728,0.0412,0.0242,,,,35.9374,
"[[126 128], [105 123], [ 79 120], [ 61 114], [ 53 110], [ 29 115]]",126,128,29,115,6,100.1928,0.0,0.0802,0.1497,0.2134,,,,31.6488,
"[[112 179], [ 91 160], [ 82 154], [ 92 146], [107 130]]",112,179,107,130,5,73.8742,0.4706,0.5297,0.3776,0.3692,,,,36.0476,
"[[128 109], [133 103], [145  95], [158  93], [178  76], [168  62], [157  48], [133  26]]",128,109,133,26,8,129.201,0.7586,0.862,0.6179,0.5995,,,,39.6932,
"[[67 94], [84 84], [89 78], [92 76], [101  73], [118  81], [128  84], [154  88], [178  82], [172  72], [168  62], [157  48], [130  35], [117  28], [101  23], [90 20], [71 17]]",67,94,71,17,17,253.2672,1.0,1.0,0.7394,0.683,,,,44.0907,
"[[ 36 137], [ 49 133], [ 62 128], [ 79 120], [ 99 118]]",36,137,99,118,5,66.4179,0.0,0.0531,0.0577,0.0212,,,,31.2823,
"[[88 57], [93 63], [101  73], [118  81], [121 100], [125 112], [144 135], [147 145], [143 170]]",88,57,143,170,9,136.8804,0.6667,0.7762,0.6617,0.5253,,,,38.9487,
"[[72 28], [83 17], [101  23], [117  28], [130  35], [152  46], [162  52], [175  73], [169  93], [157 112], [151 121], [144 135], [134 165], [131 172], [124 189], [122 191]]",72,28,122,191,16,257.2884,0.5738,0.7796,0.7126,0.7059,,,,39.7348,
"[[ 85 135], [ 76 135], [ 64 136], [ 49 133], [ 17 133]]",85,135,17,133,5,68.3387,0.2353,0.29,0.2357,0.3327,,,,33.6517,
"[[160  60], [172  72], [178  82], [154  88], [128  84], [118  81], [101  73], [92 76], [89 78], [84 84]]",160,60,84,84,10,129.8082,0.7297,0.8335,0.6553,0.5099,,,,39.6467,
"[[157 112], [169  93], [175  73], [162  52], [137  31]]",157,112,137,31,5,100.7007,0.7059,0.7865,0.6376,0.5131,,,,38.5994,
"[[133 103], [128 109], [125 112], [123 114], [107 130], [102 134], [ 83 145], [ 90 152]]",133,103,90,152,8,75.7659,0.0345,0.0951,0.2726,0.0057,,,,32.0536,
"[[ 72 102], [ 84 109], [ 99 118], [125 112], [133 108], [145  95], [158  93], [178  76], [168  62], [157  48], [130  35], [117  28], [104  19]]",72,102,104,19,13,219.6585,0.8367,1.0,0.7743,0.666,,,,41.7333,
"[[110  28], [130  35], [149  48], [161  56], [172  72], [178  82], [154  88], [150  90], [135  80], [119  70], [94 60], [109  46]]",110,28,109,46,12,203.2625,0.4889,0.6515,0.7046,0.6425,,,,38.0126,
"[[91  7], [105  16], [117  28], [130  35], [149  48], [161  56], [172  72], [178  82], [154  88], [128  84], [118  81], [101  73], [92 76], [66 70], [44 75]]",91,7,44,75,15,255.9053,0.8772,1.0,0.6811,0.674,,,,42.6425,
"[[83 16], [101  23], [117  28], [130  35], [149  48], [161  56], [172  72], [178  82], [154  88], [128  84], [118  81], [98 72]]",83,16,98,72,12,202.78,0.7556,0.9178,1.0066,0.9976,,,,40.6787,
"[[74 59], [94 60], [109  46]]",74,59,109,46,3,40.5433,0.7778,0.8102,0.2622,0.0558,,,,38.6402,
"[[178  76], [178  82], [154  88], [128  84], [118  81], [101  73], [92 76], [89 78], [84 84], [67 94], [51 95], [36 90]]",178,76,36,90,12,158.7415,0.7556,0.8826,0.6404,0.5875,,,,40.3562,
"[[153  93], [128  84], [118  81], [101  73]]",153,93,101,73,4,55.7993,0.1538,0.1984,0.2779,0.0213,,,,32.6249,
"[[ 64 136], [ 84 126], [ 99 121], [101 119], [123 114], [125 112], [133 108], [145  95], [158  93], [178  76], [175  73], [160  60]]",64,136,160,60,12,156.5199,0.6,0.7252,0.541,0.516,,,,38.7823,
"[[116 126], [105 123], [ 88 113], [ 67 103]]",116,126,67,103,4,54.3842,0.2308,0.2743,0.0658,0.0061,,,,33.3853,
"[[117  28], [130  35], [152  46], [162  52], [175  73], [169  93], [157 112], [151 121], [144 135], [134 165], [131 172], [124 189], [122 191]]",117,28,122,191,13,205.9954,0.5306,0.6954,0.7738,0.5953,,,,38.5692,
"[[99 17], [104  19], [117  28], [130  35], [149  48], [161  56], [172  72], [178  82], [154  88], [133 103], [117 111], [ 99 121], [ 84 126], [ 67 127], [ 49 133], [ 35 137]]",99,17,35,137,16,259.8838,0.7213,0.9292,0.7238,0.7155,,,,41.2302,
"[[116 126], [123 114], [144 135], [140 157], [135 179]]",116,126,135,179,5,88.5126,0.3529,0.4237,0.6114,0.5354,,,,34.9766,
"[[118 105], [111 119], [107 130], [ 92 146], [ 82 154], [ 80 165]]",118,105,80,165,6,73.2755,0.2857,0.3443,0.2494,0.127,,,,34.3115,
"[[83 17], [101  23], [117  28], [130  35], [152  46], [162  52], [175  73], [169  93], [165 113], [160 129], [154 139], [148 163], [141 175]]",83,17,141,175,13,219.7911,0.6531,0.8289,0.7185,0.7102,,,,39.8964,
"[[98 19], [117  28], [130  35]]",98,19,130,35,3,35.7886,0.0,0.0286,0.0068,0.0028,,,,30.8196,
"[[ 43 120], [ 48 124], [ 55 136], [ 68 148], [ 70 150], [ 72 153], [ 81 157], [108 169], [113 170]]",43,120,113,170,9,88.9158,0.1515,0.2226,0.152,0.1032,,,,33.4402,
"[[165  66], [175  73], [169  93], [164 118]]",165,66,164,118,4,58.5823,0.7692,0.8161,0.4722,0.363,,,,38.8054,
"[[148 152], [160 129], [163 122], [169  93], [175  73], [162  74]]",148,152,162,74,6,97.0912,0.7143,0.792,0.6785,0.2917,,,,38.7762,
"[[ 70 113], [ 88 113], [ 99 118], [125 112], [133 108], [145  95], [158  93], [178  76], [175  73], [160  60]]",70,113,160,60,10,146.8963,0.7568,0.8743,0.4865,0.4612,,,,40.0431,
"[[133 103], [128 109], [125 112], [144 135], [140 157], [131 179]]",133,103,131,179,6,88.0162,0.5714,0.6418,0.6406,0.53,,,,37.2793,
"[[ 74 151], [ 83 145], [ 88 139], [ 89 138], [107 130], [123 114], [143 129], [154 128], [164 118]]",74,151,164,118,9,112.5537,0.2121,0.3021,0.2989,0.1376,,,,34.22,
"[[51 95], [49 94], [ 52 104]]",51,95,52,104,3,12.6764,0.0,0.0101,0.0403,0.0469,,,,30.6503,
"[[126 128], [122 103], [118  81], [98 72]]",126,128,98,72,4,69.6104,0.2308,0.2865,0.4408,0.0276,,,,33.4968,
"[[101  23], [117  28], [130  35], [149  48], [161  56], [172  72], [178  82], [154  88], [128  84]]",101,23,128,84,9,151.0947,0.6061,0.727,0.8401,0.345,,,,38.4462,
"[[151 121], [144 135], [140 157], [131 179]]",151,121,131,179,4,61.7829,0.4615,0.5109,0.2737,0.0896,,,,35.7488,
"[[ 34 147], [ 17 133]]",34,147,17,133,2,22.0227,0.2,0.2176,0.5091,0.4101,,,,32.6016,
"[[ 58 149], [ 68 143], [ 85 135], [105 123], [125 112], [133 108], [145  95], [153  93], [178  82], [172  72]]",58,149,172,72,10,150.4566,0.3784,0.4988,0.4318,0.402,,,,36.2814,
"[[153  34], [164  49], [175  73], [169  93], [165 113], [160 129], [154 139], [148 163], [141 175]]",153,34,141,175,9,153.3346,0.8485,0.9712,0.7327,0.6161,,,,40.889,
"[[ 57 130], [ 62 128], [ 84 126], [ 99 121], [101 119], [123 114], [143 129], [154 128], [168 113]]",57,130,168,113,9,125.2404,0.3636,0.4638,0.4106,0.3773,,,,35.8294,
"[[107 134], [116 126], [123 114], [125 112], [133 108], [145  95], [169  93]]",107,134,169,93,7,79.4817,0.24,0.3036,0.4018,0.2623,,,,34.0187,
"[[117 111], [123 114], [144 135], [140 157], [131 179]]",117,111,131,179,5,82.5371,0.6471,0.7131,0.5668,0.5272,,,,37.8778,
"[[ 50 112], [ 61 114], [ 79 120], [ 99 118], [125 112], [133 108], [145  95], [158  93], [178  76], [175  73], [162  52], [152  40]]",50,112,152,40,12,187.5362,0.7111,0.8611,0.6731,0.5135,,,,40.1216,
"[[ 92 146], [ 82 154], [ 91 160]]",92,146,91,160,3,23.6229,0.3333,0.3522,0.0262,0.0026,,,,34.0668,
"[[49 94], [51 95], [ 58 100], [ 84 109], [ 99 118]]",49,94,99,118,5,55.8449,0.2353,0.28,0.1493,0.0536,,,,33.5602,
"[[82 65], [66 70]]",82,65,66,70,2,16.7631,0.0,0.0134,0.0517,0.0453,,,,30.5611,
"[[ 73 164], [ 68 143], [ 63 125]]",73,164,63,125,3,40.2686,0.0,0.0322,0.0529,0.0451,,,,30.8524,
"[[71 64], [66 70], [67 94], [ 70 113], [ 64 136], [ 66 157]]",71,64,66,157,6,95.9312,0.0,0.0767,0.1409,0.0286,,,,31.6176,
"[[ 43 120], [ 50 112], [ 53 110], [68 97], [84 84], [89 78], [92 76], [101  73], [119  78], [146  83]]",43,120,146,83,10,121.7439,0.3514,0.4488,0.3305,0.2082,,,,35.8008,
"[[ 88 131], [ 84 126], [ 79 120], [ 70 113], [57 93]]",88,131,57,93,5,49.4688,0.0,0.0396,0.0351,0.0278,,,,31.1581,
"[[ 43 152], [ 49 133], [ 55 124], [ 56 109]]",43,152,56,109,4,45.7748,0.0,0.0366,0.0294,0.0062,,,,31.0119,
"[[35 94], [ 48 109], [ 63 125], [ 72 134], [ 83 145], [ 90 152], [103 176]]",35,94,103,176,7,107.2596,0.16,0.2458,0.2377,0.1059,,,,33.4213,
"[[ 62 128], [ 84 126], [ 99 121], [101 119], [123 114], [125 112], [133 108], [145  95]]",62,128,145,95,8,92.7561,0.1379,0.2121,0.3388,0.1303,,,,33.213,
"[[69 58], [66 70], [57 93], [ 52 104]]",69,58,52,104,4,49.1505,0.3077,0.347,0.2685,0.1597,,,,34.1167,
"[[ 88 139], [ 89 138], [ 95 135], [111 119], [114 104], [118  81], [119  70]]",88,139,119,70,7,80.4375,0.32,0.3844,0.337,0.2813,,,,34.8265,
"[[143 170], [148 152], [160 129], [164 118], [176  91], [180  76]]",143,170,180,76,6,101.3992,0.619,0.7001,0.5031,0.2142,,,,37.8538,
"[[82 77], [67 94], [ 56 109], [ 50 120]]",82,77,50,120,4,53.8026,0.0,0.043,0.0337,0.0095,,,,31.0707,
"[[163 122], [160 129], [154 139], [129 155], [110 161], [ 92 167], [ 86 164], [ 65 153]]",163,122,65,153,8,118.2726,0.3103,0.4049,0.4185,0.0797,,,,35.1257,
"[[89 78], [92 76], [101  73], [118  81], [128  84], [154  88], [178  82], [172  72], [165  66]]",89,78,165,66,9,114.247,0.6364,0.7278,0.4388,0.399,,,,38.4796,
"[[140 166], [142 164], [148 152], [160 129], [163 122], [169  93], [175  73], [168  62]]",140,166,168,62,8,113.3361,0.5517,0.6424,0.63,0.3264,,,,37.5059,
"[[66 70], [67 94], [ 79 120], [ 85 135], [ 90 152], [103 176], [122 187], [122 191]]",66,70,122,191,8,139.7812,0.5862,0.698,0.3809,0.2921,,,,38.0449,
"[[125  96], [150  90], [154  88], [178  82], [172  72], [168  62], [157  48], [136  35], [110  28]]",125,96,110,28,9,146.7814,0.697,0.8144,0.6772,0.5758,,,,39.3245,
"[[ 52 104], [ 67 103], [ 84 109], [101 119], [123 114], [144 135], [148 152]]",52,104,148,152,7,122.5079,0.6,0.698,0.3718,0.3618,,,,37.9374,
"[[ 88 131], [ 84 126], [ 79 120], [ 70 113], [ 58 100]]",88,131,58,100,5,43.3069,0.0,0.0346,0.0018,0.0103,,,,31.113,
"[[140  35], [161  56], [172  72], [178  82], [154  88], [133 103], [117 111], [ 99 121], [ 76 135], [ 60 143]]",140,35,60,143,10,194.6167,0.8378,0.9935,0.808,0.7392,,,,41.2034,
"[[ 83 146], [ 92 167], [105 163], [125 168]]",83,146,125,168,4,57.0643,0.2308,0.2765,0.125,0.0995,,,,33.4049,
"[[132  34], [149  48], [161  56], [172  72], [178  82], [154  88], [133 103], [117 111], [ 99 121], [ 84 126], [ 72 134]]",132,34,72,134,11,186.7823,0.878,1.0,0.8062,0.7962,,,,41.6676,
"[[ 50 112], [ 61 114], [ 79 120], [101 119], [123 114], [144 135]]",50,112,144,135,6,104.4362,0.381,0.4645,0.4219,0.2601,,,,35.4937,
"[[ 17 130], [ 24 137], [ 35 147], [ 40 149], [ 57 154], [ 66 157], [ 76 163], [108 169], [137 167]]",17,130,137,167,9,130.646,0.5152,0.6197,0.1616,0.1342,,,,37.3865,
"[[149  48], [161  56], [178  76], [158  93], [145  95], [133 108], [125 112], [123 114], [101 119], [ 84 109], [ 72 102]]",149,48,72,102,11,165.7138,1.0,1.0,0.7651,0.5409,,,,42.7345,
"[[ 95 160], [ 90 152], [ 83 145], [ 70 138], [ 57 130], [ 48 124], [ 43 120], [ 29 115]]",95,160,29,115,8,81.4485,0.5862,0.6514,0.123,0.1301,,,,37.6177,
"[[162  74], [175  73], [169  93], [157 112], [151 121], [144 135], [134 165], [131 172], [124 189], [122 191], [120 194], [119 195]]",162,74,119,195,12,148.3319,0.9333,1.0,0.6859,0.5994,,,,42.0587,
"[[109  46], [94 60], [108  70], [118  81], [121 100], [125 112], [144 135], [134 165], [131 172], [124 189], [122 191]]",109,46,122,191,11,174.7581,1.0,1.0,0.7055,0.6955,,,,42.8007,
"[[ 90 129], [105 123], [125 112], [133 108], [145  95], [158  93], [178  76], [165  66]]",90,129,165,66,8,121.42,0.5517,0.6488,0.4951,0.4662,,,,37.5651,
"[[ 40 149], [ 55 138], [ 67 127], [ 84 109]]",40,149,84,109,4,59.6387,0.0,0.0477,0.0546,0.022,,,,31.1135,
"[[131 172], [137 167], [142 164]]",131,172,142,164,3,13.6412,0.0,0.0109,0.0549,0.0214,,,,30.6574,
"[[81  5], [83  7], [99 17], [104  19], [117  28], [130  35], [152  46], [162  52], [175  73], [169  93], [157 112], [151 121], [147 145]]",81,5,147,145,13,197.1151,0.2857,0.4434,0.7702,0.5211,,,,36.0527,
"[[132  73], [128  84], [121 100], [118 105], [111 119], [ 90 129]]",132,73,90,129,6,73.9118,0.0,0.0591,0.185,0.0611,,,,31.4563,
"[[102 134], [ 92 146], [ 82 154], [ 92 167], [105 163], [123 162]]",102,134,123,162,6,76.4572,0.4762,0.5374,0.4959,0.3052,,,,36.2417,
"[[121 100], [118 105], [105 123], [ 89 138], [ 88 139], [ 83 145], [ 73 164]]",121,100,73,164,7,80.6616,0.4,0.4645,0.266,0.2153,,,,35.6289,
"[[126 128], [121 131], [ 95 135]]",126,128,95,135,3,32.1368,0.4444,0.4701,0.1274,0.1272,,,,35.2413,
"[[ 37 135], [ 49 133], [ 62 128], [ 84 126], [ 99 121], [101 119], [123 114], [125 112], [133 108], [145  95], [158  93]]",37,135,158,93,11,132.0029,0.1463,0.2519,0.3182,0.2064,,,,33.9421,
"[[135  80], [119  70], [93 63]]",135,80,93,63,3,45.7938,0.0,0.0366,0.0059,0.0347,,,,30.8929,
"[[ 74 102], [ 84 109], [ 99 118], [125 112], [133 108], [145  95], [163 100]]",74,102,163,100,7,101.7004,0.68,0.7614,0.3128,0.2841,,,,38.5858,
"[[ 80 138], [ 76 110], [72 84], [71 68], [67 32], [79 18], [87 17], [116  22]]",80,138,116,22,8,162.7721,0.7931,0.9233,0.6316,0.6216,,,,40.2844,
